Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3846,25.22
LSTM,2,1.3815,25.56
LSTM,3,1.3811,26.67
LSTM,4,1.3789,26.78
LSTM,5,1.3794,26.33
LSTM,6,1.3787,26.78
LSTM,7,1.377,27.44
LSTM,8,1.3732,28.22
LSTM,9,1.3714,28.78
LSTM,10,1.3644,28.89
LSTM,11,1.352,32.11
LSTM,12,1.3383,32.44
LSTM,13,1.3529,30.56
LSTM,14,1.3317,32.44
LSTM,15,1.3375,32.56
LSTM,16,1.304,33.56
LSTM,17,1.2795,35.89
LSTM,18,1.2502,40.0
LSTM,19,1.2867,35.44
LSTM,20,1.2412,40.33
LSTM,21,1.2201,42.22
LSTM,22,1.2308,38.67
LSTM,23,1.1892,39.11
LSTM,24,1.1584,44.44
LSTM,25,1.193,43.56
LSTM,26,1.133,47.11
LSTM,27,1.1312,41.33
LSTM,28,1.1502,45.89
LSTM,29,1.1227,45.67
LSTM,30,1.0952,47.33
LSTM,31,1.0801,49.11
LSTM,32,1.037,51.11
LSTM,33,1.0095,53.67
LSTM,34,1.0893,47.67
LSTM,35,1.0135,49.67
LSTM,36,1.0274,49.89
LSTM,37,1.0367,48.22
LSTM,38,1.0145,51.78
LSTM,39,0.9401,58.22
LSTM,40,1.0192,51.89
LSTM,41,1.0147,51.0
LSTM,42,1.0221,54.11
LSTM,43,0.9864,55.0
LSTM,44,0.9418,53.67
LSTM,45,0.9448,56.56
LSTM,46,0.9261,58.22
LSTM,47,0.872,62.11
LSTM,48,0.8914,60.11
LSTM,49,0.9207,56.67
LSTM,50,0.8221,60.33
LSTM,51,0.8871,58.67
LSTM,52,0.9169,58.78
LSTM,53,0.8741,60.44
LSTM,54,0.8447,64.11
LSTM,55,0.8334,63.33
LSTM,56,0.8439,62.22
LSTM,57,0.7851,66.56
LSTM,58,0.7814,67.11
LSTM,59,0.7728,66.22
LSTM,60,0.7971,64.11
LSTM,61,0.7674,68.89
LSTM,62,0.7614,66.78
LSTM,63,0.7615,68.67
LSTM,64,0.7318,70.78
LSTM,65,0.7267,70.56
LSTM,66,0.7362,69.89
LSTM,67,0.7433,70.33
LSTM,68,0.7722,65.78
LSTM,69,0.7614,65.33
LSTM,70,0.7592,66.0
LSTM,71,0.7649,66.78
LSTM,72,0.7065,70.89
LSTM,73,0.7106,72.0
LSTM,74,0.7159,72.0
LSTM,75,0.7167,71.11
LSTM,76,0.7046,72.11
LSTM,77,0.7042,72.67
LSTM,78,0.7049,72.11
LSTM,79,0.6991,71.89
LSTM,80,0.7368,69.11
LSTM,81,0.7123,70.67
LSTM,82,0.703,72.22
LSTM,83,0.7199,69.56
LSTM,84,0.7098,72.0
LSTM,85,0.7106,72.89
LSTM,86,0.6984,72.78
LSTM,87,0.6896,74.0
LSTM,88,0.6916,73.67
LSTM,89,0.6871,74.0
LSTM,90,0.6957,74.56
LSTM,91,0.7004,73.33
LSTM,92,0.7089,73.0
LSTM,93,0.6822,75.0
LSTM,94,0.6832,73.67
LSTM,95,0.6921,75.22
LSTM,96,0.6788,74.44
LSTM,97,0.7175,73.56
LSTM,98,0.6944,74.33
LSTM,99,0.7248,72.22
LSTM,100,0.6946,74.89
Mamba,1,1.3864,25.33
Mamba,2,1.3853,26.0
Mamba,3,1.384,25.56
Mamba,4,1.3831,26.56
Mamba,5,1.3825,26.56
Mamba,6,1.3812,27.33
Mamba,7,1.3807,27.0
Mamba,8,1.3777,28.11
Mamba,9,1.3751,28.89
Mamba,10,1.3852,30.44
Mamba,11,1.366,29.67
Mamba,12,1.364,32.56
Mamba,13,1.3528,32.22
Mamba,14,1.3499,34.33
Mamba,15,1.3417,33.67
Mamba,16,1.3399,35.44
Mamba,17,1.3391,37.0
Mamba,18,1.3067,39.22
Mamba,19,1.3117,37.22
Mamba,20,1.2782,40.22
Mamba,21,1.2721,40.78
Mamba,22,1.2555,42.89
Mamba,23,1.2542,43.44
Mamba,24,1.2807,39.44
