Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.4276,0.5644,0.4866,225
Decision Trees (LightGBM),chemical,0.4205,0.1644,0.2364,225
Decision Trees (LightGBM),electric,0.3489,0.4311,0.3857,225
Decision Trees (LightGBM),impulsive,0.6962,0.7333,0.7143,225
Decision Trees (LightGBM),macro_avg,0.4733,0.4733,0.4557,900
Decision Trees (LightGBM),weighted_avg,0.4733,0.4733,0.4557,900
Decision Trees (LightGBM),t_no_thrust,127.0,14.0,77.0,7
Decision Trees (LightGBM),t_chemical,64.0,37.0,74.0,50
Decision Trees (LightGBM),t_electric,96.0,17.0,97.0,15
Decision Trees (LightGBM),t_impulsive,10.0,20.0,30.0,165
MiniRocket,no_thrust,0.9956,1.0,0.9978,225
MiniRocket,chemical,1.0,1.0,1.0,225
MiniRocket,electric,1.0,0.9956,0.9978,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9989,0.9989,0.9989,900
MiniRocket,weighted_avg,0.9989,0.9989,0.9989,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,0.0,225.0,0.0,0
MiniRocket,t_electric,1.0,0.0,224.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.682,0.8578,0.7598,225
LSTM,chemical,0.6589,0.6267,0.6424,225
LSTM,electric,0.6737,0.5689,0.6169,225
LSTM,impulsive,0.8826,0.8356,0.8584,225
LSTM,macro_avg,0.7243,0.7222,0.7194,900
LSTM,weighted_avg,0.7243,0.7222,0.7194,900
LSTM,t_no_thrust,193.0,7.0,22.0,3
LSTM,t_chemical,26.0,141.0,39.0,19
LSTM,t_electric,63.0,31.0,128.0,3
LSTM,t_impulsive,1.0,35.0,1.0,188
Mamba,no_thrust,0.6014,0.7778,0.6783,225
Mamba,chemical,0.6,0.52,0.5571,225
Mamba,electric,0.5578,0.4933,0.5236,225
Mamba,impulsive,0.8465,0.8089,0.8273,225
Mamba,macro_avg,0.6514,0.65,0.6466,900
Mamba,weighted_avg,0.6514,0.65,0.6466,900
Mamba,t_no_thrust,175.0,7.0,41.0,2
Mamba,t_chemical,37.0,117.0,45.0,26
Mamba,t_electric,67.0,42.0,111.0,5
Mamba,t_impulsive,12.0,29.0,2.0,182
Transformer,no_thrust,0.9367,0.9867,0.961,225
Transformer,chemical,0.8053,0.68,0.7373,225
Transformer,electric,0.7565,0.9111,0.8266,225
Transformer,impulsive,0.9653,0.8667,0.9133,225
Transformer,macro_avg,0.8659,0.8611,0.8596,900
Transformer,weighted_avg,0.8659,0.8611,0.8596,900
Transformer,t_no_thrust,222.0,0.0,3.0,0
Transformer,t_chemical,2.0,153.0,63.0,7
Transformer,t_electric,13.0,7.0,205.0,0
Transformer,t_impulsive,0.0,30.0,0.0,195
1D-CNN (InceptionTime),no_thrust,0.8874,0.9111,0.8991,225
1D-CNN (InceptionTime),chemical,0.9587,0.9289,0.9436,225
1D-CNN (InceptionTime),electric,0.9027,0.9067,0.9047,225
1D-CNN (InceptionTime),impulsive,0.96,0.96,0.96,225
1D-CNN (InceptionTime),macro_avg,0.9272,0.9267,0.9268,900
1D-CNN (InceptionTime),weighted_avg,0.9272,0.9267,0.9268,900
1D-CNN (InceptionTime),t_no_thrust,205.0,0.0,19.0,1
1D-CNN (InceptionTime),t_chemical,6.0,209.0,3.0,7
1D-CNN (InceptionTime),t_electric,20.0,0.0,204.0,1
1D-CNN (InceptionTime),t_impulsive,0.0,9.0,0.0,216
