Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3839,26.0
LSTM,2,1.3802,25.0
LSTM,3,1.3782,26.44
LSTM,4,1.378,26.67
LSTM,5,1.375,27.33
LSTM,6,1.3744,27.33
LSTM,7,1.3759,27.33
LSTM,8,1.3719,28.56
LSTM,9,1.3692,27.11
LSTM,10,1.3664,28.44
LSTM,11,1.3585,30.44
LSTM,12,1.3487,30.11
LSTM,13,1.3388,31.11
LSTM,14,1.3241,33.89
LSTM,15,1.3268,35.11
LSTM,16,1.2846,35.33
LSTM,17,1.287,34.89
LSTM,18,1.2625,38.44
LSTM,19,1.2366,39.44
LSTM,20,1.2629,36.67
LSTM,21,1.1908,42.33
LSTM,22,1.1962,43.33
LSTM,23,1.1718,45.22
LSTM,24,1.1643,43.78
LSTM,25,1.1559,43.33
LSTM,26,1.128,45.22
LSTM,27,1.0983,48.44
LSTM,28,1.1446,46.0
LSTM,29,1.1383,46.11
LSTM,30,1.0926,47.67
LSTM,31,1.0842,48.33
LSTM,32,1.1184,48.78
LSTM,33,1.1118,51.67
LSTM,34,1.0842,48.44
LSTM,35,1.0888,48.67
LSTM,36,1.0515,53.22
LSTM,37,1.1714,45.44
LSTM,38,1.0163,52.89
LSTM,39,1.1384,47.89
LSTM,40,1.0546,47.89
LSTM,41,0.9823,54.33
LSTM,42,1.1314,49.89
LSTM,43,1.0014,53.0
LSTM,44,1.0345,49.11
LSTM,45,1.0146,55.44
LSTM,46,0.9422,57.89
LSTM,47,0.9608,58.44
LSTM,48,0.9929,56.33
LSTM,49,0.9958,54.78
LSTM,50,0.9548,55.78
LSTM,51,0.9496,58.67
LSTM,52,0.9637,56.0
LSTM,53,0.8918,60.44
LSTM,54,0.8889,59.89
LSTM,55,0.8842,57.89
LSTM,56,0.8547,64.56
LSTM,57,0.8954,59.67
LSTM,58,0.8672,58.56
LSTM,59,0.8339,65.22
LSTM,60,0.8812,61.0
LSTM,61,0.8548,61.78
LSTM,62,0.8679,61.56
LSTM,63,0.8991,58.44
LSTM,64,0.8841,62.56
LSTM,65,0.8995,61.56
LSTM,66,0.7931,67.11
LSTM,67,0.8039,66.33
LSTM,68,0.8282,66.0
LSTM,69,0.78,67.89
LSTM,70,0.7856,69.33
LSTM,71,0.7899,65.56
LSTM,72,0.8178,66.0
LSTM,73,0.7585,67.89
LSTM,74,0.8315,65.22
LSTM,75,0.7718,70.0
LSTM,76,0.7542,69.44
LSTM,77,0.7531,69.44
LSTM,78,0.7704,69.89
LSTM,79,0.8214,68.11
LSTM,80,0.7798,67.0
LSTM,81,0.769,68.11
LSTM,82,0.7961,68.89
LSTM,83,0.8264,66.11
LSTM,84,0.7684,69.0
LSTM,85,0.7427,72.44
LSTM,86,0.7757,69.67
LSTM,87,0.7643,69.33
LSTM,88,0.758,71.78
LSTM,89,0.7722,70.78
LSTM,90,0.7632,70.78
LSTM,91,0.787,70.33
LSTM,92,0.7765,70.67
LSTM,93,0.7525,73.22
LSTM,94,0.7945,69.33
LSTM,95,0.7526,72.22
Mamba,1,1.3861,26.22
Mamba,2,1.3838,25.33
Mamba,3,1.3833,26.44
Mamba,4,1.3821,26.33
Mamba,5,1.3801,26.89
Mamba,6,1.3785,26.89
Mamba,7,1.377,28.11
Mamba,8,1.3756,29.33
Mamba,9,1.3741,28.56
Mamba,10,1.3697,29.33
Mamba,11,1.3656,32.44
Mamba,12,1.3594,32.89
Mamba,13,1.3573,33.22
Mamba,14,1.3547,33.67
Mamba,15,1.354,33.11
Mamba,16,1.3363,35.11
Mamba,17,1.325,36.0
Mamba,18,1.3282,35.0
Mamba,19,1.3216,37.56
Mamba,20,1.3288,35.67
Mamba,21,1.3096,37.67
Mamba,22,1.3009,37.22
Mamba,23,1.3082,38.56
Mamba,24,1.2929,36.89
Mamba,25,1.2764,42.56
Mamba,26,1.2802,42.0
Mamba,27,1.2975,41.0
Mamba,28,1.2583,41.78
Mamba,29,1.2665,44.0
Mamba,30,1.2479,44.67
Mamba,31,1.2728,43.67
Mamba,32,1.2358,45.11
Mamba,33,1.2033,45.78
Mamba,34,1.239,45.22
Mamba,35,1.2052,49.33
Mamba,36,1.2106,48.89
Mamba,37,1.1912,50.78
Mamba,38,1.2202,49.56
Mamba,39,1.1784,48.22
Mamba,40,1.1605,49.89
Mamba,41,1.1843,51.33
Mamba,42,1.1942,48.67
Mamba,43,1.1384,52.0
Mamba,44,1.1879,50.89
Mamba,45,1.1301,53.0
Mamba,46,1.1609,53.22
Mamba,47,1.134,53.67
Mamba,48,1.129,54.89
Mamba,49,1.0943,55.89
Mamba,50,1.1525,55.22
Mamba,51,1.1099,53.22
Mamba,52,1.1003,55.89
Mamba,53,1.0961,57.67
Mamba,54,1.125,56.78
Mamba,55,1.1223,57.22
Mamba,56,1.1163,56.56
Mamba,57,1.1193,57.89
Mamba,58,1.0941,58.22
Mamba,59,1.1458,58.0
Mamba,60,1.1116,58.67
Mamba,61,1.0573,61.11
Mamba,62,1.0901,63.56
Mamba,63,1.0877,60.89
Mamba,64,1.0824,63.56
Mamba,65,1.1554,57.44
Mamba,66,1.106,58.11
Mamba,67,1.0818,59.22
Mamba,68,1.0657,62.44
Mamba,69,1.0844,59.78
Mamba,70,1.0898,62.0
Mamba,71,1.0813,65.33
Transformer,1,1.4143,25.44
Transformer,2,1.3874,26.22
Transformer,3,1.3938,25.78
Transformer,4,1.3874,25.89
Transformer,5,1.3792,26.89
Transformer,6,1.3886,26.78
Transformer,7,1.3664,28.56
Transformer,8,1.3575,29.0
Transformer,9,1.3446,30.56
Transformer,10,1.2749,35.11
Transformer,11,1.2245,35.89
Transformer,12,1.2096,36.44
Transformer,13,1.1251,45.11
Transformer,14,1.0096,50.56
Transformer,15,0.9294,53.0
Transformer,16,0.8727,62.44
Transformer,17,0.7932,65.11
Transformer,18,0.8202,66.22
Transformer,19,0.6867,69.67
Transformer,20,0.7535,67.78
Transformer,21,0.5991,75.11
Transformer,22,0.5755,78.44
Transformer,23,0.7256,70.89
Transformer,24,0.5095,80.56
Transformer,25,0.5002,79.44
Transformer,26,0.4708,81.67
Transformer,27,0.5167,78.44
Transformer,28,0.5506,75.56
Transformer,29,0.4485,83.44
Transformer,30,0.5762,74.0
Transformer,31,0.489,79.22
Transformer,32,0.5885,75.11
Transformer,33,0.438,82.33
Transformer,34,0.5016,79.22
Transformer,35,0.4655,81.89
Transformer,36,0.4242,83.67
Transformer,37,0.3808,84.89
Transformer,38,0.5041,78.22
Transformer,39,0.4487,80.89
Transformer,40,0.4752,81.56
Transformer,41,0.3603,86.56
Transformer,42,0.3809,86.0
Transformer,43,0.4171,82.56
Transformer,44,0.4152,84.11
Transformer,45,0.4646,81.89
Transformer,46,0.4552,81.22
Transformer,47,0.3942,86.44
Transformer,48,0.3487,85.44
Transformer,49,0.3672,86.56
Transformer,50,0.3794,84.67
Transformer,51,0.3373,87.11
Transformer,52,0.3811,84.0
Transformer,53,0.4012,82.11
Transformer,54,0.3547,86.44
Transformer,55,0.3051,88.33
Transformer,56,0.3139,87.56
Transformer,57,0.2989,88.44
Transformer,58,0.3881,83.78
Transformer,59,0.3463,86.44
Transformer,60,0.3506,85.33
Transformer,61,0.4011,83.56
Transformer,62,0.3833,85.11
Transformer,63,0.3037,88.78
Transformer,64,0.3323,86.33
Transformer,65,0.353,85.33
Transformer,66,0.3244,87.78
Transformer,67,0.2988,87.22
Transformer,68,0.2928,87.67
Transformer,69,0.3019,87.22
Transformer,70,0.3077,86.78
Transformer,71,0.2959,88.56
Transformer,72,0.3113,87.78
Transformer,73,0.321,87.11
Transformer,74,0.3041,87.33
Transformer,75,0.2575,90.11
Transformer,76,0.3083,87.67
Transformer,77,0.298,88.44
Transformer,78,0.3122,87.33
Transformer,79,0.2702,90.11
Transformer,80,0.3059,87.22
Transformer,81,0.2778,88.89
Transformer,82,0.2811,89.0
Transformer,83,0.2729,89.44
Transformer,84,0.2896,88.11
Transformer,85,0.2953,88.33
1D-CNN (InceptionTime),1,1.3896,25.11
1D-CNN (InceptionTime),2,1.3953,25.0
1D-CNN (InceptionTime),3,1.3849,26.22
1D-CNN (InceptionTime),4,1.3894,25.67
1D-CNN (InceptionTime),5,1.3936,25.22
1D-CNN (InceptionTime),6,1.3886,25.33
1D-CNN (InceptionTime),7,1.3795,26.33
1D-CNN (InceptionTime),8,1.3832,26.33
1D-CNN (InceptionTime),9,1.3705,27.11
1D-CNN (InceptionTime),10,1.3304,31.67
1D-CNN (InceptionTime),11,1.103,46.56
1D-CNN (InceptionTime),12,1.0415,54.56
1D-CNN (InceptionTime),13,0.8924,63.22
1D-CNN (InceptionTime),14,0.8393,64.33
1D-CNN (InceptionTime),15,0.7903,65.67
1D-CNN (InceptionTime),16,0.7006,71.78
1D-CNN (InceptionTime),17,0.6456,74.67
1D-CNN (InceptionTime),18,0.4748,82.44
1D-CNN (InceptionTime),19,0.4341,82.67
1D-CNN (InceptionTime),20,0.4255,83.0
1D-CNN (InceptionTime),21,0.5112,80.89
1D-CNN (InceptionTime),22,0.4149,84.11
1D-CNN (InceptionTime),23,0.4048,85.44
1D-CNN (InceptionTime),24,0.3522,87.33
1D-CNN (InceptionTime),25,0.3537,86.56
1D-CNN (InceptionTime),26,0.3542,86.22
1D-CNN (InceptionTime),27,0.3373,86.44
1D-CNN (InceptionTime),28,0.329,88.11
1D-CNN (InceptionTime),29,0.3195,87.89
1D-CNN (InceptionTime),30,0.3109,87.56
1D-CNN (InceptionTime),31,0.2822,89.22
1D-CNN (InceptionTime),32,0.2951,89.11
1D-CNN (InceptionTime),33,0.3031,89.22
1D-CNN (InceptionTime),34,0.2913,89.56
1D-CNN (InceptionTime),35,0.2833,89.67
1D-CNN (InceptionTime),36,0.3103,89.56
1D-CNN (InceptionTime),37,0.2966,88.67
1D-CNN (InceptionTime),38,0.2404,92.11
1D-CNN (InceptionTime),39,0.2403,92.33
1D-CNN (InceptionTime),40,0.2223,92.0
1D-CNN (InceptionTime),41,0.2373,91.56
1D-CNN (InceptionTime),42,0.238,92.33
1D-CNN (InceptionTime),43,0.2332,92.11
1D-CNN (InceptionTime),44,0.248,92.67
1D-CNN (InceptionTime),45,0.2705,91.22
1D-CNN (InceptionTime),46,0.2691,91.44
1D-CNN (InceptionTime),47,0.2282,93.33
1D-CNN (InceptionTime),48,0.2269,93.33
1D-CNN (InceptionTime),49,0.225,92.56
1D-CNN (InceptionTime),50,0.2458,92.67
