Model,label,precision,recall,f1,support
Decision Trees (LightGBM),no_thrust,0.3919,0.6444,0.4874,225
Decision Trees (LightGBM),chemical,0.3592,0.1644,0.2256,225
Decision Trees (LightGBM),electric,0.3095,0.2889,0.2989,225
Decision Trees (LightGBM),impulsive,0.7235,0.6978,0.7104,225
Decision Trees (LightGBM),macro_avg,0.446,0.4489,0.4306,900
Decision Trees (LightGBM),weighted_avg,0.446,0.4489,0.4306,900
Decision Trees (LightGBM),t_no_thrust,145.0,18.0,58.0,4
Decision Trees (LightGBM),t_chemical,76.0,37.0,67.0,45
Decision Trees (LightGBM),t_electric,128.0,21.0,65.0,11
Decision Trees (LightGBM),t_impulsive,21.0,27.0,20.0,157
MiniRocket,no_thrust,0.9534,1.0,0.9761,225
MiniRocket,chemical,1.0,0.9867,0.9933,225
MiniRocket,electric,1.0,0.9644,0.9819,225
MiniRocket,impulsive,1.0,1.0,1.0,225
MiniRocket,macro_avg,0.9883,0.9878,0.9878,900
MiniRocket,weighted_avg,0.9883,0.9878,0.9878,900
MiniRocket,t_no_thrust,225.0,0.0,0.0,0
MiniRocket,t_chemical,3.0,222.0,0.0,0
MiniRocket,t_electric,8.0,0.0,217.0,0
MiniRocket,t_impulsive,0.0,0.0,0.0,225
LSTM,no_thrust,0.7256,0.8578,0.7862,225
LSTM,chemical,0.6729,0.64,0.656,225
LSTM,electric,0.6866,0.6133,0.6479,225
LSTM,impulsive,0.9041,0.88,0.8919,225
LSTM,macro_avg,0.7473,0.7478,0.7455,900
LSTM,weighted_avg,0.7473,0.7478,0.7455,900
LSTM,t_no_thrust,193.0,13.0,17.0,2
LSTM,t_chemical,18.0,144.0,46.0,17
LSTM,t_electric,52.0,33.0,138.0,2
LSTM,t_impulsive,3.0,24.0,0.0,198
Mamba,no_thrust,0.5791,0.7644,0.659,225
Mamba,chemical,0.5842,0.5244,0.5527,225
Mamba,electric,0.5449,0.4044,0.4643,225
Mamba,impulsive,0.8034,0.8356,0.8192,225
Mamba,macro_avg,0.6279,0.6322,0.6238,900
Mamba,weighted_avg,0.6279,0.6322,0.6238,900
Mamba,t_no_thrust,172.0,13.0,37.0,3
Mamba,t_chemical,37.0,118.0,33.0,37
Mamba,t_electric,78.0,50.0,91.0,6
Mamba,t_impulsive,10.0,21.0,6.0,188
Transformer,no_thrust,0.9139,0.9911,0.951,225
Transformer,chemical,0.9607,0.76,0.8486,225
Transformer,electric,0.8394,0.9289,0.8819,225
Transformer,impulsive,0.9651,0.9822,0.9736,225
Transformer,macro_avg,0.9198,0.9156,0.9138,900
Transformer,weighted_avg,0.9198,0.9156,0.9138,900
Transformer,t_no_thrust,223.0,0.0,2.0,0
Transformer,t_chemical,9.0,171.0,38.0,7
Transformer,t_electric,10.0,5.0,209.0,1
Transformer,t_impulsive,2.0,2.0,0.0,221
1D-CNN (InceptionTime),no_thrust,0.8715,0.9644,0.9156,225
1D-CNN (InceptionTime),chemical,0.9152,0.9111,0.9131,225
1D-CNN (InceptionTime),electric,0.9559,0.8667,0.9091,225
1D-CNN (InceptionTime),impulsive,0.9462,0.9378,0.942,225
1D-CNN (InceptionTime),macro_avg,0.9222,0.92,0.92,900
1D-CNN (InceptionTime),weighted_avg,0.9222,0.92,0.92,900
1D-CNN (InceptionTime),t_no_thrust,217.0,1.0,6.0,1
1D-CNN (InceptionTime),t_chemical,8.0,205.0,2.0,10
1D-CNN (InceptionTime),t_electric,24.0,5.0,195.0,1
1D-CNN (InceptionTime),t_impulsive,0.0,13.0,1.0,211
