Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.3207,87.33
LSTM,2,0.2188,90.67
LSTM,3,0.067,99.56
LSTM,4,0.09,97.44
LSTM,5,0.025,99.78
LSTM,6,0.0467,98.78
LSTM,7,0.0199,99.78
LSTM,8,0.0186,99.78
LSTM,9,0.0184,99.78
LSTM,10,0.017,99.78
LSTM,11,0.0194,99.78
LSTM,12,0.0167,99.78
LSTM,13,0.014,99.78
LSTM,14,0.0202,99.56
LSTM,15,0.0281,99.11
LSTM,16,0.1246,95.89
LSTM,17,0.0219,99.67
LSTM,18,0.0179,99.78
LSTM,19,0.0157,99.78
LSTM,20,0.0151,99.78
LSTM,21,0.0164,99.78
LSTM,22,0.0156,99.78
LSTM,23,0.0133,99.78
LSTM,24,0.0148,99.78
LSTM,25,0.0166,99.78
LSTM,26,0.0158,99.78
LSTM,27,0.0151,99.78
LSTM,28,0.0185,99.78
LSTM,29,0.0159,99.78
LSTM,30,0.0179,99.78
LSTM,31,0.0155,99.78
LSTM,32,0.0135,99.78
LSTM,33,0.0135,99.78
Mamba,1,0.8162,64.67
Mamba,2,0.4772,79.11
Mamba,3,0.3314,87.11
Mamba,4,0.2773,89.78
Mamba,5,0.2515,89.67
Mamba,6,0.2034,92.89
Mamba,7,0.1989,91.56
Mamba,8,0.2117,92.22
Mamba,9,0.201,92.22
Mamba,10,0.2084,91.78
Mamba,11,0.2285,92.11
Mamba,12,0.1807,92.56
Mamba,13,0.1956,92.44
Mamba,14,0.1804,92.22
Mamba,15,0.1887,92.22
Mamba,16,0.1719,92.78
Mamba,17,0.1689,93.33
Mamba,18,0.2311,91.67
Mamba,19,0.1914,92.78
Mamba,20,0.1783,93.0
Mamba,21,0.1951,93.0
Mamba,22,0.1913,92.67
Mamba,23,0.1978,91.67
Mamba,24,0.2001,92.22
Mamba,25,0.1901,92.67
Mamba,26,0.1988,93.33
Mamba,27,0.1892,93.44
Transformer,1,0.3239,84.44
Transformer,2,0.2829,87.44
Transformer,3,0.0445,98.56
Transformer,4,0.0236,99.44
Transformer,5,0.0599,98.0
Transformer,6,0.0137,99.78
Transformer,7,0.0323,99.56
Transformer,8,0.0139,99.78
Transformer,9,0.0146,99.78
Transformer,10,0.0128,99.78
Transformer,11,0.0211,99.78
Transformer,12,0.0222,99.33
Transformer,13,0.0123,99.78
Transformer,14,0.0128,99.78
Transformer,15,0.0201,99.78
Transformer,16,0.0198,99.67
Transformer,17,0.0172,99.44
Transformer,18,0.0252,99.78
Transformer,19,0.0409,99.22
Transformer,20,0.0124,99.78
Transformer,21,0.0122,99.78
Transformer,22,0.0131,99.78
Transformer,23,0.0116,99.78
Transformer,24,0.0119,99.78
Transformer,25,0.0118,99.78
Transformer,26,0.0139,99.78
Transformer,27,0.0134,99.78
Transformer,28,0.0174,99.78
Transformer,29,0.0195,99.78
Transformer,30,0.0134,99.78
Transformer,31,0.012,99.78
Transformer,32,0.0125,99.78
Transformer,33,0.0128,99.78
1D-CNN (InceptionTime),1,0.2497,89.56
1D-CNN (InceptionTime),2,0.1809,92.78
1D-CNN (InceptionTime),3,0.2104,92.22
1D-CNN (InceptionTime),4,0.1677,93.78
1D-CNN (InceptionTime),5,0.1606,93.33
1D-CNN (InceptionTime),6,0.1565,93.22
1D-CNN (InceptionTime),7,0.1937,90.78
1D-CNN (InceptionTime),8,0.1828,93.33
1D-CNN (InceptionTime),9,0.1402,93.78
1D-CNN (InceptionTime),10,0.1434,93.67
1D-CNN (InceptionTime),11,0.1422,93.78
1D-CNN (InceptionTime),12,0.1545,93.33
1D-CNN (InceptionTime),13,0.1572,93.33
1D-CNN (InceptionTime),14,0.1375,94.0
1D-CNN (InceptionTime),15,0.1361,94.0
1D-CNN (InceptionTime),16,0.151,93.33
1D-CNN (InceptionTime),17,0.153,94.0
1D-CNN (InceptionTime),18,0.1494,94.89
1D-CNN (InceptionTime),19,0.1801,93.0
1D-CNN (InceptionTime),20,0.1651,94.11
1D-CNN (InceptionTime),21,0.1602,93.44
1D-CNN (InceptionTime),22,0.1723,93.33
1D-CNN (InceptionTime),23,0.1708,94.0
1D-CNN (InceptionTime),24,0.1707,94.33
1D-CNN (InceptionTime),25,0.1796,93.78
