Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,33.81,0.2158,0.4215,0.0533,0.9802,45.46,0.1976,0.4999,0.0,21.59,2.4658,57.43,0.5411,17.24,0.1414,11.649999999999999,-0.018199999999999994,Cascade,Joint
LSTM,46.96,0.2333,0.4968,0.0,0.1786,46.78,0.2165,0.5381,0.0,20.39,0.7576,58.33,0.5441,18.9,0.1311,-0.17999999999999972,-0.01680000000000001,Joint,Joint
LightGBM,72.37,0.2099,0.6077,0.0,0.0461,74.29,0.2131,0.6332,0.0,,0.4916,74.29,0.4262,77.23,0.2905,1.9200000000000017,0.0032000000000000084,Cascade,Cascade
MAMBA,28.31,0.197,0.3695,0.2004,0.2433,45.19,0.2118,0.5132,0.0325,16.24,0.8891,57.49,0.5384,14.72,0.1486,16.88,0.01479999999999998,Cascade,Cascade
MiniRocket,74.29,0.2131,0.6332,0.0,,74.29,0.2131,0.6332,0.0,,0.4565,74.29,0.4262,77.52,0.2922,0.0,0.0,Tie,Tie
TRANSFORMER,34.42,0.189,0.4262,0.0453,0.0828,54.01,0.2244,0.5588,0.0206,20.25,0.5981,62.49,0.548,19.86,0.1816,19.589999999999996,0.03539999999999999,Cascade,Cascade
