Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3873,0.0741,0.3229,0.1142,1.3859
LSTM,Joint,2,1.3836,0.0183,0.321,0.0346,1.4008
LSTM,Joint,3,1.3724,0.1144,0.2606,0.134,1.3632
LSTM,Joint,4,1.363,0.089,0.3081,0.0642,1.3649
LSTM,Joint,5,1.3561,0.085,0.2474,0.1241,1.3364
LSTM,Joint,6,1.3529,0.0843,0.2833,0.0548,1.351
LSTM,Joint,7,1.3502,0.0864,0.3172,0.08,1.3706
LSTM,Joint,8,1.3461,0.1034,0.3094,0.1497,1.347
LSTM,Joint,9,1.3457,0.0837,0.2978,0.0578,1.3423
LSTM,Joint,10,1.3429,0.0927,0.311,0.0832,1.3574
LSTM,Joint,11,1.3417,0.082,0.3028,0.1279,1.346
LSTM,Joint,12,1.3388,0.0936,0.3572,0.0897,1.3571
LSTM,Joint,13,1.3386,0.0241,0.3309,0.0448,1.3431
LSTM,Joint,14,1.3373,0.1004,0.3469,0.0822,1.3458
LSTM,Joint,15,1.3381,0.095,0.3425,0.0958,1.3467
LSTM,Stage1,1,0.6926,0.2839,0.4329,0.3429,0.688
LSTM,Stage1,2,0.6884,0.3021,0.6492,0.4124,0.6709
LSTM,Stage1,3,0.6676,0.3002,0.8683,0.4461,0.6855
LSTM,Stage1,4,0.6593,0.2981,0.8928,0.4469,0.6937
LSTM,Stage1,5,0.6567,0.3065,0.807,0.4443,0.6506
LSTM,Stage1,6,0.655,0.3098,0.7583,0.4398,0.6466
LSTM,Stage1,7,0.6539,0.299,0.8782,0.4461,0.6788
LSTM,Stage1,8,0.6536,0.3039,0.8342,0.4455,0.6638
LSTM,Stage1,9,0.6518,0.3039,0.8334,0.4454,0.6629
LSTM,Stage1,10,0.6527,0.3021,0.8479,0.4454,0.6704
LSTM,Stage1,11,0.6515,0.3122,0.7186,0.4353,0.6444
LSTM,Stage1,12,0.651,0.307,0.7974,0.4433,0.6558
LSTM,Stage1,13,0.6507,0.3109,0.7423,0.4383,0.6465
LSTM,Stage1,14,0.6508,0.3117,0.7188,0.4349,0.6433
LSTM,Stage1,15,0.6502,0.3136,0.6842,0.4301,0.6405
LSTM,Stage1,16,0.6502,0.307,0.7866,0.4417,0.6581
LSTM,Stage1,17,0.6501,0.3108,0.755,0.4403,0.6511
LSTM,Stage1,18,0.6496,0.3059,0.813,0.4446,0.6634
LSTM,Stage1,19,0.6486,0.318,0.6109,0.4183,0.636
LSTM,Stage1,20,0.6492,0.311,0.7518,0.44,0.6506
LSTM,Stage1,21,0.649,0.3184,0.564,0.4071,0.634
LSTM,Stage1,22,0.6499,0.3132,0.7176,0.4361,0.6463
LSTM,Stage1,23,0.6486,0.3076,0.785,0.442,0.6621
LSTM,Stage1,24,0.6495,0.3106,0.7563,0.4403,0.6529
LSTM,Stage1,25,0.6485,0.3102,0.7531,0.4394,0.6514
LSTM,Stage1,26,0.6485,0.309,0.7742,0.4417,0.6594
LSTM,Stage1,27,0.6484,0.311,0.7125,0.433,0.6491
LSTM,Stage1,28,0.6478,0.3149,0.6797,0.4304,0.6417
LSTM,Stage1,29,0.6473,0.3092,0.766,0.4406,0.6576
LSTM,Stage1,30,0.6473,0.3158,0.654,0.4259,0.6399
LSTM,Stage1,31,0.6474,0.3067,0.7992,0.4433,0.6642
LSTM,Stage2,1,1.1015,0.2688,0.329,0.1759,1.0983
LSTM,Stage2,2,1.0999,0.2593,0.3333,0.2917,1.0996
LSTM,Stage2,3,1.0996,0.3323,0.3355,0.147,1.0986
LSTM,Stage2,4,1.0995,0.354,0.3391,0.1273,1.099
LSTM,Stage2,5,1.0991,0.2691,0.332,0.1308,1.0982
LSTM,Stage2,6,1.0995,0.2724,0.3342,0.2984,1.0985
LSTM,Stage2,7,1.0993,0.328,0.3283,0.1386,1.0983
LSTM,Stage2,8,1.0987,0.3317,0.3355,0.2398,1.0987
LSTM,Stage2,9,1.0982,0.0736,0.3365,0.117,1.1007
LSTM,Stage2,10,1.0973,0.0109,0.3333,0.0212,1.099
LSTM,Stage2,11,1.0962,0.3334,0.3392,0.2861,1.0991
LSTM,Stage2,12,1.0929,0.0773,0.3536,0.1104,1.0985
LSTM,Stage2,13,1.0926,0.3448,0.3556,0.1311,1.1009
LSTM,Stage2,14,1.0922,0.3371,0.3439,0.218,1.1017
LSTM,Stage2,15,1.0918,0.337,0.3415,0.2474,1.1002
MAMBA,Joint,1,1.3881,0.091,0.2919,0.1267,1.3862
MAMBA,Joint,2,1.3864,0.0936,0.1686,0.1129,1.3814
MAMBA,Joint,3,1.3846,0.0941,0.1765,0.1181,1.377
MAMBA,Joint,4,1.3808,0.104,0.2657,0.1315,1.3782
MAMBA,Joint,5,1.3751,0.0978,0.2619,0.1319,1.3705
MAMBA,Joint,6,1.3678,0.0981,0.2935,0.1119,1.3631
MAMBA,Joint,7,1.3625,0.0991,0.3147,0.0911,1.3714
MAMBA,Joint,8,1.3591,0.0953,0.2934,0.0896,1.369
MAMBA,Joint,9,1.3562,0.1001,0.3073,0.1129,1.3567
MAMBA,Joint,10,1.3535,0.1007,0.3275,0.1251,1.3671
MAMBA,Joint,11,1.3518,0.1002,0.3234,0.1162,1.3602
MAMBA,Joint,12,1.3501,0.0984,0.3139,0.093,1.3645
MAMBA,Joint,13,1.3485,0.0988,0.3262,0.0973,1.366
MAMBA,Joint,14,1.3472,0.1003,0.3115,0.0858,1.3575
MAMBA,Joint,15,1.3465,0.0987,0.3185,0.1106,1.3616
MAMBA,Joint,16,1.3428,0.0986,0.3191,0.0977,1.3577
MAMBA,Joint,17,1.3415,0.0992,0.3123,0.1075,1.3536
MAMBA,Joint,18,1.3406,0.1014,0.3059,0.1069,1.3526
MAMBA,Joint,19,1.3402,0.1002,0.3159,0.1184,1.3548
MAMBA,Joint,20,1.3401,0.1002,0.3163,0.1126,1.3523
MAMBA,Joint,21,1.3381,0.0999,0.3149,0.1156,1.3556
MAMBA,Joint,22,1.338,0.0999,0.3176,0.1088,1.354
MAMBA,Joint,23,1.337,0.1008,0.3165,0.1171,1.3495
MAMBA,Joint,24,1.3362,0.1014,0.3166,0.1253,1.3505
MAMBA,Joint,25,1.3356,0.1017,0.3101,0.1168,1.3465
MAMBA,Joint,26,1.3353,0.1008,0.3176,0.1174,1.3539
MAMBA,Joint,27,1.3348,0.099,0.3302,0.108,1.3618
MAMBA,Joint,28,1.3345,0.0983,0.3169,0.0977,1.3523
MAMBA,Joint,29,1.3347,0.1003,0.3113,0.1026,1.3492
MAMBA,Joint,30,1.3334,0.1015,0.3174,0.1044,1.3516
MAMBA,Joint,31,1.3331,0.0993,0.3128,0.1056,1.3516
MAMBA,Joint,32,1.3312,0.0999,0.3241,0.112,1.3524
MAMBA,Joint,33,1.3305,0.1005,0.3235,0.1082,1.3531
MAMBA,Joint,34,1.3309,0.1,0.3233,0.1035,1.3519
MAMBA,Joint,35,1.3301,0.1021,0.3105,0.1151,1.3462
MAMBA,Joint,36,1.3303,0.1007,0.3249,0.1084,1.3531
MAMBA,Joint,37,1.33,0.1008,0.3274,0.1055,1.3536
MAMBA,Joint,38,1.3293,0.1013,0.3293,0.1081,1.3528
MAMBA,Joint,39,1.3293,0.1008,0.3332,0.1094,1.3559
MAMBA,Joint,40,1.3294,0.1013,0.3284,0.1111,1.3529
MAMBA,Joint,41,1.3288,0.1006,0.3229,0.1085,1.3523
MAMBA,Joint,42,1.3271,0.101,0.3241,0.111,1.3517
MAMBA,Joint,43,1.3272,0.1012,0.3234,0.1093,1.3522
MAMBA,Joint,44,1.3269,0.1015,0.3237,0.1119,1.3512
MAMBA,Joint,45,1.327,0.1014,0.3248,0.1119,1.3516
MAMBA,Stage1,1,0.6938,0.2756,0.2799,0.2777,0.6862
MAMBA,Stage1,2,0.6916,0.2882,0.2555,0.2709,0.6848
MAMBA,Stage1,3,0.6897,0.2888,0.3204,0.3038,0.6815
