model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,15,5,1.3364,1.3467,0.1497,0.0958,28660.0,0.218658447265625,30.8928,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
LSTM,Stage1,cascade,31,21,0.634,0.6642,0.4469,0.4433,28586.0,0.2180938720703125,63.8512,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
LSTM,Stage2,cascade,15,5,1.0982,1.1002,0.2984,0.2474,28623.0,0.21837615966796875,29.9956,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MAMBA,Joint,joint,45,35,1.3462,1.3516,0.1319,0.1119,12208.0,0.0931396484375,177.5793,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MAMBA,Stage1,cascade,26,16,0.6449,0.6555,0.4458,0.4421,12014.0,0.0916595458984375,99.6546,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MAMBA,Stage2,cascade,23,13,1.0929,1.096,0.3259,0.2052,12111.0,0.09239959716796875,85.5083,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
TRANSFORMER,Joint,joint,19,9,1.3306,1.3375,0.1341,0.1001,212996.0,1.625030517578125,24.5801,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,17,7,0.6326,0.6603,0.4451,0.4415,212898.0,1.6242828369140625,22.2669,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,35,25,1.0877,1.0894,0.3111,0.1825,212947.0,1.6246566772460938,45.8386,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
CNN,Joint,joint,21,11,1.3326,1.3586,0.1512,0.1298,472708.0,3.606475830078125,163.1814,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
CNN,Stage1,cascade,26,16,0.6337,0.6632,0.446,0.4405,472450.0,3.6045074462890625,201.9947,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
CNN,Stage2,cascade,16,6,1.0887,1.0978,0.2962,0.1837,472579.0,3.6054916381835938,122.2751,True,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40114879608154297,0.5429,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20485305786132812,0.3808,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30020809173583984,0.1788,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0855,,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0669,5.5881,False,0,30min1500EvalTest_Seed2,meo/30min-1500/30min1500EvalTest_Seed2.log
