model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,86,76,0.0243,0.0268,0.9879,0.986,50500.0,0.385284423828125,203.6223,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage1,cascade,81,71,0.0141,0.0242,0.9906,0.9843,50402.0,0.3845367431640625,191.0762,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage2,cascade,51,41,0.0006,0.0034,1.0,0.9992,50451.0,0.38491058349609375,120.0377,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Joint,joint,80,70,0.3174,0.3256,0.8916,0.8626,17044.0,0.130035400390625,307.3542,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage1,cascade,100,95,0.1705,0.2156,0.8952,0.8435,16786.0,0.1280670166015625,381.1073,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage2,cascade,71,61,0.1164,0.1246,0.9601,0.9552,16915.0,0.12905120849609375,267.0719,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Joint,joint,83,73,0.0385,0.0401,0.8579,0.8363,288196.0,2.198760986328125,116.094,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,90,80,0.0063,0.0072,0.9963,0.9963,288066.0,2.1977691650390625,126.8766,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,66,56,0.0006,0.0007,1.0,0.9991,288131.0,2.1982650756835938,92.6379,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Joint,joint,32,22,0.0099,0.0167,0.9947,0.9947,473092.0,3.609405517578125,247.2496,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage1,cascade,30,20,0.0062,0.0128,0.9978,0.9927,472834.0,3.6074371337890625,231.6506,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage2,cascade,100,43,0.0,0.0,1.0,1.0,472963.0,3.6084213256835938,759.6968,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.4035329818725586,0.7959,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20460033416748047,0.4844,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30634307861328125,0.2795,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.4459,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
