Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3337,0.1435,0.4479,0.1986,1.1764
LSTM,Joint,2,0.9609,0.2965,0.7293,0.4174,0.8056
LSTM,Joint,3,0.6006,0.3529,0.885,0.4954,0.6
LSTM,Joint,4,0.4312,0.4409,0.8933,0.5889,0.5032
LSTM,Joint,5,0.3275,0.5981,0.8451,0.6633,0.3308
LSTM,Joint,6,0.2769,0.5677,0.9402,0.7047,0.3244
LSTM,Joint,7,0.247,0.5547,0.9526,0.6999,0.353
LSTM,Joint,8,0.2269,0.6727,0.9713,0.7944,0.2246
LSTM,Joint,9,0.1823,0.6869,0.9741,0.8029,0.2285
LSTM,Joint,10,0.176,0.7708,0.9473,0.8487,0.1863
LSTM,Joint,11,0.1456,0.7133,0.9701,0.8216,0.1974
LSTM,Joint,12,0.1578,0.7344,0.9349,0.8166,0.1885
LSTM,Joint,13,0.1423,0.7307,0.9864,0.8377,0.2044
LSTM,Joint,14,0.1353,0.6714,0.9591,0.7898,0.2693
LSTM,Joint,15,0.1356,0.8555,0.9816,0.9139,0.1276
LSTM,Joint,16,0.1335,0.7184,0.9873,0.8296,0.2249
LSTM,Joint,17,0.1307,0.8798,0.9712,0.9227,0.1311
LSTM,Joint,18,0.1211,0.8416,0.9894,0.9058,0.1625
LSTM,Joint,19,0.1123,0.8712,0.9718,0.9187,0.1185
LSTM,Joint,20,0.1076,0.861,0.9745,0.9136,0.1502
LSTM,Joint,21,0.0966,0.75,0.9856,0.8508,0.2093
LSTM,Joint,22,0.1068,0.8196,0.9819,0.8901,0.184
LSTM,Joint,23,0.1501,0.8596,0.9878,0.9162,0.1678
LSTM,Joint,24,0.0934,0.9079,0.9571,0.9318,0.1091
LSTM,Joint,25,0.0992,0.8908,0.9848,0.9338,0.1258
LSTM,Joint,26,0.098,0.8946,0.9797,0.9334,0.133
LSTM,Joint,27,0.1026,0.8295,0.9902,0.9016,0.1649
LSTM,Joint,28,0.0888,0.8426,0.9925,0.9066,0.1912
LSTM,Joint,29,0.0885,0.9001,0.986,0.9395,0.125
LSTM,Joint,30,0.0871,0.9198,0.9851,0.9505,0.1063
LSTM,Joint,31,0.0777,0.9133,0.9839,0.9465,0.0964
LSTM,Joint,32,0.0814,0.9536,0.98,0.9666,0.0628
LSTM,Joint,33,0.0843,0.9032,0.9713,0.9355,0.1143
LSTM,Joint,34,0.086,0.9514,0.9552,0.9525,0.088
LSTM,Joint,35,0.0813,0.8907,0.9859,0.9334,0.1292
LSTM,Joint,36,0.0802,0.866,0.9902,0.9195,0.1654
LSTM,Joint,37,0.0932,0.8649,0.9894,0.9205,0.1799
LSTM,Joint,38,0.0967,0.9083,0.9884,0.9456,0.1066
LSTM,Joint,39,0.056,0.9478,0.9914,0.9687,0.0665
LSTM,Joint,40,0.0498,0.9582,0.9828,0.9703,0.0539
LSTM,Joint,41,0.0507,0.9478,0.9937,0.9698,0.0656
LSTM,Joint,42,0.0505,0.9422,0.9956,0.9676,0.0641
LSTM,Joint,43,0.0458,0.9555,0.9926,0.9733,0.0543
LSTM,Joint,44,0.0485,0.957,0.9929,0.9744,0.0546
LSTM,Joint,45,0.0436,0.9303,0.9923,0.9591,0.1124
LSTM,Joint,46,0.0414,0.9439,0.995,0.9685,0.0585
LSTM,Joint,47,0.0311,0.9711,0.9942,0.9824,0.0337
LSTM,Joint,48,0.0275,0.9729,0.9949,0.9837,0.0292
LSTM,Joint,49,0.0264,0.9757,0.9917,0.9836,0.0345
LSTM,Joint,50,0.0363,0.9157,0.9957,0.9517,0.1537
LSTM,Joint,51,0.0273,0.9641,0.9956,0.9793,0.04
LSTM,Joint,52,0.0308,0.9612,0.9932,0.9768,0.0421
LSTM,Joint,53,0.0297,0.9717,0.9958,0.9835,0.0363
LSTM,Joint,54,0.0257,0.9644,0.994,0.9789,0.043
LSTM,Joint,55,0.0248,0.9712,0.997,0.9838,0.0301
LSTM,Joint,56,0.0216,0.9727,0.997,0.9847,0.0272
LSTM,Joint,57,0.0211,0.9711,0.9965,0.9835,0.0294
LSTM,Joint,58,0.0211,0.9675,0.9971,0.9819,0.0341
LSTM,Joint,59,0.0206,0.9741,0.997,0.9854,0.0273
LSTM,Joint,60,0.0201,0.9703,0.9971,0.9834,0.0317
LSTM,Joint,61,0.02,0.9741,0.9935,0.9837,0.0333
LSTM,Joint,62,0.0199,0.962,0.9982,0.9795,0.0402
LSTM,Joint,63,0.0192,0.9762,0.9958,0.9859,0.0275
LSTM,Joint,64,0.0182,0.9717,0.9977,0.9845,0.027
LSTM,Joint,65,0.0186,0.9716,0.9971,0.9841,0.0315
LSTM,Joint,66,0.0179,0.9692,0.9975,0.983,0.0331
LSTM,Joint,67,0.0176,0.9725,0.997,0.9845,0.0291
LSTM,Joint,68,0.0177,0.9762,0.9965,0.9862,0.0258
LSTM,Joint,69,0.0177,0.9731,0.9975,0.9851,0.0278
LSTM,Joint,70,0.0179,0.9733,0.997,0.9849,0.0294
LSTM,Joint,71,0.0175,0.9706,0.9974,0.9837,0.0339
LSTM,Joint,72,0.0169,0.9705,0.9959,0.9829,0.0388
LSTM,Joint,73,0.0175,0.9741,0.9977,0.9857,0.0253
LSTM,Joint,74,0.017,0.9739,0.9958,0.9846,0.0287
LSTM,Joint,75,0.0167,0.9757,0.9963,0.9859,0.0275
LSTM,Joint,76,0.0165,0.9768,0.997,0.9867,0.0243
LSTM,Joint,77,0.0166,0.9716,0.9977,0.9844,0.0298
LSTM,Joint,78,0.0172,0.9773,0.9961,0.9865,0.0268
LSTM,Joint,79,0.0164,0.9737,0.9976,0.9854,0.0298
LSTM,Joint,80,0.0166,0.9798,0.9962,0.9879,0.0249
LSTM,Joint,81,0.0165,0.9744,0.9978,0.9859,0.0278
LSTM,Joint,82,0.0162,0.9799,0.9957,0.9877,0.0296
LSTM,Joint,83,0.0156,0.9767,0.9974,0.9869,0.0266
LSTM,Joint,84,0.0151,0.9779,0.9964,0.987,0.0265
LSTM,Joint,85,0.015,0.9714,0.9977,0.9842,0.0336
LSTM,Joint,86,0.0147,0.9752,0.9971,0.986,0.0268
LSTM,Stage1,1,0.6923,0.297,0.2488,0.2708,0.6831
LSTM,Stage1,2,0.6846,0.3108,0.7209,0.4344,0.6795
LSTM,Stage1,3,0.6593,0.3416,0.7456,0.4686,0.6491
LSTM,Stage1,4,0.6222,0.4368,0.6284,0.5154,0.5756
LSTM,Stage1,5,0.5651,0.4473,0.7267,0.5538,0.5416
LSTM,Stage1,6,0.4854,0.5355,0.7572,0.6273,0.451
LSTM,Stage1,7,0.387,0.5278,0.8318,0.6458,0.4377
LSTM,Stage1,8,0.357,0.7051,0.7775,0.7395,0.3096
LSTM,Stage1,9,0.3122,0.6678,0.8821,0.7602,0.2836
LSTM,Stage1,10,0.2771,0.709,0.9072,0.796,0.2363
LSTM,Stage1,11,0.2536,0.8329,0.788,0.8098,0.2257
LSTM,Stage1,12,0.2396,0.7313,0.9331,0.82,0.2066
LSTM,Stage1,13,0.2271,0.6924,0.9369,0.7963,0.2268
LSTM,Stage1,14,0.2158,0.6906,0.9259,0.7911,0.2407
LSTM,Stage1,15,0.2028,0.767,0.9297,0.8405,0.1924
LSTM,Stage1,16,0.1935,0.7384,0.9405,0.8273,0.1939
LSTM,Stage1,17,0.1871,0.7752,0.946,0.8521,0.1703
LSTM,Stage1,18,0.1785,0.773,0.9435,0.8498,0.1624
LSTM,Stage1,19,0.1711,0.8303,0.9213,0.8734,0.1494
LSTM,Stage1,20,0.1686,0.8738,0.8833,0.8785,0.1471
LSTM,Stage1,21,0.1608,0.817,0.9715,0.8876,0.1237
LSTM,Stage1,22,0.1588,0.7804,0.974,0.8665,0.1475
LSTM,Stage1,23,0.1528,0.9215,0.8997,0.9105,0.1105
LSTM,Stage1,24,0.1491,0.8272,0.9457,0.8825,0.1386
LSTM,Stage1,25,0.146,0.8749,0.9529,0.9122,0.1087
LSTM,Stage1,26,0.1755,0.8219,0.876,0.8481,0.2001
LSTM,Stage1,27,0.1582,0.8781,0.9422,0.909,0.1165
LSTM,Stage1,28,0.1347,0.884,0.9338,0.9082,0.1109
LSTM,Stage1,29,0.1308,0.8322,0.9648,0.8936,0.1267
LSTM,Stage1,30,0.1195,0.8558,0.9775,0.9126,0.0973
LSTM,Stage1,31,0.1207,0.9071,0.9394,0.923,0.091
LSTM,Stage1,32,0.1415,0.8348,0.9676,0.8963,0.1095
LSTM,Stage1,33,0.1224,0.9285,0.877,0.902,0.1034
LSTM,Stage1,34,0.1238,0.8305,0.9765,0.8976,0.1179
LSTM,Stage1,35,0.1059,0.824,0.9846,0.8971,0.1207
LSTM,Stage1,36,0.1002,0.8538,0.9623,0.9048,0.1119
LSTM,Stage1,37,0.1046,0.8865,0.9676,0.9252,0.0859
LSTM,Stage1,38,0.1035,0.8364,0.9863,0.9052,0.1172
LSTM,Stage1,39,0.0994,0.7849,0.9811,0.8721,0.1764
LSTM,Stage1,40,0.0986,0.9389,0.9573,0.948,0.0628
LSTM,Stage1,41,0.094,0.8751,0.9706,0.9204,0.0882
LSTM,Stage1,42,0.1036,0.9067,0.9742,0.9392,0.0615
LSTM,Stage1,43,0.0972,0.9242,0.9877,0.9549,0.0544
LSTM,Stage1,44,0.0761,0.9,0.9827,0.9395,0.0627
LSTM,Stage1,45,0.0819,0.9502,0.9604,0.9552,0.0462
LSTM,Stage1,46,0.0834,0.95,0.9755,0.9626,0.0448
LSTM,Stage1,47,0.0947,0.8996,0.9894,0.9424,0.0686
LSTM,Stage1,48,0.0675,0.9212,0.9627,0.9415,0.0672
LSTM,Stage1,49,0.071,0.9493,0.984,0.9663,0.0356
LSTM,Stage1,50,0.0573,0.9204,0.908,0.9141,0.1114
LSTM,Stage1,51,0.0844,0.9033,0.9623,0.9318,0.0856
LSTM,Stage1,52,0.0676,0.9512,0.9871,0.9688,0.0383
LSTM,Stage1,53,0.0766,0.8569,0.8183,0.8371,0.1712
LSTM,Stage1,54,0.0655,0.9208,0.988,0.9532,0.0531
LSTM,Stage1,55,0.0536,0.783,0.9899,0.8744,0.1821
LSTM,Stage1,56,0.04,0.9605,0.9959,0.9779,0.0278
LSTM,Stage1,57,0.0318,0.9687,0.9943,0.9813,0.0218
LSTM,Stage1,58,0.0321,0.9745,0.9934,0.9839,0.0204
LSTM,Stage1,59,0.0312,0.9667,0.9935,0.9799,0.0215
LSTM,Stage1,60,0.0612,0.9766,0.9868,0.9817,0.0232
LSTM,Stage1,61,0.0348,0.9698,0.9962,0.9828,0.0213
LSTM,Stage1,62,0.0356,0.9742,0.9935,0.9838,0.0179
LSTM,Stage1,63,0.03,0.9689,0.9938,0.9812,0.0227
LSTM,Stage1,64,0.0294,0.9558,0.9938,0.9745,0.0331
LSTM,Stage1,65,0.0309,0.9664,0.9891,0.9777,0.0331
LSTM,Stage1,66,0.0305,0.9484,0.9947,0.971,0.0412
LSTM,Stage1,67,0.0528,0.9651,0.995,0.9798,0.0223
LSTM,Stage1,68,0.0304,0.9784,0.9925,0.9854,0.0189
LSTM,Stage1,69,0.0237,0.9826,0.994,0.9883,0.0149
LSTM,Stage1,70,0.0233,0.9817,0.9938,0.9877,0.0184
LSTM,Stage1,71,0.0222,0.9815,0.995,0.9882,0.0141
LSTM,Stage1,72,0.0227,0.9825,0.9899,0.9862,0.0184
LSTM,Stage1,73,0.0231,0.9614,0.994,0.9774,0.0334
LSTM,Stage1,74,0.0221,0.9694,0.9959,0.9825,0.0233
LSTM,Stage1,75,0.0212,0.9792,0.9959,0.9875,0.0168
LSTM,Stage1,76,0.0213,0.9777,0.9957,0.9866,0.017
LSTM,Stage1,77,0.0221,0.971,0.9946,0.9827,0.0237
LSTM,Stage1,78,0.0183,0.9859,0.9953,0.9906,0.0149
LSTM,Stage1,79,0.0187,0.9733,0.9953,0.9842,0.0221
LSTM,Stage1,80,0.0186,0.9833,0.9954,0.9893,0.0164
LSTM,Stage1,81,0.0182,0.9748,0.994,0.9843,0.0242
LSTM,Stage2,1,1.0857,0.3137,0.4487,0.3513,1.0342
LSTM,Stage2,2,0.8957,0.5301,0.6124,0.4865,0.7751
LSTM,Stage2,3,0.5546,0.813,0.8635,0.8329,0.385
LSTM,Stage2,4,0.2356,0.9287,0.9638,0.9452,0.1137
LSTM,Stage2,5,0.1221,0.9645,0.9308,0.947,0.1751
LSTM,Stage2,6,0.0841,0.9262,0.978,0.9505,0.0722
LSTM,Stage2,7,0.0658,0.9693,0.9771,0.9731,0.0638
LSTM,Stage2,8,0.056,0.9885,0.9886,0.9885,0.0385
LSTM,Stage2,9,0.0535,0.9596,0.9873,0.9727,0.042
LSTM,Stage2,10,0.0243,0.974,0.9901,0.9819,0.0279
LSTM,Stage2,11,0.0281,0.9765,0.991,0.9836,0.0292
LSTM,Stage2,12,0.0323,0.9773,0.9865,0.9818,0.0431
LSTM,Stage2,13,0.0271,0.98,0.9932,0.9864,0.0246
LSTM,Stage2,14,0.03,0.9773,0.9597,0.9679,0.1413
LSTM,Stage2,15,0.0252,0.9894,0.9948,0.992,0.0182
LSTM,Stage2,16,0.0115,0.9866,0.9965,0.9915,0.0139
LSTM,Stage2,17,0.0162,0.9015,0.9541,0.9261,0.1388
LSTM,Stage2,18,0.0488,0.9963,0.9974,0.9969,0.0163
LSTM,Stage2,19,0.0073,0.9981,0.998,0.998,0.0088
LSTM,Stage2,20,0.0069,0.9977,0.9993,0.9985,0.0036
LSTM,Stage2,21,0.0044,0.9912,0.998,0.9946,0.0082
LSTM,Stage2,22,0.0348,0.9517,0.9907,0.9702,0.0311
LSTM,Stage2,23,0.0128,0.9985,0.9987,0.9986,0.0071
LSTM,Stage2,24,0.0231,0.9936,0.9974,0.9955,0.0132
LSTM,Stage2,25,0.006,1.0,1.0,1.0,0.002
LSTM,Stage2,26,0.002,0.9959,0.9982,0.997,0.0052
LSTM,Stage2,27,0.0012,0.9998,0.9993,0.9995,0.0038
LSTM,Stage2,28,0.0239,0.9875,0.9761,0.9816,0.0822
LSTM,Stage2,29,0.0258,0.9991,0.9993,0.9992,0.0045
LSTM,Stage2,30,0.0037,0.9988,0.9988,0.9988,0.0036
LSTM,Stage2,31,0.0034,0.9932,0.9982,0.9957,0.007
LSTM,Stage2,32,0.0022,0.9982,0.9993,0.9988,0.0022
LSTM,Stage2,33,0.0011,0.9999,0.9998,0.9998,0.0012
LSTM,Stage2,34,0.0006,0.9999,0.9998,0.9998,0.0009
LSTM,Stage2,35,0.0005,0.9999,0.9998,0.9998,0.0011
LSTM,Stage2,36,0.0004,0.9999,0.9998,0.9998,0.0008
LSTM,Stage2,37,0.0004,0.9999,0.9998,0.9998,0.0008
LSTM,Stage2,38,0.0003,0.9997,0.9997,0.9997,0.0009
LSTM,Stage2,39,0.0003,0.9999,0.9998,0.9998,0.0008
LSTM,Stage2,40,0.0002,0.9999,0.9998,0.9998,0.0007
LSTM,Stage2,41,0.0003,0.9999,0.9998,0.9998,0.0006
LSTM,Stage2,42,0.017,0.9889,0.9905,0.9897,0.0291
LSTM,Stage2,43,0.0185,0.9982,0.9985,0.9984,0.0049
LSTM,Stage2,44,0.0021,0.9925,0.9979,0.9952,0.0106
LSTM,Stage2,45,0.0016,0.9997,0.999,0.9994,0.0036
LSTM,Stage2,46,0.0005,0.9997,0.999,0.9994,0.0038
LSTM,Stage2,47,0.0004,0.9997,0.9988,0.9992,0.0035
LSTM,Stage2,48,0.0003,0.9997,0.9988,0.9992,0.0035
LSTM,Stage2,49,0.0003,0.9997,0.9988,0.9992,0.0035
LSTM,Stage2,50,0.0003,0.9997,0.9988,0.9992,0.0034
LSTM,Stage2,51,0.0002,0.9997,0.9988,0.9992,0.0034
MAMBA,Joint,1,1.3824,0.1027,0.3006,0.112,1.3707
MAMBA,Joint,2,1.2641,0.1401,0.4246,0.1686,1.1484
MAMBA,Joint,3,1.1192,0.1476,0.5724,0.2195,1.0858
MAMBA,Joint,4,1.0134,0.1461,0.5568,0.2101,0.9889
MAMBA,Joint,5,0.9109,0.1932,0.6523,0.2767,0.9196
MAMBA,Joint,6,0.8185,0.3153,0.6341,0.42,0.9073
MAMBA,Joint,7,0.7737,0.2311,0.7166,0.3346,0.8034
MAMBA,Joint,8,0.7375,0.2633,0.631,0.3235,0.7568
MAMBA,Joint,9,0.6847,0.2397,0.8034,0.3639,0.7613
MAMBA,Joint,10,0.677,0.2364,0.7919,0.3489,0.7565
MAMBA,Joint,11,0.631,0.307,0.7622,0.4358,0.7502
MAMBA,Joint,12,0.6063,0.3825,0.7667,0.5096,0.663
MAMBA,Joint,13,0.5838,0.3641,0.8383,0.5014,0.6312
MAMBA,Joint,14,0.5526,0.4786,0.7871,0.5927,0.6044
MAMBA,Joint,15,0.5357,0.4938,0.8453,0.6194,0.5809
MAMBA,Joint,16,0.5093,0.4641,0.8088,0.586,0.5728
MAMBA,Joint,17,0.4741,0.3521,0.8491,0.4867,0.5565
MAMBA,Joint,18,0.4621,0.568,0.8187,0.6676,0.5229
MAMBA,Joint,19,0.4397,0.6271,0.7647,0.6825,0.4916
MAMBA,Joint,20,0.4328,0.4769,0.8118,0.572,0.5187
MAMBA,Joint,21,0.4168,0.5531,0.9023,0.6753,0.507
MAMBA,Joint,22,0.458,0.4945,0.8411,0.6172,0.5078
MAMBA,Joint,23,0.4048,0.6277,0.8149,0.7085,0.5011
MAMBA,Joint,24,0.3908,0.4262,0.93,0.5828,0.5333
MAMBA,Joint,25,0.3891,0.4212,0.9217,0.5773,0.5251
MAMBA,Joint,26,0.3456,0.648,0.8928,0.7408,0.4583
MAMBA,Joint,27,0.3456,0.6169,0.919,0.7237,0.4636
MAMBA,Joint,28,0.3351,0.7062,0.8621,0.7746,0.4301
MAMBA,Joint,29,0.3291,0.5363,0.8995,0.6666,0.5112
MAMBA,Joint,30,0.3183,0.4547,0.9249,0.5945,0.4816
MAMBA,Joint,31,0.3211,0.6241,0.9187,0.7358,0.4525
MAMBA,Joint,32,0.3077,0.6365,0.8661,0.7261,0.4322
MAMBA,Joint,33,0.3282,0.4581,0.9321,0.6099,0.5289
MAMBA,Joint,34,0.3157,0.6895,0.886,0.7739,0.4195
MAMBA,Joint,35,0.3084,0.5951,0.9049,0.7107,0.4108
MAMBA,Joint,36,0.3072,0.7003,0.856,0.7693,0.4289
MAMBA,Joint,37,0.2964,0.5964,0.9204,0.7187,0.4492
MAMBA,Joint,38,0.2849,0.7061,0.9021,0.7904,0.3953
MAMBA,Joint,39,0.2915,0.5531,0.9319,0.688,0.5344
MAMBA,Joint,40,0.2861,0.7335,0.8889,0.8013,0.3916
MAMBA,Joint,41,0.2899,0.4479,0.9288,0.6014,0.4756
MAMBA,Joint,42,0.2752,0.6569,0.9078,0.7577,0.3847
MAMBA,Joint,43,0.2789,0.5543,0.9478,0.6915,0.4374
MAMBA,Joint,44,0.2712,0.5788,0.9336,0.7123,0.4297
MAMBA,Joint,45,0.2574,0.761,0.9123,0.8296,0.3709
MAMBA,Joint,46,0.262,0.7231,0.9185,0.8024,0.3907
MAMBA,Joint,47,0.26,0.8394,0.8718,0.8552,0.3768
MAMBA,Joint,48,0.2448,0.7471,0.8971,0.8105,0.3762
MAMBA,Joint,49,0.2541,0.7162,0.8851,0.7869,0.3762
MAMBA,Joint,50,0.2693,0.725,0.8427,0.7551,0.3683
MAMBA,Joint,51,0.2458,0.6671,0.9424,0.776,0.3615
MAMBA,Joint,52,0.2453,0.597,0.8917,0.711,0.3882
MAMBA,Joint,53,0.2346,0.8955,0.8546,0.8731,0.3669
MAMBA,Joint,54,0.2358,0.6475,0.8967,0.741,0.3629
MAMBA,Joint,55,0.2418,0.598,0.9497,0.7296,0.4132
MAMBA,Joint,56,0.2281,0.6304,0.8791,0.6976,0.3697
MAMBA,Joint,57,0.223,0.8069,0.9237,0.8518,0.38
MAMBA,Joint,58,0.2015,0.788,0.91,0.8429,0.3497
MAMBA,Joint,59,0.2046,0.7247,0.9384,0.816,0.3282
MAMBA,Joint,60,0.1968,0.7612,0.9226,0.8314,0.3307
MAMBA,Joint,61,0.1967,0.7179,0.9412,0.8117,0.3495
MAMBA,Joint,62,0.1912,0.6398,0.9475,0.7626,0.3624
MAMBA,Joint,63,0.1886,0.7,0.9404,0.8012,0.3328
MAMBA,Joint,64,0.1967,0.6047,0.9618,0.7388,0.4211
MAMBA,Joint,65,0.1905,0.7356,0.9443,0.8164,0.4182
MAMBA,Joint,66,0.1735,0.7322,0.9435,0.8223,0.3453
MAMBA,Joint,67,0.175,0.7326,0.9456,0.8241,0.3317
MAMBA,Joint,68,0.1749,0.7748,0.9326,0.8458,0.3185
MAMBA,Joint,69,0.1735,0.759,0.9392,0.8359,0.3414
MAMBA,Joint,70,0.1696,0.7882,0.9336,0.854,0.3174
MAMBA,Joint,71,0.1666,0.7575,0.952,0.8422,0.331
MAMBA,Joint,72,0.1695,0.8215,0.937,0.8743,0.3277
MAMBA,Joint,73,0.1684,0.6873,0.9515,0.795,0.3579
MAMBA,Joint,74,0.1659,0.701,0.939,0.8024,0.3309
MAMBA,Joint,75,0.1665,0.8567,0.9336,0.8916,0.3345
MAMBA,Joint,76,0.1669,0.8324,0.9476,0.8818,0.3401
MAMBA,Joint,77,0.1597,0.7442,0.9446,0.8314,0.3278
MAMBA,Joint,78,0.1569,0.7114,0.953,0.8133,0.3405
MAMBA,Joint,79,0.1574,0.6892,0.9581,0.7995,0.3518
MAMBA,Joint,80,0.1552,0.7955,0.9448,0.8626,0.3256
MAMBA,Stage1,1,0.6934,0.289,0.6301,0.3963,0.6912
MAMBA,Stage1,2,0.6868,0.295,0.8437,0.4371,0.6889
MAMBA,Stage1,3,0.6713,0.3071,0.7112,0.4289,0.6609
MAMBA,Stage1,4,0.6639,0.3078,0.6804,0.4238,0.6533
MAMBA,Stage1,5,0.6558,0.3458,0.7462,0.4726,0.639
MAMBA,Stage1,6,0.645,0.3482,0.8109,0.4872,0.6326
MAMBA,Stage1,7,0.6261,0.4059,0.7968,0.5379,0.601
MAMBA,Stage1,8,0.5962,0.5133,0.7472,0.6086,0.5505
MAMBA,Stage1,9,0.5475,0.5297,0.6974,0.6021,0.5045
MAMBA,Stage1,10,0.4901,0.5517,0.8934,0.6822,0.4778
MAMBA,Stage1,11,0.4507,0.6744,0.867,0.7587,0.4094
MAMBA,Stage1,12,0.4034,0.8124,0.8509,0.8312,0.3558
MAMBA,Stage1,13,0.3722,0.7434,0.872,0.8026,0.3569
MAMBA,Stage1,14,0.3534,0.8497,0.825,0.8372,0.3123
MAMBA,Stage1,15,0.3443,0.8566,0.7876,0.8207,0.2998
MAMBA,Stage1,16,0.3331,0.6872,0.8324,0.7528,0.3524
MAMBA,Stage1,17,0.3346,0.7822,0.7512,0.7664,0.3174
MAMBA,Stage1,18,0.3167,0.8914,0.7952,0.8406,0.2782
MAMBA,Stage1,19,0.3123,0.7938,0.873,0.8315,0.2988
MAMBA,Stage1,20,0.2961,0.7543,0.8787,0.8118,0.3
MAMBA,Stage1,21,0.2862,0.813,0.8604,0.836,0.2815
MAMBA,Stage1,22,0.2951,0.8784,0.8178,0.847,0.2575
MAMBA,Stage1,23,0.2756,0.8819,0.7686,0.8214,0.2639
MAMBA,Stage1,24,0.2803,0.7675,0.8046,0.7856,0.2827
MAMBA,Stage1,25,0.2773,0.6869,0.8053,0.7414,0.3021
MAMBA,Stage1,26,0.2803,0.7634,0.894,0.8236,0.2759
MAMBA,Stage1,27,0.2629,0.8728,0.8786,0.8757,0.2406
MAMBA,Stage1,28,0.274,0.843,0.8432,0.8431,0.2519
MAMBA,Stage1,29,0.2636,0.8318,0.8572,0.8443,0.2523
MAMBA,Stage1,30,0.2531,0.8099,0.8851,0.8458,0.2443
MAMBA,Stage1,31,0.2543,0.8014,0.9005,0.8481,0.2418
