Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,98.19,0.9721,0.982,0.9682,0.3125,98.32,0.9678,0.9833,0.9645,99.06,1.0174,98.56,0.9811,98.78,0.9811,0.12999999999999545,-0.0042999999999999705,Cascade,Joint
LSTM,67.59,0.7424,0.7073,0.8045,0.089,55.44,0.5248,0.586,0.7809,99.07,0.5667,55.63,0.5463,98.61,0.9797,-12.150000000000006,-0.2175999999999999,Joint,Joint
LightGBM,73.52,0.2818,0.6268,0.0,0.0205,74.59,0.2362,0.6387,0.0006,75.0,0.4414,74.63,0.4341,73.47,0.385,1.0700000000000074,-0.0456,Cascade,Joint
MAMBA,72.39,0.7192,0.7465,0.6946,0.2091,51.24,0.5126,0.5519,0.6524,82.62,0.8151,54.87,0.5407,82.38,0.7984,-21.15,-0.2066,Joint,Joint
MiniRocket,98.54,0.9812,0.9854,0.9568,,98.57,0.9811,0.9857,0.97,99.91,0.4291,98.59,0.9815,99.91,0.999,0.029999999999986926,-9.999999999998899e-05,Cascade,Joint
TRANSFORMER,54.9,0.4636,0.5842,0.8295,0.0666,54.73,0.4537,0.5823,0.7114,95.88,0.5227,55.57,0.5453,95.74,0.9373,-0.1700000000000017,-0.00990000000000002,Joint,Joint
