Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3862,0.0911,0.297,0.1312,1.3725
LSTM,Joint,2,1.3496,0.1157,0.2509,0.1544,1.3192
LSTM,Joint,3,1.2982,0.1176,0.366,0.1421,1.3201
LSTM,Joint,4,1.281,0.1101,0.3681,0.092,1.2875
LSTM,Joint,5,1.2738,0.1016,0.283,0.1472,1.2458
LSTM,Joint,6,1.265,0.1059,0.3523,0.0779,1.2691
LSTM,Joint,7,1.2484,0.1292,0.3701,0.1863,1.2245
LSTM,Joint,8,1.1998,0.1495,0.4937,0.2242,1.1778
LSTM,Joint,9,1.1245,0.1905,0.535,0.2556,1.1204
LSTM,Joint,10,1.0434,0.2365,0.5901,0.3337,1.0517
LSTM,Joint,11,0.9736,0.2156,0.6409,0.3169,1.0001
LSTM,Joint,12,0.9202,0.2422,0.6407,0.3494,0.9726
LSTM,Joint,13,0.8722,0.2613,0.682,0.3583,0.9797
LSTM,Joint,14,0.8344,0.2863,0.6858,0.4026,0.8879
LSTM,Joint,15,0.8025,0.3839,0.6659,0.4659,0.8761
LSTM,Joint,16,0.7753,0.3635,0.7066,0.4587,0.8364
LSTM,Joint,17,0.7466,0.4037,0.7234,0.4848,0.8674
LSTM,Joint,18,0.7229,0.4356,0.7149,0.5266,0.8024
LSTM,Joint,19,0.7075,0.3787,0.7531,0.4818,0.8375
LSTM,Joint,20,0.6886,0.4254,0.7395,0.508,0.8276
LSTM,Joint,21,0.6719,0.4078,0.7476,0.5067,0.7852
LSTM,Joint,22,0.6511,0.4688,0.7574,0.5601,0.7621
LSTM,Joint,23,0.6342,0.5003,0.7741,0.5828,0.7711
LSTM,Joint,24,0.6246,0.4504,0.7227,0.5146,0.7469
LSTM,Joint,25,0.6151,0.4345,0.7452,0.5358,0.7287
LSTM,Joint,26,0.6025,0.4509,0.7557,0.5275,0.7765
LSTM,Joint,27,0.5899,0.4615,0.7886,0.5503,0.7413
LSTM,Joint,28,0.5753,0.433,0.7534,0.5196,0.7332
LSTM,Joint,29,0.5726,0.4906,0.7862,0.58,0.6934
LSTM,Joint,30,0.5548,0.4844,0.7823,0.5804,0.7151
LSTM,Joint,31,0.5483,0.4892,0.8124,0.5918,0.713
LSTM,Joint,32,0.5359,0.5331,0.7903,0.6121,0.7062
LSTM,Joint,33,0.5295,0.5491,0.7963,0.6253,0.6837
LSTM,Joint,34,0.5222,0.498,0.7849,0.5752,0.7116
LSTM,Joint,35,0.5098,0.4405,0.7706,0.5404,0.6995
LSTM,Joint,36,0.5067,0.5232,0.8082,0.6129,0.6977
LSTM,Joint,37,0.4998,0.4985,0.8213,0.5966,0.7102
LSTM,Joint,38,0.4975,0.5019,0.8322,0.5964,0.6913
LSTM,Joint,39,0.4866,0.4851,0.7978,0.5774,0.6771
LSTM,Joint,40,0.4854,0.5454,0.8231,0.633,0.6609
LSTM,Joint,41,0.4693,0.5324,0.833,0.6247,0.6749
LSTM,Joint,42,0.4644,0.5007,0.862,0.6084,0.6727
LSTM,Joint,43,0.4612,0.4776,0.8257,0.5832,0.6702
LSTM,Joint,44,0.4479,0.558,0.8196,0.6473,0.6309
LSTM,Joint,45,0.4465,0.5391,0.8341,0.6315,0.683
LSTM,Joint,46,0.4461,0.5493,0.8378,0.6398,0.6525
LSTM,Joint,47,0.4372,0.5497,0.7939,0.6342,0.6288
LSTM,Joint,48,0.4348,0.5771,0.8455,0.6603,0.6539
LSTM,Joint,49,0.4345,0.5443,0.8471,0.6401,0.6403
LSTM,Joint,50,0.4183,0.6107,0.8293,0.6741,0.6691
LSTM,Joint,51,0.4271,0.5379,0.8673,0.6378,0.6634
LSTM,Joint,52,0.4116,0.5992,0.8331,0.6766,0.6359
LSTM,Joint,53,0.415,0.5492,0.8521,0.6449,0.6203
LSTM,Joint,54,0.4094,0.57,0.8514,0.6616,0.6253
LSTM,Joint,55,0.4065,0.5534,0.8363,0.6422,0.6439
LSTM,Joint,56,0.3984,0.5569,0.8749,0.6561,0.6206
LSTM,Joint,57,0.3927,0.5803,0.8812,0.674,0.5937
LSTM,Joint,58,0.3954,0.5488,0.8856,0.6521,0.67
LSTM,Joint,59,0.3832,0.6022,0.8465,0.6789,0.6331
LSTM,Joint,60,0.3874,0.6104,0.8491,0.6871,0.6543
LSTM,Joint,61,0.3859,0.5613,0.8714,0.6611,0.6061
LSTM,Joint,62,0.3821,0.5424,0.8626,0.6428,0.6106
LSTM,Joint,63,0.39,0.4877,0.8212,0.587,0.6472
LSTM,Joint,64,0.3475,0.6413,0.8684,0.7169,0.5963
LSTM,Joint,65,0.3375,0.6141,0.88,0.7047,0.5862
LSTM,Joint,66,0.3337,0.6011,0.8775,0.6966,0.5735
LSTM,Joint,67,0.3309,0.6093,0.8591,0.6994,0.5791
LSTM,Joint,68,0.329,0.5847,0.8756,0.6834,0.5931
LSTM,Joint,69,0.3287,0.6611,0.8564,0.7287,0.5743
LSTM,Joint,70,0.3287,0.5994,0.9001,0.6984,0.5958
LSTM,Joint,71,0.3216,0.6334,0.8687,0.711,0.599
LSTM,Joint,72,0.3197,0.5715,0.8722,0.6727,0.5901
LSTM,Joint,73,0.3044,0.6246,0.8894,0.7146,0.5761
LSTM,Joint,74,0.2989,0.6101,0.8859,0.7052,0.5746
LSTM,Joint,75,0.2989,0.6477,0.8881,0.729,0.5721
LSTM,Joint,76,0.2952,0.6426,0.8824,0.7255,0.5718
LSTM,Joint,77,0.2917,0.6332,0.876,0.7204,0.5664
LSTM,Joint,78,0.294,0.6306,0.8862,0.7183,0.5697
LSTM,Joint,79,0.2924,0.6605,0.8617,0.7324,0.5559
LSTM,Joint,80,0.292,0.6324,0.8828,0.7188,0.5699
LSTM,Joint,81,0.2917,0.6059,0.8768,0.7012,0.5625
LSTM,Joint,82,0.2896,0.6473,0.8828,0.729,0.5674
LSTM,Joint,83,0.2901,0.6838,0.8753,0.7476,0.5711
LSTM,Joint,84,0.2869,0.6808,0.8762,0.7487,0.5511
LSTM,Joint,85,0.2872,0.658,0.8868,0.7375,0.5691
LSTM,Joint,86,0.2823,0.6716,0.8703,0.7427,0.5612
LSTM,Joint,87,0.2839,0.6375,0.8851,0.7222,0.5837
LSTM,Joint,88,0.2831,0.6309,0.8927,0.7212,0.5729
LSTM,Joint,89,0.2809,0.6424,0.8806,0.7261,0.5643
LSTM,Joint,90,0.2795,0.6503,0.89,0.7342,0.5794
LSTM,Joint,91,0.2711,0.6929,0.8419,0.7492,0.5535
LSTM,Joint,92,0.2689,0.6636,0.8818,0.7398,0.5706
LSTM,Joint,93,0.2677,0.6659,0.8726,0.7412,0.5567
LSTM,Joint,94,0.2655,0.6879,0.8751,0.7546,0.5562
LSTM,Stage1,1,0.6912,0.3494,0.6648,0.4581,0.6591
LSTM,Stage1,2,0.6181,0.341,0.9073,0.4957,0.5992
LSTM,Stage1,3,0.5964,0.3474,0.8356,0.4908,0.6079
LSTM,Stage1,4,0.5942,0.3527,0.7374,0.4772,0.5966
LSTM,Stage1,5,0.5927,0.3374,0.8676,0.4858,0.6053
LSTM,Stage1,6,0.5894,0.3396,0.8745,0.4892,0.6076
LSTM,Stage1,7,0.5884,0.327,0.9902,0.4916,0.6149
LSTM,Stage1,8,0.5879,0.3295,0.9522,0.4896,0.6165
LSTM,Stage1,9,0.5892,0.341,0.8706,0.49,0.6072
LSTM,Stage1,10,0.5871,0.3495,0.8258,0.4912,0.5983
LSTM,Stage1,11,0.5852,0.3425,0.8847,0.4938,0.6077
LSTM,Stage1,12,0.5851,0.3496,0.7993,0.4864,0.5916
LSTM,Stage1,13,0.5846,0.3282,0.9829,0.4921,0.6314
LSTM,Stage1,14,0.5846,0.3277,0.9757,0.4907,0.6113
LSTM,Stage1,15,0.5847,0.3356,0.9295,0.4932,0.6087
LSTM,Stage1,16,0.5835,0.3297,0.9731,0.4925,0.619
LSTM,Stage1,17,0.5845,0.3386,0.8856,0.4898,0.6014
LSTM,Stage1,18,0.5842,0.3453,0.8288,0.4874,0.593
LSTM,Stage1,19,0.5829,0.3394,0.9108,0.4945,0.609
LSTM,Stage1,20,0.582,0.3367,0.9184,0.4927,0.607
LSTM,Stage1,21,0.5827,0.3359,0.9308,0.4937,0.6087
LSTM,Stage1,22,0.5823,0.341,0.8736,0.4905,0.599
LSTM,Stage2,1,1.1009,0.3385,0.3273,0.2543,1.0971
LSTM,Stage2,2,1.094,0.3454,0.3437,0.3157,1.0953
LSTM,Stage2,3,1.089,0.3179,0.3506,0.3124,1.0939
LSTM,Stage2,4,1.087,0.3371,0.3379,0.2839,1.0898
LSTM,Stage2,5,1.0806,0.3424,0.3774,0.311,1.0801
LSTM,Stage2,6,1.0506,0.4071,0.4444,0.417,1.0213
LSTM,Stage2,7,0.9256,0.4445,0.5107,0.4499,0.8862
LSTM,Stage2,8,0.8428,0.5202,0.53,0.5193,0.8463
LSTM,Stage2,9,0.8028,0.5181,0.5836,0.5337,0.7844
LSTM,Stage2,10,0.7326,0.4934,0.592,0.5135,0.729
LSTM,Stage2,11,0.6633,0.5219,0.6456,0.525,0.6567
LSTM,Stage2,12,0.5681,0.6442,0.71,0.6547,0.5705
LSTM,Stage2,13,0.4762,0.6979,0.7636,0.7147,0.4515
LSTM,Stage2,14,0.4069,0.8044,0.8168,0.81,0.3677
LSTM,Stage2,15,0.3547,0.8036,0.8275,0.8148,0.3492
LSTM,Stage2,16,0.3361,0.7572,0.81,0.7735,0.387
LSTM,Stage2,17,0.2942,0.8235,0.8537,0.8372,0.3131
LSTM,Stage2,18,0.2605,0.8794,0.8831,0.8784,0.2713
LSTM,Stage2,19,0.2053,0.8586,0.8862,0.8711,0.2403
LSTM,Stage2,20,0.1996,0.8853,0.8955,0.89,0.2134
LSTM,Stage2,21,0.1748,0.7983,0.873,0.8221,0.2465
LSTM,Stage2,22,0.1796,0.887,0.9108,0.8985,0.1922
LSTM,Stage2,23,0.1548,0.9126,0.9105,0.9092,0.1908
LSTM,Stage2,24,0.1385,0.9112,0.9176,0.9129,0.1773
LSTM,Stage2,25,0.1354,0.8364,0.9058,0.8669,0.2167
LSTM,Stage2,26,0.1469,0.8769,0.9249,0.8991,0.1749
LSTM,Stage2,27,0.1257,0.8736,0.9239,0.8966,0.172
LSTM,Stage2,28,0.1223,0.9025,0.931,0.9159,0.1764
LSTM,Stage2,29,0.1293,0.8939,0.9249,0.9087,0.163
LSTM,Stage2,30,0.1168,0.9327,0.9425,0.9374,0.1319
LSTM,Stage2,31,0.0973,0.9198,0.9323,0.9258,0.1512
LSTM,Stage2,32,0.1126,0.9244,0.9507,0.9369,0.1312
LSTM,Stage2,33,0.0983,0.9473,0.9413,0.9442,0.138
LSTM,Stage2,34,0.0929,0.9281,0.9472,0.9369,0.1292
LSTM,Stage2,35,0.1032,0.9204,0.9111,0.9157,0.2268
LSTM,Stage2,36,0.1066,0.9489,0.944,0.9463,0.1463
LSTM,Stage2,37,0.0933,0.9446,0.9521,0.9483,0.1234
LSTM,Stage2,38,0.075,0.9472,0.9492,0.9481,0.1149
LSTM,Stage2,39,0.068,0.9339,0.955,0.9441,0.1107
LSTM,Stage2,40,0.0753,0.9547,0.9539,0.9537,0.1216
LSTM,Stage2,41,0.0729,0.929,0.9475,0.938,0.1579
LSTM,Stage2,42,0.0907,0.9638,0.9612,0.9622,0.1177
LSTM,Stage2,43,0.0806,0.9194,0.934,0.9264,0.1716
LSTM,Stage2,44,0.0834,0.9542,0.9542,0.9541,0.1221
LSTM,Stage2,45,0.0642,0.9629,0.9632,0.9628,0.1019
LSTM,Stage2,46,0.0508,0.9543,0.9653,0.9593,0.1092
LSTM,Stage2,47,0.0492,0.9576,0.9618,0.9596,0.1024
LSTM,Stage2,48,0.0419,0.9554,0.9627,0.9588,0.1053
LSTM,Stage2,49,0.0516,0.9331,0.9475,0.94,0.1409
LSTM,Stage2,50,0.0505,0.9375,0.9609,0.9487,0.1046
LSTM,Stage2,51,0.0698,0.951,0.9667,0.9584,0.0914
LSTM,Stage2,52,0.0395,0.9577,0.9694,0.9634,0.0923
LSTM,Stage2,53,0.0307,0.9699,0.9661,0.968,0.089
LSTM,Stage2,54,0.0307,0.9688,0.969,0.9689,0.0869
