Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,98.8,0.9522,0.9881,0.9051,0.3119,98.84,0.955,0.9885,0.9205,97.86,1.0158,99.39,0.992,97.91,0.947,0.04000000000000625,0.0027999999999999137,Cascade,Cascade
LSTM,99.39,0.9948,0.9939,0.9669,0.0968,99.39,0.9948,0.9939,0.9669,100.0,0.6906,99.39,0.992,100.0,1.0,0.0,0.0,Tie,Tie
LightGBM,99.39,0.995,0.9939,0.9686,0.0179,90.04,0.805,0.8917,0.5822,99.72,0.4408,90.09,0.8509,99.73,0.9928,-9.349999999999994,-0.18999999999999995,Joint,Joint
MAMBA,98.5,0.9489,0.9851,0.9227,0.2056,98.79,0.9529,0.9879,0.9051,97.64,0.8167,99.39,0.992,97.69,0.9441,0.29000000000000625,0.0040000000000000036,Cascade,Cascade
MiniRocket,98.46,0.9696,0.9846,0.9363,,98.88,0.9833,0.9887,0.9507,99.08,0.454,99.11,0.9884,99.1,0.9897,0.4200000000000017,0.013699999999999934,Cascade,Cascade
TRANSFORMER,99.39,0.9948,0.9939,0.9669,0.0705,99.39,0.9948,0.9939,0.9669,100.0,0.5325,99.39,0.992,100.0,1.0,0.0,0.0,Tie,Tie
