Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.6302,0.7772,0.9076,0.8252,0.2065
LSTM,Joint,2,0.2002,0.8325,0.9324,0.8736,0.1193
LSTM,Joint,3,0.104,0.9609,0.9787,0.9689,0.0548
LSTM,Joint,4,0.049,0.9814,0.9868,0.9839,0.0427
LSTM,Joint,5,0.0347,0.9985,0.9953,0.9969,0.0302
LSTM,Joint,6,0.0404,0.9912,0.9915,0.9913,0.0307
LSTM,Joint,7,0.0256,0.9977,0.9953,0.9965,0.0265
LSTM,Joint,8,0.0242,0.9977,0.9953,0.9965,0.0214
LSTM,Joint,9,0.0224,0.9977,0.9953,0.9965,0.0317
LSTM,Joint,10,0.0217,0.9977,0.9953,0.9965,0.023
LSTM,Joint,11,0.0207,0.9977,0.9953,0.9965,0.0209
LSTM,Joint,12,0.0512,0.9919,0.9923,0.9921,0.0266
LSTM,Joint,13,0.0259,0.9977,0.9953,0.9965,0.0228
LSTM,Joint,14,0.0184,0.9977,0.9953,0.9965,0.0185
LSTM,Joint,15,0.0196,0.9977,0.9953,0.9965,0.0263
LSTM,Joint,16,0.0177,0.9977,0.9953,0.9965,0.024
LSTM,Joint,17,0.0165,0.9977,0.9953,0.9965,0.0354
LSTM,Joint,18,0.0167,0.9977,0.9953,0.9965,0.0306
LSTM,Joint,19,0.0152,0.9977,0.9953,0.9965,0.0232
LSTM,Joint,20,0.016,0.9977,0.9953,0.9965,0.0246
LSTM,Joint,21,0.015,0.9977,0.9953,0.9965,0.0238
LSTM,Joint,22,0.014,0.9977,0.9953,0.9965,0.0261
LSTM,Joint,23,0.0133,0.9977,0.9953,0.9965,0.0211
LSTM,Joint,24,0.0137,0.9967,0.9953,0.996,0.0269
LSTM,Stage1,1,0.1816,1.0,0.9913,0.9956,0.0207
LSTM,Stage1,2,0.0396,1.0,0.9913,0.9956,0.0206
LSTM,Stage1,3,0.0359,1.0,0.9913,0.9956,0.0219
LSTM,Stage1,4,0.0306,1.0,0.9913,0.9956,0.0166
LSTM,Stage1,5,0.0304,1.0,0.9913,0.9956,0.0173
LSTM,Stage1,6,0.027,1.0,0.9913,0.9956,0.0169
LSTM,Stage1,7,0.0266,1.0,0.9913,0.9956,0.0227
LSTM,Stage1,8,0.0255,1.0,0.9913,0.9956,0.0171
LSTM,Stage1,9,0.0227,1.0,0.9913,0.9956,0.015
LSTM,Stage1,10,0.0223,0.9983,0.9913,0.9948,0.0155
LSTM,Stage1,11,0.0217,0.9983,0.9913,0.9948,0.0183
LSTM,Stage1,12,0.0203,0.9983,0.9926,0.9954,0.0134
LSTM,Stage1,13,0.018,1.0,0.9913,0.9956,0.0152
LSTM,Stage1,14,0.0187,0.9875,0.9913,0.9894,0.0206
LSTM,Stage1,15,0.0178,1.0,0.9913,0.9956,0.0121
LSTM,Stage1,16,0.0172,1.0,0.9913,0.9956,0.0149
LSTM,Stage1,17,0.0163,0.9987,0.9935,0.9961,0.0144
LSTM,Stage1,18,0.0139,1.0,0.9913,0.9956,0.011
LSTM,Stage1,19,0.0159,0.9991,0.9918,0.9954,0.0112
LSTM,Stage1,20,0.015,0.9922,0.9913,0.9918,0.0196
LSTM,Stage1,21,0.0123,1.0,0.9913,0.9956,0.0164
LSTM,Stage1,22,0.0145,1.0,0.9913,0.9956,0.0166
LSTM,Stage1,23,0.0134,1.0,0.9913,0.9956,0.0154
LSTM,Stage1,24,0.0123,0.9905,0.9913,0.9909,0.0245
LSTM,Stage1,25,0.0103,0.9961,0.9913,0.9937,0.023
LSTM,Stage1,26,0.0091,0.9824,0.9913,0.9868,0.027
LSTM,Stage1,27,0.0094,0.9987,0.9913,0.995,0.0262
LSTM,Stage1,28,0.0091,0.9943,0.9913,0.9928,0.0276
LSTM,Stage2,1,0.6045,0.8187,0.8552,0.8332,0.3652
LSTM,Stage2,2,0.2967,0.8399,0.8898,0.8432,0.2785
LSTM,Stage2,3,0.2109,0.8875,0.926,0.8968,0.2087
LSTM,Stage2,4,0.1599,0.9099,0.9492,0.9247,0.129
LSTM,Stage2,5,0.1088,0.9431,0.9726,0.9566,0.0761
LSTM,Stage2,6,0.0667,0.9868,0.9942,0.9905,0.04
LSTM,Stage2,7,0.0348,0.9911,0.9965,0.9938,0.0217
LSTM,Stage2,8,0.0318,0.9955,0.9988,0.9971,0.0147
LSTM,Stage2,9,0.0209,0.994,0.998,0.996,0.0167
LSTM,Stage2,10,0.0073,0.9955,0.9988,0.9971,0.0077
LSTM,Stage2,11,0.0045,0.9955,0.9988,0.9971,0.0061
LSTM,Stage2,12,0.0025,0.997,0.9992,0.9981,0.0058
LSTM,Stage2,13,0.0019,0.997,0.9992,0.9981,0.0058
LSTM,Stage2,14,0.0137,0.9897,0.9954,0.9925,0.0158
LSTM,Stage2,15,0.0146,0.997,0.9992,0.9981,0.0081
LSTM,Stage2,16,0.0018,0.994,0.983,0.9883,0.0631
LSTM,Stage2,17,0.0042,0.9977,0.9994,0.9986,0.0061
LSTM,Stage2,18,0.001,0.9977,0.9994,0.9986,0.0061
LSTM,Stage2,19,0.0008,0.9977,0.9994,0.9986,0.0061
LSTM,Stage2,20,0.0008,0.9977,0.9994,0.9986,0.0061
LSTM,Stage2,21,0.0008,0.9977,0.9994,0.9986,0.006
LSTM,Stage2,22,0.0007,0.9977,0.9994,0.9986,0.0061
MAMBA,Joint,1,0.7009,0.8187,0.8948,0.8551,0.2323
MAMBA,Joint,2,0.2276,0.8448,0.9287,0.8807,0.161
MAMBA,Joint,3,0.1614,0.8737,0.9435,0.9053,0.1322
MAMBA,Joint,4,0.1426,0.8905,0.9472,0.9147,0.1241
MAMBA,Joint,5,0.1256,0.9022,0.9224,0.9122,0.1242
MAMBA,Joint,6,0.1172,0.8788,0.9324,0.8981,0.1396
MAMBA,Joint,7,0.1136,0.9043,0.9494,0.9246,0.1127
MAMBA,Joint,8,0.1073,0.922,0.9451,0.9312,0.1047
MAMBA,Joint,9,0.1038,0.9156,0.9261,0.9208,0.1145
MAMBA,Joint,10,0.0982,0.9145,0.9543,0.931,0.1164
MAMBA,Joint,11,0.0932,0.9134,0.9424,0.9262,0.1074
MAMBA,Joint,12,0.0936,0.9281,0.9333,0.9307,0.1075
MAMBA,Joint,13,0.0914,0.9294,0.9539,0.9396,0.0975
MAMBA,Joint,14,0.088,0.9141,0.9471,0.9278,0.1145
MAMBA,Joint,15,0.0911,0.9228,0.9549,0.9357,0.1001
MAMBA,Joint,16,0.085,0.9164,0.9537,0.9332,0.1085
MAMBA,Joint,17,0.0804,0.9239,0.9491,0.9336,0.1144
MAMBA,Joint,18,0.0812,0.9308,0.9473,0.9376,0.104
MAMBA,Joint,19,0.0795,0.9037,0.9471,0.9231,0.1168
MAMBA,Joint,20,0.0711,0.9299,0.9515,0.939,0.0972
MAMBA,Joint,21,0.0684,0.9291,0.9476,0.9373,0.097
MAMBA,Joint,22,0.0677,0.9295,0.9574,0.9416,0.1006
MAMBA,Joint,23,0.0657,0.9287,0.9548,0.9406,0.1057
MAMBA,Joint,24,0.0648,0.9331,0.9555,0.942,0.1014
MAMBA,Joint,25,0.0659,0.925,0.9563,0.9389,0.1074
MAMBA,Joint,26,0.0625,0.9196,0.9555,0.9356,0.1113
MAMBA,Joint,27,0.0586,0.9257,0.9541,0.9388,0.1091
MAMBA,Joint,28,0.0544,0.9299,0.957,0.9415,0.1119
MAMBA,Joint,29,0.0537,0.9266,0.9511,0.9375,0.1058
MAMBA,Joint,30,0.0523,0.931,0.9497,0.9396,0.1039
MAMBA,Joint,31,0.0528,0.9251,0.9504,0.9369,0.1115
MAMBA,Stage1,1,0.2309,0.9266,0.9909,0.9577,0.0597
MAMBA,Stage1,2,0.0632,0.9564,0.9905,0.9732,0.0473
MAMBA,Stage1,3,0.0461,0.9892,0.9909,0.99,0.0326
MAMBA,Stage1,4,0.0379,0.9948,0.9909,0.9928,0.0287
MAMBA,Stage1,5,0.0333,0.9956,0.9913,0.9935,0.0279
MAMBA,Stage1,6,0.0305,1.0,0.9913,0.9956,0.025
MAMBA,Stage1,7,0.0267,0.9948,0.9913,0.993,0.0253
MAMBA,Stage1,8,0.0263,1.0,0.9913,0.9956,0.0245
MAMBA,Stage1,9,0.0251,0.9948,0.9913,0.993,0.0298
MAMBA,Stage1,10,0.0241,1.0,0.9905,0.9952,0.0242
MAMBA,Stage1,11,0.0218,0.9996,0.99,0.9948,0.0276
MAMBA,Stage1,12,0.0214,0.9917,0.9905,0.9911,0.0283
MAMBA,Stage1,13,0.0207,0.9991,0.9909,0.995,0.0263
MAMBA,Stage1,14,0.0197,1.0,0.9909,0.9954,0.0203
MAMBA,Stage1,15,0.0199,1.0,0.9913,0.9956,0.021
MAMBA,Stage1,16,0.0184,0.9987,0.9913,0.995,0.023
MAMBA,Stage1,17,0.018,0.9996,0.9909,0.9952,0.0204
MAMBA,Stage1,18,0.017,0.9948,0.9913,0.993,0.025
MAMBA,Stage1,19,0.0233,1.0,0.9909,0.9954,0.0237
MAMBA,Stage1,20,0.0162,0.993,0.99,0.9915,0.0287
MAMBA,Stage1,21,0.0142,0.9991,0.9909,0.995,0.0256
MAMBA,Stage1,22,0.0137,0.9969,0.99,0.9935,0.0286
MAMBA,Stage1,23,0.0126,0.9996,0.9892,0.9943,0.0301
MAMBA,Stage1,24,0.0137,0.9974,0.9896,0.9935,0.0312
MAMBA,Stage2,1,0.698,0.8527,0.8874,0.8512,0.2881
MAMBA,Stage2,2,0.2176,0.898,0.9337,0.9069,0.1919
MAMBA,Stage2,3,0.1575,0.9173,0.934,0.9226,0.1784
MAMBA,Stage2,4,0.1441,0.9194,0.9337,0.9258,0.1592
MAMBA,Stage2,5,0.1273,0.9181,0.9451,0.9269,0.1485
MAMBA,Stage2,6,0.1207,0.9232,0.9507,0.9317,0.1306
MAMBA,Stage2,7,0.1158,0.936,0.9578,0.9443,0.1248
MAMBA,Stage2,8,0.1061,0.9282,0.9548,0.9377,0.1313
MAMBA,Stage2,9,0.111,0.9318,0.9547,0.9402,0.1302
MAMBA,Stage2,10,0.1031,0.9351,0.9597,0.9441,0.1163
MAMBA,Stage2,11,0.0957,0.9351,0.959,0.944,0.1274
MAMBA,Stage2,12,0.096,0.9304,0.9549,0.9398,0.1251
MAMBA,Stage2,13,0.0965,0.9449,0.9631,0.9525,0.1148
MAMBA,Stage2,14,0.0899,0.9433,0.955,0.9487,0.1354
MAMBA,Stage2,15,0.0938,0.938,0.9615,0.9466,0.1238
MAMBA,Stage2,16,0.0859,0.9362,0.9556,0.944,0.1266
MAMBA,Stage2,17,0.0903,0.9384,0.958,0.9468,0.1172
MAMBA,Stage2,18,0.082,0.9359,0.9518,0.9428,0.1217
MAMBA,Stage2,19,0.0838,0.9382,0.9573,0.9464,0.1233
MAMBA,Stage2,20,0.0715,0.9368,0.9547,0.9444,0.1183
MAMBA,Stage2,21,0.071,0.9366,0.9594,0.9457,0.121
MAMBA,Stage2,22,0.0675,0.9327,0.9528,0.9417,0.1259
MAMBA,Stage2,23,0.07,0.9338,0.9535,0.9422,0.1338
TRANSFORMER,Joint,1,0.3782,0.7959,0.8844,0.8203,0.1848
TRANSFORMER,Joint,2,0.1437,0.9785,0.9899,0.9841,0.0686
TRANSFORMER,Joint,3,0.0605,0.8939,0.9056,0.8988,0.1694
TRANSFORMER,Joint,4,0.0628,0.9955,0.987,0.9912,0.038
TRANSFORMER,Joint,5,0.0484,0.9946,0.9937,0.9941,0.0355
TRANSFORMER,Joint,6,0.0318,1.0,0.9959,0.998,0.0176
TRANSFORMER,Joint,7,0.0341,0.9673,0.9731,0.97,0.0635
TRANSFORMER,Joint,8,0.0449,1.0,0.9959,0.998,0.0192
TRANSFORMER,Joint,9,0.0276,1.0,0.9959,0.998,0.0174
TRANSFORMER,Joint,10,0.0696,1.0,0.9959,0.998,0.02
TRANSFORMER,Joint,11,0.0237,1.0,0.9957,0.9979,0.021
TRANSFORMER,Joint,12,0.0214,1.0,0.9959,0.998,0.023
TRANSFORMER,Joint,13,0.0457,0.9794,0.9528,0.9643,0.0768
TRANSFORMER,Joint,14,0.0351,1.0,0.9959,0.998,0.0271
TRANSFORMER,Joint,15,0.0334,1.0,0.9959,0.998,0.0162
TRANSFORMER,Joint,16,0.02,1.0,0.9959,0.998,0.0169
TRANSFORMER,Joint,17,0.0196,1.0,0.9959,0.998,0.0208
TRANSFORMER,Joint,18,0.0379,1.0,0.9959,0.998,0.0271
TRANSFORMER,Joint,19,0.019,1.0,0.9959,0.998,0.0184
TRANSFORMER,Joint,20,0.0187,1.0,0.9959,0.998,0.0227
TRANSFORMER,Joint,21,0.0194,1.0,0.9959,0.998,0.0219
TRANSFORMER,Joint,22,0.0168,1.0,0.9959,0.998,0.0166
TRANSFORMER,Joint,23,0.0172,1.0,0.9959,0.998,0.0219
TRANSFORMER,Joint,24,0.0168,1.0,0.9959,0.998,0.023
TRANSFORMER,Joint,25,0.017,1.0,0.9959,0.998,0.0147
TRANSFORMER,Joint,26,0.0173,1.0,0.9959,0.998,0.0181
TRANSFORMER,Joint,27,0.0157,1.0,0.9959,0.998,0.0136
TRANSFORMER,Joint,28,0.0167,1.0,0.9959,0.998,0.0192
TRANSFORMER,Joint,29,0.0162,1.0,0.9959,0.998,0.0226
