Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,92.37,0.9435,0.9261,0.9107,0.9818,93.88,0.9483,0.9382,0.8217,99.98,2.4699,93.88,0.9194,99.99,0.9992,1.509999999999991,0.0048000000000000265,Cascade,Cascade
LSTM,73.1,0.8231,0.7547,0.9333,0.1749,75.63,0.8402,0.7774,0.8689,100.0,0.7743,75.63,0.7338,99.99,0.9992,2.530000000000001,0.017099999999999893,Cascade,Cascade
LightGBM,75.19,0.3968,0.6556,0.0,0.0657,75.1,0.3019,0.6519,0.0,98.35,0.5021,75.11,0.4694,92.31,0.6094,-0.09000000000000341,-0.09489999999999998,Joint,Joint
MAMBA,61.63,0.572,0.6449,0.5189,0.2382,68.43,0.5736,0.7052,0.4665,91.56,0.9112,69.76,0.6455,89.51,0.7398,6.800000000000004,0.0016000000000000458,Cascade,Cascade
MiniRocket,88.43,0.7413,0.874,0.3511,,88.37,0.7753,0.8743,0.5476,95.91,0.4677,89.06,0.8422,97.33,0.8433,-0.060000000000002274,0.03400000000000003,Joint,Cascade
TRANSFORMER,89.95,0.7997,0.9027,0.8165,0.0861,58.48,0.3973,0.6225,0.4606,100.0,0.5712,58.48,0.5329,100.0,1.0,-31.470000000000006,-0.4024,Joint,Joint
