Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3496,0.1281,0.3661,0.1886,1.304
LSTM,Joint,2,1.2211,0.1555,0.5822,0.2369,1.1634
LSTM,Joint,3,0.9844,0.2278,0.5349,0.2365,1.0205
LSTM,Joint,4,0.8073,0.2752,0.785,0.3852,0.8798
LSTM,Joint,5,0.6065,0.3795,0.8922,0.4913,0.6046
LSTM,Joint,6,0.493,0.4052,0.926,0.5301,0.5626
LSTM,Joint,7,0.4042,0.4528,0.898,0.581,0.4992
LSTM,Joint,8,0.3703,0.4862,0.9459,0.6121,0.4902
LSTM,Joint,9,0.3609,0.4313,0.9359,0.5618,0.4997
LSTM,Joint,10,0.3278,0.5049,0.9583,0.6313,0.4978
LSTM,Joint,11,0.3241,0.555,0.9547,0.679,0.4855
LSTM,Joint,12,0.3067,0.5515,0.9482,0.6785,0.4422
LSTM,Joint,13,0.2992,0.4897,0.959,0.6119,0.4674
LSTM,Joint,14,0.2822,0.6093,0.9695,0.7254,0.4923
LSTM,Joint,15,0.2924,0.6054,0.9658,0.7265,0.4373
LSTM,Joint,16,0.2865,0.6454,0.9699,0.7555,0.463
LSTM,Joint,17,0.2767,0.5352,0.9557,0.654,0.4515
LSTM,Joint,18,0.2712,0.6959,0.9736,0.7908,0.418
LSTM,Joint,19,0.253,0.669,0.9655,0.7724,0.429
LSTM,Joint,20,0.2544,0.5443,0.8986,0.6371,0.6059
LSTM,Joint,21,0.2691,0.6539,0.9636,0.7633,0.3915
LSTM,Joint,22,0.2524,0.6966,0.9643,0.7932,0.4034
LSTM,Joint,23,0.2506,0.6761,0.9614,0.7789,0.3894
LSTM,Joint,24,0.249,0.6222,0.9841,0.7428,0.4323
LSTM,Joint,25,0.2378,0.6022,0.9496,0.7226,0.4054
LSTM,Joint,26,0.2495,0.7054,0.9741,0.7985,0.406
LSTM,Joint,27,0.2417,0.7419,0.9757,0.8219,0.4082
LSTM,Joint,28,0.2297,0.7338,0.9711,0.8182,0.4024
LSTM,Joint,29,0.2555,0.6289,0.9775,0.7449,0.4603
