model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1,0_precision,0_recall,0_f1,1_precision,1_recall,1_f1,2_precision,2_recall,2_f1,3_precision,3_recall,3_f1
Decision Trees,28.28,28.28,1,1,1.381,0,0.34433937072753906,0.1479,False,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,0.2583,0.1938,0.2214,0.2708,0.1625,0.2031,0.269,0.2437,0.2557,0.3047,0.5312,0.3872,0.2757,0.2828,0.2669,0.2757,0.2828,0.2669,31.0,26.0,39.0,31.0,26.0,38.0,30.0,26.0,39.0,28.0,18.0,29.0,,,,,,,,,,,,
Nearest Neighbor,25.16,25.16,1,1,,0,3.4248,0.0631,False,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,0.2473,0.2812,0.2632,0.2545,0.175,0.2074,0.2511,0.3563,0.2946,0.2562,0.1938,0.2206,0.2523,0.2516,0.2464,0.2523,0.2516,0.2464,45.0,28.0,57.0,45.0,28.0,57.0,46.0,27.0,57.0,46.0,27.0,56.0,,,,,,,,,,,,
LSTM,25.0,25.0,1,23,1.3865,18004,0.137359619140625,4.314,True,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,0.25,0.4,0.3077,0.25,0.1,0.1429,0.25,0.4,0.3077,0.25,0.1,0.1429,0.25,0.25,0.2253,0.25,0.25,0.2253,64.0,16.0,64.0,64.0,16.0,64.0,64.0,16.0,64.0,64.0,16.0,64.0,,,,,,,,,,,,
Mamba,25.16,25.0,16,101,1.3863,6106,0.0465850830078125,34.0925,False,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,0.25,0.4062,0.3095,0.25,0.075,0.1154,0.25,0.2875,0.2674,0.25,0.2313,0.2403,0.25,0.25,0.2332,0.25,0.25,0.2332,65.0,12.0,46.0,65.0,12.0,46.0,65.0,12.0,46.0,65.0,12.0,46.0,,,,,,,,,,,,
Transformer,25.0,25.0,1,46,1.3864,41940,0.319976806640625,21.9377,True,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,0.25,0.2812,0.2647,0.2511,0.3625,0.2967,0.2475,0.1562,0.1916,0.25,0.2,0.2222,0.2497,0.25,0.2438,0.2497,0.25,0.2438,45.0,58.0,25.0,45.0,58.0,25.0,45.0,58.0,25.0,45.0,57.0,26.0,,,,,,,,,,,,
MLP,25.31,25.0,40,101,0.2765,708,0.005401611328125,5.9925,False,0,10min800Norm_Noise_Train_640,geo/10min-800/10min800Norm_Noise_Train_640.log,,,,,,,,,,,,,0.2502,0.25,0.247,0.2502,0.25,0.247,56.0,34.0,34.0,56.0,34.0,34.0,56.0,34.0,34.0,57.0,34.0,33.0,0.2489,0.35,0.2909,0.25,0.2125,0.2297,0.2519,0.2125,0.2305,0.25,0.225,0.2368
