Model,Epoch,Validation Loss,Validation Accuracy
Transformer,43,0.9087,50.94
Transformer,44,0.9356,50.94
Transformer,45,0.8897,52.03
Transformer,46,1.0,50.31
Transformer,47,0.9148,54.22
Transformer,48,0.904,52.5
Transformer,49,0.8987,51.41
Transformer,50,0.9229,52.03
Transformer,51,0.9098,52.97
Transformer,52,0.9262,51.41
MLP,1,0.2541,41.88
MLP,2,0.255,47.66
MLP,3,0.2535,48.75
MLP,4,0.2537,48.75
MLP,5,0.2534,49.06
MLP,6,0.253,48.59
MLP,7,0.252,49.84
MLP,8,0.251,48.75
MLP,9,0.2492,48.28
MLP,10,0.2479,48.44
MLP,11,0.2461,48.44
MLP,12,0.2458,48.44
MLP,13,0.2433,47.81
MLP,14,0.2414,48.28
MLP,15,0.2396,48.44
MLP,16,0.2386,48.59
MLP,17,0.2382,48.12
MLP,18,0.2375,48.91
MLP,19,0.2368,49.22
MLP,20,0.2353,48.59
MLP,21,0.2341,49.06
MLP,22,0.2337,49.84
MLP,23,0.2339,49.06
MLP,24,0.2334,48.28
MLP,25,0.2329,49.22
MLP,26,0.232,49.22
MLP,27,0.2303,49.53
MLP,28,0.2305,49.38
MLP,29,0.2292,49.53
MLP,30,0.229,49.69
MLP,31,0.2293,48.91
MLP,32,0.2295,49.38
MLP,33,0.2291,49.69
MLP,34,0.2279,50.31
MLP,35,0.2275,50.47
MLP,36,0.228,49.22
MLP,37,0.2289,48.91
MLP,38,0.227,49.69
MLP,39,0.2259,49.69
MLP,40,0.2264,49.69
MLP,41,0.2267,49.53
MLP,42,0.227,49.84
MLP,43,0.226,50.16
MLP,44,0.225,50.0
MLP,45,0.2253,50.16
MLP,46,0.2251,49.84
MLP,47,0.2252,49.69
MLP,48,0.2256,49.38
MLP,49,0.2257,50.0
MLP,50,0.2261,50.16
MLP,51,0.2251,49.84
MLP,52,0.2255,49.38
MLP,53,0.2251,49.53
MLP,54,0.2253,49.53
MLP,55,0.2245,49.38
MLP,56,0.2238,49.69
MLP,57,0.2244,49.22
MLP,58,0.2244,48.91
MLP,59,0.2241,49.38
MLP,60,0.2246,49.06
MLP,61,0.2238,49.53
MLP,62,0.2238,50.0
MLP,63,0.2241,49.06
MLP,64,0.2241,49.22
MLP,65,0.2238,49.22
MLP,66,0.2235,49.69
MLP,67,0.2237,50.0
MLP,68,0.2236,50.16
MLP,69,0.2236,49.84
MLP,70,0.2236,49.84
MLP,71,0.2235,50.0
MLP,72,0.2234,49.69
MLP,73,0.2234,50.16
MLP,74,0.2234,50.0
MLP,75,0.2236,50.16
MLP,76,0.2236,50.0
MLP,77,0.2237,50.0
MLP,78,0.2235,50.47
MLP,79,0.2235,50.47
MLP,80,0.2235,50.31
MLP,81,0.2235,50.31
MLP,82,0.2235,50.31
MLP,83,0.2234,50.47
MLP,84,0.2235,50.47
MLP,85,0.2234,50.31
MLP,86,0.2233,50.47
MLP,87,0.2233,50.47
MLP,88,0.2233,50.31
MLP,89,0.2233,50.47
MLP,90,0.2233,50.31
MLP,91,0.2233,50.31
MLP,92,0.2233,50.47
MLP,93,0.2233,50.47
MLP,94,0.2233,50.47
MLP,95,0.2233,50.47
MLP,96,0.2233,50.47
MLP,97,0.2233,50.47
MLP,98,0.2233,50.47
MLP,99,0.2233,50.47
MLP,100,0.2233,50.47
