model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,93,83,0.118,0.1291,0.9239,0.9239,50500.0,0.385284423828125,219.084,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage1,cascade,29,19,0.6328,0.666,0.4529,0.4524,50402.0,0.3845367431640625,67.9757,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LSTM,Stage2,cascade,40,30,0.067,0.0754,0.9623,0.9591,50451.0,0.38491058349609375,93.5946,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Joint,joint,67,57,0.5971,0.627,0.6852,0.6655,17044.0,0.130035400390625,243.5027,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage1,cascade,20,10,0.6472,0.6511,0.4476,0.444,16786.0,0.1280670166015625,71.9089,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MAMBA,Stage2,cascade,69,59,0.2875,0.3958,0.9357,0.9173,16915.0,0.12905120849609375,247.1156,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Joint,joint,100,97,0.1436,0.1575,0.6648,0.6516,288196.0,2.198760986328125,134.6732,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,15,5,0.6338,0.6559,0.4506,0.4487,288066.0,2.1977691650390625,20.3158,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,100,99,0.2167,0.2327,0.8485,0.8414,288131.0,2.1982650756835938,134.7438,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Joint,joint,67,57,0.057,0.0629,0.9734,0.97,473092.0,3.609405517578125,523.5599,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage1,cascade,59,49,0.0527,0.0566,0.9615,0.9603,472834.0,3.6074371337890625,461.4872,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
CNN,Stage2,cascade,47,37,0.0338,0.0361,0.9823,0.9803,472963.0,3.6084213256835938,362.3421,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.39993858337402344,0.7207,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20320606231689453,0.4506,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30170536041259766,0.2562,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.5144,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed0,meo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed0.log
