Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3886,0.1728,0.1517,0.0948,1.3742
LSTM,Joint,2,1.378,0.0845,0.2047,0.0988,1.3716
LSTM,Joint,3,1.3661,0.103,0.3157,0.1125,1.3701
LSTM,Joint,4,1.3279,0.1133,0.3701,0.1343,1.2939
LSTM,Joint,5,1.2157,0.1434,0.4729,0.2011,1.1911
LSTM,Joint,6,1.099,0.1753,0.5038,0.246,1.0719
LSTM,Joint,7,0.9715,0.2543,0.6374,0.3321,0.9378
LSTM,Joint,8,0.8239,0.2406,0.7065,0.3226,0.8827
LSTM,Joint,9,0.7241,0.2673,0.7914,0.3939,0.7789
LSTM,Joint,10,0.6101,0.3548,0.8548,0.4968,0.6616
LSTM,Joint,11,0.5302,0.3262,0.842,0.4648,0.6345
LSTM,Joint,12,0.4625,0.4078,0.6846,0.4849,0.6189
LSTM,Joint,13,0.4453,0.4493,0.8807,0.5872,0.5328
LSTM,Joint,14,0.4073,0.4438,0.8762,0.5833,0.5389
LSTM,Joint,15,0.4038,0.4253,0.8994,0.5646,0.536
LSTM,Joint,16,0.3756,0.4703,0.856,0.597,0.482
LSTM,Joint,17,0.367,0.454,0.9206,0.5958,0.5133
LSTM,Joint,18,0.3413,0.5186,0.9254,0.6542,0.5139
LSTM,Joint,19,0.37,0.4397,0.8917,0.5749,0.5715
LSTM,Joint,20,0.3492,0.4902,0.9266,0.6326,0.5023
LSTM,Joint,21,0.3264,0.5232,0.9244,0.6639,0.4735
LSTM,Joint,22,0.3356,0.486,0.9255,0.6273,0.5003
LSTM,Joint,23,0.3231,0.4196,0.9346,0.5778,0.566
LSTM,Joint,24,0.3131,0.5385,0.887,0.6591,0.4349
LSTM,Joint,25,0.3055,0.5733,0.9193,0.6988,0.4522
LSTM,Joint,26,0.3292,0.531,0.9504,0.6764,0.472
LSTM,Joint,27,0.3099,0.5252,0.912,0.6584,0.4666
LSTM,Joint,28,0.2938,0.5194,0.9091,0.6496,0.4257
LSTM,Joint,29,0.3157,0.5155,0.9379,0.6544,0.4808
LSTM,Joint,30,0.2882,0.6036,0.9531,0.7266,0.4972
LSTM,Joint,31,0.2836,0.523,0.9469,0.6675,0.4737
LSTM,Joint,32,0.2706,0.5715,0.9424,0.7012,0.4673
LSTM,Joint,33,0.2893,0.5942,0.9321,0.7183,0.4334
LSTM,Joint,34,0.2717,0.6193,0.9127,0.7333,0.4164
LSTM,Joint,35,0.2702,0.6216,0.918,0.7373,0.4165
LSTM,Joint,36,0.3111,0.6228,0.9476,0.7414,0.4305
LSTM,Joint,37,0.2623,0.6039,0.9133,0.7226,0.3945
LSTM,Joint,38,0.2542,0.5933,0.9586,0.7217,0.5019
LSTM,Joint,39,0.2519,0.6696,0.9228,0.7703,0.409
LSTM,Joint,40,0.2509,0.6568,0.9076,0.759,0.386
LSTM,Joint,41,0.2531,0.6391,0.9449,0.7504,0.4789
LSTM,Joint,42,0.2486,0.6249,0.9512,0.7426,0.5094
LSTM,Joint,43,0.2494,0.6584,0.9602,0.7678,0.4495
LSTM,Joint,44,0.2413,0.6888,0.9447,0.783,0.4308
LSTM,Joint,45,0.2382,0.6829,0.9652,0.7843,0.4655
LSTM,Joint,46,0.2429,0.6551,0.9452,0.7613,0.466
LSTM,Joint,47,0.2141,0.7088,0.9579,0.8045,0.3949
LSTM,Joint,48,0.1916,0.6466,0.9689,0.761,0.5506
LSTM,Joint,49,0.197,0.7563,0.9395,0.8362,0.2744
LSTM,Joint,50,0.1891,0.7358,0.9409,0.8184,0.3541
LSTM,Joint,51,0.1693,0.7588,0.9323,0.8347,0.2915
LSTM,Joint,52,0.166,0.7478,0.9406,0.8316,0.2786
LSTM,Joint,53,0.1611,0.7741,0.9347,0.8459,0.263
LSTM,Joint,54,0.1634,0.7542,0.9479,0.8387,0.255
LSTM,Joint,55,0.1532,0.7668,0.935,0.8395,0.2893
LSTM,Joint,56,0.1485,0.819,0.9341,0.8727,0.2022
LSTM,Joint,57,0.1348,0.7633,0.9592,0.8469,0.269
LSTM,Joint,58,0.1546,0.7913,0.9653,0.8668,0.2261
LSTM,Joint,59,0.1345,0.7887,0.9672,0.8676,0.1933
LSTM,Joint,60,0.1324,0.7457,0.9697,0.8294,0.4764
LSTM,Joint,61,0.1339,0.819,0.8713,0.84,0.2328
LSTM,Joint,62,0.1179,0.7909,0.9679,0.8667,0.2325
LSTM,Joint,63,0.1275,0.8324,0.9346,0.8802,0.1707
LSTM,Joint,64,0.1192,0.8405,0.9634,0.8971,0.157
LSTM,Joint,65,0.125,0.8152,0.964,0.8815,0.1871
LSTM,Joint,66,0.1134,0.8344,0.9658,0.8943,0.1774
LSTM,Joint,67,0.11,0.792,0.9641,0.8685,0.1848
LSTM,Joint,68,0.119,0.7846,0.9717,0.8643,0.2485
LSTM,Joint,69,0.1113,0.816,0.9635,0.8832,0.1701
LSTM,Joint,70,0.1148,0.8225,0.971,0.889,0.1656
LSTM,Joint,71,0.0815,0.8439,0.9698,0.9011,0.1597
LSTM,Joint,72,0.083,0.8335,0.9698,0.8947,0.1638
LSTM,Joint,73,0.0727,0.8557,0.9719,0.9095,0.132
LSTM,Joint,74,0.0747,0.8629,0.967,0.9114,0.141
LSTM,Joint,75,0.0768,0.8509,0.9679,0.9048,0.1449
LSTM,Joint,76,0.0753,0.837,0.9693,0.8966,0.1709
LSTM,Joint,77,0.0724,0.8643,0.9493,0.9048,0.1558
LSTM,Joint,78,0.0757,0.8545,0.9695,0.9077,0.1419
LSTM,Joint,79,0.0773,0.8473,0.9678,0.9021,0.1613
LSTM,Joint,80,0.0637,0.8675,0.9671,0.9143,0.1218
LSTM,Joint,81,0.061,0.8721,0.9695,0.9177,0.1201
LSTM,Joint,82,0.0595,0.8741,0.9661,0.9175,0.1201
LSTM,Joint,83,0.0578,0.8752,0.9682,0.9189,0.118
LSTM,Joint,84,0.0564,0.8814,0.9615,0.9195,0.1218
LSTM,Joint,85,0.0598,0.8632,0.9697,0.9123,0.1433
LSTM,Joint,86,0.0554,0.8797,0.9648,0.9199,0.126
LSTM,Joint,87,0.0588,0.865,0.9604,0.9096,0.1499
LSTM,Joint,88,0.0577,0.8874,0.9628,0.9232,0.1187
LSTM,Joint,89,0.0562,0.8831,0.9175,0.8997,0.1918
LSTM,Joint,90,0.0551,0.886,0.9655,0.9236,0.1191
LSTM,Joint,91,0.0511,0.8891,0.962,0.9238,0.1223
LSTM,Joint,92,0.0512,0.8835,0.9676,0.9232,0.1241
LSTM,Joint,93,0.0508,0.8881,0.9639,0.9239,0.1291
LSTM,Stage1,1,0.6941,0.2915,0.4694,0.3597,0.6911
LSTM,Stage1,2,0.6917,0.2767,0.8961,0.4228,0.7001
LSTM,Stage1,3,0.6869,0.0,0.0,0.0,0.6455
LSTM,Stage1,4,0.6664,0.3125,0.6333,0.4185,0.6498
LSTM,Stage1,5,0.6591,0.3116,0.8065,0.4495,0.6507
LSTM,Stage1,6,0.6556,0.3133,0.7931,0.4492,0.6487
LSTM,Stage1,7,0.6529,0.3142,0.7879,0.4493,0.6474
LSTM,Stage1,8,0.6513,0.3068,0.8511,0.451,0.6648
LSTM,Stage1,9,0.651,0.308,0.8453,0.4515,0.6619
LSTM,Stage1,10,0.6491,0.3164,0.7709,0.4487,0.6469
LSTM,Stage1,11,0.6486,0.3206,0.7049,0.4408,0.6403
LSTM,Stage1,12,0.6482,0.3125,0.7937,0.4485,0.6576
LSTM,Stage1,13,0.6475,0.3274,0.6124,0.4267,0.6343
LSTM,Stage1,14,0.6473,0.3044,0.8663,0.4505,0.6859
LSTM,Stage1,15,0.6476,0.3135,0.8037,0.451,0.6543
LSTM,Stage1,16,0.6469,0.3149,0.7863,0.4497,0.6543
LSTM,Stage1,17,0.6464,0.3094,0.8382,0.452,0.6652
LSTM,Stage1,18,0.6474,0.3182,0.7654,0.4495,0.6471
LSTM,Stage1,19,0.6461,0.3272,0.596,0.4225,0.6328
LSTM,Stage1,20,0.6466,0.3111,0.8271,0.4521,0.6649
LSTM,Stage1,21,0.6461,0.3157,0.7815,0.4497,0.6522
LSTM,Stage1,22,0.6462,0.3132,0.8116,0.4519,0.6592
LSTM,Stage1,23,0.6457,0.3197,0.7558,0.4494,0.646
LSTM,Stage1,24,0.646,0.3157,0.7744,0.4485,0.6504
LSTM,Stage1,25,0.6458,0.3182,0.7758,0.4513,0.6485
LSTM,Stage1,26,0.6446,0.3156,0.7967,0.4521,0.6531
LSTM,Stage1,27,0.6438,0.315,0.8059,0.4529,0.6567
LSTM,Stage1,28,0.6442,0.3218,0.7341,0.4475,0.6424
LSTM,Stage1,29,0.643,0.3108,0.831,0.4524,0.666
LSTM,Stage2,1,1.1024,0.3328,0.3312,0.2667,1.099
LSTM,Stage2,2,1.0987,0.3231,0.3439,0.2931,1.0973
LSTM,Stage2,3,1.0941,0.3605,0.3482,0.2161,1.0892
LSTM,Stage2,4,1.0887,0.3459,0.3693,0.325,1.0833
LSTM,Stage2,5,1.073,0.3707,0.4071,0.3018,1.0563
LSTM,Stage2,6,1.0021,0.3796,0.4468,0.3508,0.9591
LSTM,Stage2,7,0.8979,0.3929,0.5168,0.3574,0.8969
LSTM,Stage2,8,0.8378,0.4826,0.5701,0.5053,0.8012
LSTM,Stage2,9,0.7291,0.5805,0.6757,0.5705,0.641
LSTM,Stage2,10,0.4891,0.6923,0.8548,0.7474,0.3914
LSTM,Stage2,11,0.3191,0.7918,0.8914,0.8253,0.2574
LSTM,Stage2,12,0.2677,0.8139,0.9177,0.8573,0.2132
LSTM,Stage2,13,0.1663,0.8083,0.9249,0.8535,0.1728
LSTM,Stage2,14,0.1601,0.8323,0.9331,0.871,0.1835
LSTM,Stage2,15,0.1218,0.8259,0.9461,0.8751,0.1411
LSTM,Stage2,16,0.1261,0.8578,0.9392,0.8899,0.1525
LSTM,Stage2,17,0.1123,0.8164,0.9421,0.8654,0.1355
LSTM,Stage2,18,0.0901,0.8818,0.9594,0.9147,0.1123
LSTM,Stage2,19,0.0913,0.8741,0.9579,0.9099,0.1105
LSTM,Stage2,20,0.0828,0.8755,0.961,0.9121,0.1051
LSTM,Stage2,21,0.0689,0.8096,0.9471,0.8623,0.1362
LSTM,Stage2,22,0.0811,0.8464,0.9559,0.892,0.1141
LSTM,Stage2,23,0.0623,0.9266,0.9639,0.9444,0.1049
LSTM,Stage2,24,0.0591,0.8971,0.9699,0.9278,0.0794
LSTM,Stage2,25,0.0549,0.9063,0.9751,0.936,0.0718
LSTM,Stage2,26,0.0689,0.8911,0.9619,0.9227,0.0958
LSTM,Stage2,27,0.0539,0.9143,0.9674,0.939,0.0925
LSTM,Stage2,28,0.0538,0.9104,0.97,0.9372,0.087
LSTM,Stage2,29,0.0499,0.9312,0.9686,0.9488,0.0827
LSTM,Stage2,30,0.0388,0.9271,0.9672,0.9457,0.067
