log_stem,log_relpath,Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
100min1500Test_leo_Seed0,geo/100min-1500/100min1500Test_leo_Seed0.log,TRANSFORMER,32.68,0.2181,0.4151,0.2326,0.1864,61.68,0.242,0.6118,0.0565,24.9,0.891,67.06,0.5438,32.29,0.229,29.0,0.023900000000000005,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,CNN,99.49,0.9889,0.9949,0.9946,1.1209,99.58,0.9917,0.9958,0.9919,100.0,2.6641,99.58,0.9944,100.0,1.0,0.09000000000000341,0.0028000000000000247,Cascade,Cascade
100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LSTM,99.31,0.9851,0.9931,0.9923,0.4994,99.36,0.9723,0.9936,0.9778,99.62,1.3892,99.46,0.9928,99.56,0.9793,0.04999999999999716,-0.012799999999999923,Cascade,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LightGBM,77.07,0.6225,0.6934,0.0378,0.2365,76.54,0.4636,0.6798,0.0291,87.4,0.7777,76.81,0.5086,95.93,0.9149,-0.5299999999999869,-0.15890000000000004,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MAMBA,97.31,0.9579,0.9734,0.9655,0.295,94.3,0.8587,0.9443,0.9296,98.65,1.0083,94.62,0.9306,98.29,0.9166,-3.010000000000005,-0.09919999999999995,Joint,Joint
100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log,TRANSFORMER,98.45,0.8621,0.9857,0.9936,0.2045,99.06,0.9024,0.9908,0.7778,99.81,0.856,99.11,0.9881,99.77,0.9644,0.6099999999999994,0.0403,Cascade,Cascade
100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log,CNN,40.99,0.2089,0.4267,0.0,1.1008,70.95,0.2255,0.6277,0.0,19.87,2.6266,72.42,0.4771,19.84,0.1437,29.96,0.016600000000000004,Cascade,Cascade
100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log,LSTM,33.76,0.1833,0.4144,0.0431,0.4777,64.06,0.2026,0.6003,0.0,0.94,1.3309,68.88,0.5211,0.99,0.0065,30.300000000000004,0.01930000000000001,Cascade,Cascade
100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log,LightGBM,73.84,0.2124,0.6273,0.0,0.1655,74.62,0.2137,0.6378,0.0,,0.662,74.62,0.4273,77.93,0.292,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log,MAMBA,35.22,0.2091,0.44,0.1244,0.236,47.37,0.2466,0.5437,0.1111,33.91,0.9125,57.14,0.5362,29.73,0.2317,12.149999999999999,0.037500000000000006,Cascade,Cascade
100min1500EvalTest_Seed0,geo/100min-1500/100min1500EvalTest_Seed0.log,TRANSFORMER,35.33,0.2255,0.4331,0.1975,0.1891,58.99,0.2553,0.6041,0.1022,35.11,0.8735,64.64,0.5449,25.71,0.2158,23.660000000000004,0.02980000000000002,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,CNN,74.83,0.214,0.6405,0.0,1.1126,74.83,0.214,0.6405,0.0,,2.7523,74.83,0.428,79.51,0.2953,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,LSTM,74.83,0.214,0.6405,0.0,0.5291,74.83,0.214,0.6405,0.0,,1.5938,74.83,0.428,17.68,0.1211,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,LightGBM,50.17,0.4125,0.5434,0.0,0.1885,49.55,0.4529,0.5326,0.0,96.12,0.6993,50.29,0.4952,97.04,0.6423,-0.6200000000000045,0.04040000000000005,Joint,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,MAMBA,25.85,0.1262,0.1923,0.0,0.3366,74.83,0.214,0.6405,0.0,,1.1108,74.83,0.428,79.51,0.2953,48.98,0.08779999999999999,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,TRANSFORMER,74.83,0.214,0.6405,0.0,0.2358,20.02,0.0834,0.0668,0.0,79.51,0.867,25.17,0.2011,79.51,0.2953,-54.81,-0.1306,Joint,Joint
100min1500Energy_J2Energy_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed0.log,CNN,74.71,0.2138,0.639,0.0,1.106,74.71,0.2138,0.639,0.0,,2.6347,74.71,0.4276,78.56,0.2933,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed0.log,LSTM,1.25,0.0079,0.0197,0.0,0.4489,74.71,0.2138,0.639,0.0,,1.358,74.71,0.4276,0.99,0.0065,73.46,0.2059,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed0.log,LightGBM,27.99,0.1524,0.3747,0.0,0.1377,66.36,0.2343,0.6245,0.0,61.56,0.7795,67.84,0.4965,78.45,0.2931,38.370000000000005,0.0819,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed0.log,MAMBA,72.88,0.2128,0.6306,0.0,0.2827,72.01,0.2124,0.6279,0.0,88.97,1.032,72.03,0.4243,77.8,0.3043,-0.8699999999999903,-0.0003999999999999837,Joint,Joint
100min1500Energy_J2Energy_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed0.log,TRANSFORMER,74.71,0.2138,0.639,0.0,0.2105,0.25,0.0012,0.0,0.0,0.99,0.8461,25.29,0.2019,0.99,0.0065,-74.46,-0.21259999999999998,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,CNN,74.53,0.2135,0.6366,0.0,1.1037,74.53,0.2135,0.6366,0.0,,2.7683,74.53,0.427,79.1,0.2944,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,LSTM,6.07,0.031,0.0247,0.0,0.518,0.25,0.0013,0.0,0.0,0.98,1.522,25.47,0.203,0.98,0.0065,-5.82,-0.0297,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,LightGBM,55.66,0.4851,0.5943,0.0,0.1768,56.97,0.4939,0.6079,0.0,97.92,0.7264,57.32,0.5475,98.62,0.6564,1.3100000000000023,0.00880000000000003,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,MAMBA,36.97,0.1896,0.3763,0.0,0.3351,44.43,0.2159,0.4753,0.0,78.04,1.084,47.82,0.4626,79.1,0.2944,7.460000000000001,0.026300000000000018,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,TRANSFORMER,20.14,0.0838,0.0676,0.0,0.2144,74.53,0.2135,0.6366,0.0,,0.8518,74.53,0.427,79.1,0.2944,54.39,0.12969999999999998,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0.log,CNN,74.71,0.2138,0.639,0.0,1.1054,74.71,0.2138,0.639,0.0,,2.7535,74.71,0.4276,78.56,0.2933,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0.log,LSTM,74.71,0.2138,0.639,0.0,0.5289,74.71,0.2138,0.639,0.0,,1.5285,74.71,0.4276,0.99,0.0065,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0.log,LightGBM,51.2,0.4612,0.5502,0.0,0.1421,53.87,0.4854,0.5778,0.0,98.68,0.6858,54.1,0.5254,99.05,0.6592,2.6699999999999946,0.0242,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0.log,MAMBA,74.71,0.2138,0.639,0.0,0.3717,74.71,0.2138,0.639,0.0,,1.0858,74.71,0.4276,78.56,0.2933,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed0.log,TRANSFORMER,19.87,0.0829,0.0659,0.0,0.216,19.87,0.0829,0.0659,0.0,78.56,0.8706,25.29,0.2019,78.56,0.2933,0.0,0.0,Tie,Tie
100min1500Test_leo_Seed1,geo/100min-1500/100min1500Test_leo_Seed1.log,CNN,44.91,0.2217,0.5129,0.0667,1.1086,73.04,0.2274,0.6401,0.0,34.92,2.7343,73.72,0.4604,31.55,0.2422,28.13000000000001,0.005699999999999983,Cascade,Cascade
100min1500Test_leo_Seed1,geo/100min-1500/100min1500Test_leo_Seed1.log,LSTM,47.51,0.2602,0.5337,0.0089,0.4856,55.96,0.1903,0.5663,0.0,0.76,1.3517,64.07,0.5347,0.99,0.0066,8.450000000000003,-0.06989999999999999,Cascade,Joint
100min1500Test_leo_Seed1,geo/100min-1500/100min1500Test_leo_Seed1.log,LightGBM,74.07,0.2128,0.6304,0.0,0.1527,74.83,0.214,0.6405,0.0,,0.6605,74.83,0.428,79.43,0.2951,0.7600000000000051,0.0012000000000000066,Cascade,Cascade
100min1500Test_leo_Seed1,geo/100min-1500/100min1500Test_leo_Seed1.log,MAMBA,48.34,0.214,0.5292,0.0538,0.2357,74.83,0.214,0.6405,0.0,,0.8721,74.83,0.428,7.15,0.0918,26.489999999999995,0.0,Cascade,Tie
100min1500Test_leo_Seed1,geo/100min-1500/100min1500Test_leo_Seed1.log,TRANSFORMER,31.16,0.2069,0.402,0.2489,0.1844,63.13,0.2234,0.5987,0.0,18.55,0.8047,67.74,0.5267,12.23,0.1208,31.970000000000002,0.016499999999999987,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,CNN,99.8,0.9975,0.998,0.9939,1.1191,99.67,0.9953,0.9967,0.9875,99.71,2.7766,99.74,0.9966,99.7,0.997,-0.12999999999999545,-0.0022000000000000908,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LSTM,99.74,0.9955,0.9974,0.989,0.533,99.81,0.9977,0.9981,0.9906,99.95,1.6405,99.83,0.9977,99.95,0.9995,0.07000000000000739,0.0021999999999999797,Cascade,Cascade
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,LightGBM,99.79,0.9908,0.9979,0.9595,0.1438,99.54,0.9903,0.9953,0.9556,99.97,0.6722,99.54,0.994,99.97,0.9946,-0.25,-0.000500000000000056,Joint,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,MAMBA,99.49,0.98,0.9949,0.9854,0.3514,99.65,0.979,0.9965,0.9874,99.59,1.1335,99.75,0.9967,99.58,0.9922,0.1600000000000108,-0.0010000000000000009,Cascade,Joint
100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0,geo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed0.log,TRANSFORMER,99.8,0.9978,0.998,0.9959,0.2274,99.61,0.9969,0.9961,0.995,100.0,0.8689,99.61,0.9948,100.0,1.0,-0.18999999999999773,-0.0009000000000000119,Joint,Joint
100min1500Test_leo_Seed2,geo/100min-1500/100min1500Test_leo_Seed2.log,CNN,39.53,0.2121,0.4812,0.0002,1.1092,57.65,0.2225,0.5743,0.0,22.91,2.7716,64.14,0.5379,18.29,0.1599,18.119999999999997,0.010399999999999993,Cascade,Cascade
100min1500Test_leo_Seed2,geo/100min-1500/100min1500Test_leo_Seed2.log,LSTM,58.5,0.2586,0.5983,0.0311,0.4824,48.92,0.1926,0.5334,0.0,2.53,1.373,60.66,0.5458,2.17,0.0378,-9.579999999999998,-0.066,Joint,Joint
100min1500Test_leo_Seed2,geo/100min-1500/100min1500Test_leo_Seed2.log,LightGBM,73.75,0.2122,0.6261,0.0,0.1755,74.53,0.2135,0.6366,0.0,,0.6491,74.53,0.427,78.57,0.3001,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
100min1500Test_leo_Seed2,geo/100min-1500/100min1500Test_leo_Seed2.log,MAMBA,37.45,0.1866,0.4508,0.0473,0.237,70.03,0.2274,0.6296,0.0089,39.47,0.9064,71.16,0.4713,25.09,0.2069,32.58,0.0408,Cascade,Cascade
100min1500Test_leo_Seed2,geo/100min-1500/100min1500Test_leo_Seed2.log,TRANSFORMER,26.07,0.1741,0.3625,0.091,0.1851,61.65,0.2703,0.6204,0.0178,55.8,0.8187,65.3,0.5445,38.29,0.271,35.58,0.09619999999999998,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed1.log,CNN,74.83,0.214,0.6405,0.0,1.1173,74.83,0.214,0.6405,0.0,,2.6261,74.83,0.428,78.65,0.3039,0.0,0.0,Tie,Tie
100min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed1.log,LSTM,74.83,0.214,0.6405,0.0,0.467,4.83,0.03,0.0862,0.0,0.94,1.3149,29.37,0.2637,0.99,0.0066,-70.0,-0.184,Joint,Joint
100min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed1.log,LightGBM,66.36,0.2289,0.6161,0.0,0.1599,67.34,0.231,0.6269,0.0,60.41,0.6623,68.59,0.4872,79.43,0.2951,0.980000000000004,0.0021000000000000185,Cascade,Cascade
100min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed1.log,MAMBA,74.83,0.214,0.6405,0.0,0.2815,73.97,0.2142,0.6376,0.0,89.71,0.972,73.98,0.428,39.17,0.2548,-0.8599999999999994,0.00020000000000000573,Joint,Cascade
100min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_Test_leo_Seed1.log,TRANSFORMER,74.83,0.214,0.6405,0.0,0.2082,74.83,0.214,0.6405,0.0,,0.823,74.83,0.428,0.99,0.0066,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,CNN,99.51,0.9958,0.9951,0.9736,0.3126,99.51,0.9958,0.9951,0.9784,100.0,1.0291,99.51,0.9936,100.0,1.0,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LSTM,99.51,0.9958,0.9951,0.9736,0.0979,99.51,0.9958,0.9951,0.9736,100.0,0.6948,99.51,0.9936,100.0,1.0,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,LightGBM,99.44,0.9922,0.9944,0.9744,0.0174,90.38,0.8251,0.8958,0.6151,99.93,0.4514,90.39,0.8567,99.93,0.9983,-9.060000000000002,-0.16710000000000003,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,MAMBA,98.4,0.9639,0.9841,0.952,0.1217,98.73,0.9673,0.9873,0.9478,97.01,0.6443,99.5,0.9935,97.02,0.9618,0.3299999999999983,0.0034000000000000696,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log,TRANSFORMER,99.51,0.9958,0.9951,0.9736,0.0701,99.51,0.9958,0.9951,0.9736,100.0,0.5501,99.51,0.9936,100.0,1.0,0.0,0.0,Tie,Tie
10min1500Test_leo_Seed2,geo/10min-1500/10min1500Test_leo_Seed2.log,CNN,32.37,0.2349,0.4028,0.2044,0.3118,43.28,0.2663,0.5163,0.2489,36.32,1.0492,56.29,0.5522,33.39,0.2862,10.910000000000004,0.031399999999999983,Cascade,Cascade
10min1500Test_leo_Seed2,geo/10min-1500/10min1500Test_leo_Seed2.log,LSTM,39.87,0.2122,0.4739,0.0305,0.0893,44.54,0.2137,0.5061,0.0049,16.29,0.5935,59.04,0.5645,16.82,0.1652,4.670000000000002,0.0015000000000000013,Cascade,Cascade
10min1500Test_leo_Seed2,geo/10min-1500/10min1500Test_leo_Seed2.log,LightGBM,73.0,0.211,0.6161,0.0,0.0176,74.04,0.2127,0.63,0.0,,0.4483,74.04,0.4254,70.78,0.2763,1.0400000000000063,0.001700000000000007,Cascade,Cascade
10min1500Test_leo_Seed2,geo/10min-1500/10min1500Test_leo_Seed2.log,MAMBA,41.33,0.235,0.4938,0.1091,0.1207,42.7,0.2497,0.51,0.1572,28.31,0.6676,56.6,0.5518,26.2,0.2494,1.3700000000000045,0.014700000000000019,Cascade,Cascade
10min1500Test_leo_Seed2,geo/10min-1500/10min1500Test_leo_Seed2.log,TRANSFORMER,33.68,0.2027,0.4238,0.042,0.0652,42.61,0.2568,0.5095,0.0933,33.28,0.5643,56.27,0.5521,28.98,0.2676,8.93,0.05409999999999998,Cascade,Cascade
10min1500Energy_J2Energy_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed2.log,CNN,74.04,0.2127,0.63,0.0,0.3189,74.04,0.2127,0.63,0.0,,1.0414,74.04,0.4254,70.25,0.2751,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed2.log,LSTM,74.04,0.2127,0.63,0.0,0.0924,56.54,0.2559,0.5803,0.0,70.03,0.5683,60.51,0.5533,70.25,0.2751,-17.500000000000007,0.043200000000000016,Joint,Cascade
10min1500Energy_J2Energy_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed2.log,LightGBM,72.7,0.2161,0.6192,0.0,0.0202,73.94,0.2151,0.6317,0.0,38.1,0.4396,74.09,0.4342,70.78,0.2763,1.2399999999999949,-0.0009999999999999731,Cascade,Joint
10min1500Energy_J2Energy_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed2.log,MAMBA,64.04,0.1952,0.5782,0.0,0.1279,26.68,0.1601,0.2444,0.0,64.26,0.6671,35.96,0.3428,64.26,0.309,-37.36000000000001,-0.03510000000000002,Joint,Joint
10min1500Energy_J2Energy_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed2.log,TRANSFORMER,74.04,0.2127,0.63,0.0,0.0688,74.04,0.2127,0.63,0.0,,0.526,74.04,0.4254,70.25,0.2751,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,CNN,74.04,0.2127,0.63,0.0,0.3083,74.04,0.2127,0.63,0.0,,0.9921,74.04,0.4254,71.45,0.2778,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,LSTM,74.04,0.2127,0.63,0.0,0.0945,74.04,0.2127,0.63,0.0,,0.6532,74.04,0.4254,18.92,0.1061,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,LightGBM,37.5,0.2457,0.3762,0.0,0.0168,52.77,0.2565,0.5532,0.0,70.13,0.4363,57.43,0.543,71.76,0.2965,15.270000000000003,0.010800000000000004,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,MAMBA,74.04,0.2127,0.63,0.0,0.121,74.04,0.2127,0.63,0.0,,0.63,74.04,0.4254,71.45,0.2778,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed1.log,TRANSFORMER,74.04,0.2127,0.63,0.0,0.0722,74.04,0.2127,0.63,0.0,,0.5228,74.04,0.4254,18.92,0.1061,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,CNN,74.04,0.2127,0.63,0.0,0.3135,74.04,0.2127,0.63,0.0,,1.0146,74.04,0.4254,70.25,0.2751,0.0,0.0,Tie,Tie
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,LSTM,22.04,0.1198,0.2777,0.0,0.0928,5.22,0.0248,0.0052,0.0,20.12,0.6966,25.96,0.2061,20.12,0.1117,-16.82,-0.095,Joint,Joint
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,LightGBM,39.15,0.2192,0.3978,0.0,0.0158,52.83,0.2974,0.5581,0.0,73.07,0.4426,56.93,0.5368,74.69,0.3889,13.68,0.07819999999999999,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,MAMBA,28.23,0.1437,0.2376,0.0,0.1255,37.84,0.1939,0.3976,0.0,70.42,0.6392,43.71,0.4362,70.25,0.2751,9.610000000000003,0.050199999999999995,Cascade,Cascade
10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2,geo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_leo_Seed2.log,TRANSFORMER,5.22,0.0248,0.0052,0.0,0.067,74.04,0.2127,0.63,0.0,,0.5255,74.04,0.4254,70.25,0.2751,68.82000000000001,0.1879,Cascade,Cascade
10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,CNN,99.42,0.9941,0.9942,0.9694,0.3155,99.38,0.9932,0.9937,0.9676,99.74,1.0197,99.44,0.9928,99.74,0.9972,-0.04000000000000625,-0.0009000000000000119,Joint,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LSTM,97.56,0.9768,0.9757,0.9598,0.0901,98.52,0.9856,0.9853,0.967,99.7,0.5723,98.6,0.9819,99.7,0.9967,0.9599999999999937,0.00880000000000003,Cascade,Cascade
10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,LightGBM,74.65,0.4723,0.6447,0.0,0.0231,74.84,0.3506,0.6475,0.0012,83.02,0.4473,75.04,0.4709,83.67,0.748,0.18999999999999773,-0.12169999999999997,Cascade,Joint
10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,MAMBA,91.48,0.9025,0.9169,0.8597,0.1295,96.42,0.9403,0.9641,0.8993,97.14,0.6355,97.12,0.9626,96.94,0.9609,4.939999999999998,0.037800000000000056,Cascade,Cascade
10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log,TRANSFORMER,99.5,0.9957,0.995,0.973,0.0673,99.5,0.9957,0.995,0.9736,100.0,0.5293,99.5,0.9935,100.0,1.0,0.0,0.0,Tie,Tie
10min1500EvalTest_Seed2,geo/10min-1500/10min1500EvalTest_Seed2.log,CNN,33.6,0.2408,0.4144,0.2,0.3109,42.18,0.257,0.5084,0.2104,31.04,1.0467,56.3,0.5525,27.78,0.2616,8.579999999999998,0.01620000000000002,Cascade,Cascade
10min1500EvalTest_Seed2,geo/10min-1500/10min1500EvalTest_Seed2.log,LSTM,36.42,0.2092,0.4444,0.0396,0.0885,43.8,0.2119,0.4956,0.0,19.2,0.654,58.39,0.5622,17.31,0.1562,7.3799999999999955,0.002700000000000008,Cascade,Cascade
10min1500EvalTest_Seed2,geo/10min-1500/10min1500EvalTest_Seed2.log,LightGBM,71.98,0.2093,0.6025,0.0,0.0181,73.88,0.2124,0.6278,0.0,,0.4718,73.88,0.4249,69.6,0.2736,1.8999999999999915,0.0030999999999999917,Cascade,Cascade
