Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.384,0.1053,0.3421,0.1524,1.3983
LSTM,Joint,2,1.3472,0.141,0.2721,0.1393,1.302
LSTM,Joint,3,1.3003,0.1358,0.3514,0.0652,1.3108
LSTM,Joint,4,1.2842,0.1165,0.3379,0.1445,1.2766
LSTM,Joint,5,1.2799,0.0848,0.3649,0.068,1.2924
LSTM,Joint,6,1.2687,0.1129,0.3542,0.0794,1.262
LSTM,Joint,7,1.2396,0.1271,0.399,0.1801,1.2324
LSTM,Joint,8,1.1791,0.1455,0.4569,0.1869,1.1475
LSTM,Joint,9,1.0987,0.1901,0.5762,0.2824,1.0956
LSTM,Joint,10,1.0121,0.2497,0.5967,0.3322,1.0315
LSTM,Joint,11,0.9508,0.2738,0.6384,0.3788,0.989
LSTM,Joint,12,0.8817,0.3329,0.6609,0.4289,0.9471
LSTM,Joint,13,0.8444,0.3906,0.6343,0.4659,0.8897
LSTM,Joint,14,0.8049,0.3665,0.7168,0.462,0.8935
LSTM,Joint,15,0.7793,0.3433,0.693,0.4514,0.8519
LSTM,Joint,16,0.7489,0.3207,0.7183,0.4258,0.8705
LSTM,Joint,17,0.7307,0.3013,0.7204,0.4218,0.8102
LSTM,Joint,18,0.7046,0.3876,0.74,0.4943,0.8128
LSTM,Joint,19,0.6881,0.4136,0.7341,0.5149,0.7865
LSTM,Joint,20,0.6723,0.3633,0.7284,0.4759,0.781
LSTM,Joint,21,0.6542,0.3667,0.661,0.4629,0.7607
LSTM,Joint,22,0.6351,0.3737,0.7347,0.4793,0.777
LSTM,Joint,23,0.6186,0.4139,0.7546,0.514,0.745
LSTM,Joint,24,0.6047,0.4161,0.7804,0.5119,0.7939
LSTM,Joint,25,0.5921,0.4334,0.758,0.5359,0.6981
LSTM,Joint,26,0.578,0.4268,0.7591,0.5422,0.692
LSTM,Joint,27,0.5679,0.4851,0.7851,0.5758,0.7099
LSTM,Joint,28,0.5545,0.4903,0.7807,0.5855,0.6908
LSTM,Joint,29,0.5411,0.484,0.8006,0.5831,0.6873
LSTM,Joint,30,0.5358,0.497,0.7829,0.5826,0.6814
LSTM,Joint,31,0.5231,0.4855,0.805,0.5892,0.6557
LSTM,Joint,32,0.515,0.3981,0.7785,0.521,0.6871
LSTM,Joint,33,0.5071,0.4494,0.8014,0.5528,0.7069
LSTM,Joint,34,0.4986,0.5044,0.8134,0.6017,0.6761
LSTM,Joint,35,0.4899,0.5391,0.7876,0.6222,0.6558
LSTM,Joint,36,0.4847,0.4708,0.7991,0.5836,0.6404
LSTM,Joint,37,0.4798,0.4863,0.8124,0.5982,0.6239
LSTM,Joint,38,0.4705,0.4839,0.8276,0.5879,0.6698
LSTM,Joint,39,0.4616,0.5153,0.8295,0.6191,0.6294
LSTM,Joint,40,0.4564,0.5187,0.8189,0.6171,0.6302
LSTM,Joint,41,0.451,0.4128,0.8341,0.5281,0.7387
LSTM,Joint,42,0.4468,0.4875,0.8354,0.5998,0.6373
LSTM,Joint,43,0.4343,0.4955,0.8392,0.5965,0.6527
LSTM,Joint,44,0.3973,0.5817,0.8543,0.6696,0.5987
LSTM,Joint,45,0.3881,0.5437,0.8505,0.6414,0.5986
LSTM,Joint,46,0.3817,0.6058,0.8085,0.6787,0.5748
LSTM,Joint,47,0.379,0.5689,0.8609,0.6665,0.5868
LSTM,Joint,48,0.379,0.4988,0.847,0.6122,0.621
LSTM,Joint,49,0.3752,0.5456,0.8586,0.6451,0.5914
LSTM,Joint,50,0.3679,0.5556,0.8395,0.6508,0.5881
LSTM,Joint,51,0.3691,0.5717,0.8504,0.6643,0.6009
LSTM,Joint,52,0.3656,0.5221,0.8324,0.6232,0.6039
LSTM,Joint,53,0.3444,0.587,0.8584,0.6779,0.5711
LSTM,Joint,54,0.3363,0.6349,0.8481,0.7051,0.5629
LSTM,Joint,55,0.3359,0.6038,0.8534,0.6868,0.5773
LSTM,Joint,56,0.3324,0.6103,0.8535,0.6908,0.5733
LSTM,Joint,57,0.3328,0.5666,0.8445,0.664,0.5576
LSTM,Joint,58,0.3312,0.5734,0.8565,0.6691,0.5661
LSTM,Joint,59,0.3295,0.5978,0.8637,0.6856,0.5812
LSTM,Joint,60,0.3272,0.6305,0.8588,0.7083,0.5511
LSTM,Joint,61,0.3252,0.6158,0.8677,0.6992,0.5714
LSTM,Joint,62,0.3238,0.593,0.8575,0.6836,0.5667
LSTM,Joint,63,0.3197,0.6174,0.8635,0.6997,0.571
LSTM,Joint,64,0.3177,0.6405,0.8559,0.7116,0.5692
LSTM,Joint,65,0.3156,0.6211,0.8428,0.6984,0.563
LSTM,Joint,66,0.315,0.6092,0.8655,0.6983,0.56
LSTM,Joint,67,0.3055,0.6254,0.8722,0.7078,0.5603
LSTM,Joint,68,0.3019,0.6482,0.8392,0.7138,0.549
LSTM,Joint,69,0.3014,0.6304,0.8534,0.7085,0.55
LSTM,Joint,70,0.3016,0.6263,0.8597,0.706,0.5551
LSTM,Joint,71,0.3002,0.6413,0.8403,0.7103,0.5501
LSTM,Joint,72,0.2991,0.6596,0.8561,0.7241,0.5592
LSTM,Joint,73,0.2989,0.6221,0.8563,0.7032,0.5551
LSTM,Joint,74,0.2973,0.6444,0.8569,0.7165,0.556
LSTM,Joint,75,0.2929,0.6287,0.8494,0.7058,0.5534
LSTM,Joint,76,0.291,0.6527,0.8399,0.718,0.5446
LSTM,Joint,77,0.29,0.6568,0.8499,0.7224,0.5462
LSTM,Joint,78,0.2895,0.6357,0.8574,0.7122,0.556
