model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,86,76,0.5446,0.5559,0.7241,0.7135,50500.0,0.385284423828125,89.0662,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,17,7,0.5917,0.5936,0.4863,0.4798,50402.0,0.3845367431640625,17.442,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,59,49,0.1339,0.1492,0.9494,0.9385,50451.0,0.38491058349609375,60.5292,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,77,67,0.5746,0.5898,0.7328,0.7328,17044.0,0.130035400390625,311.6618,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,45,35,0.5819,0.5898,0.4986,0.4984,16786.0,0.1280670166015625,182.1351,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,56,46,0.5835,0.6641,0.7991,0.7991,16915.0,0.12905120849609375,226.0638,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,60,50,0.4131,0.4212,0.4843,0.477,288196.0,2.198760986328125,82.9867,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,17,7,0.5964,0.5989,0.4885,0.4834,288066.0,2.1977691650390625,23.538,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,79,69,0.1473,0.1498,0.9492,0.9454,288131.0,2.1982650756835938,109.3126,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Joint,joint,48,38,0.0743,0.0792,0.961,0.9573,473092.0,3.609405517578125,181.9677,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,48,38,0.0571,0.069,0.9655,0.9541,472834.0,3.6074371337890625,181.6642,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,27,17,0.0704,0.0892,0.9773,0.9723,472963.0,3.6084213256835938,102.6165,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4000568389892578,0.3061,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20282840728759766,0.1601,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3009529113769531,0.1407,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,2.1744,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed1,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed1.log
