Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.383,42.34
LSTM,2,1.3735,45.47
LSTM,3,1.3444,51.56
LSTM,4,1.2188,39.53
LSTM,5,1.1843,40.0
LSTM,6,1.1718,42.5
LSTM,7,1.1631,41.09
LSTM,8,1.144,45.47
LSTM,9,1.1538,44.53
LSTM,10,1.1389,47.03
LSTM,11,1.1323,44.22
LSTM,12,1.1414,46.41
LSTM,13,1.115,46.09
LSTM,14,1.1127,44.84
LSTM,15,1.0953,47.03
LSTM,16,1.1052,44.22
LSTM,17,1.1165,44.38
LSTM,18,1.1014,46.41
LSTM,19,1.0943,44.22
LSTM,20,1.1104,43.59
LSTM,21,1.1364,43.12
LSTM,22,1.0827,44.53
LSTM,23,1.0935,44.38
LSTM,24,1.0802,46.72
LSTM,25,1.0872,46.25
LSTM,26,1.0924,48.75
LSTM,27,1.0981,44.06
LSTM,28,1.0762,47.5
LSTM,29,1.0786,48.12
LSTM,30,1.0757,45.0
LSTM,31,1.0725,50.78
LSTM,32,1.0771,44.06
LSTM,33,1.109,47.81
LSTM,34,1.0637,48.28
LSTM,35,1.0636,47.34
LSTM,36,1.0664,50.0
LSTM,37,1.0989,47.34
LSTM,38,1.101,47.81
LSTM,39,1.0436,48.44
LSTM,40,1.0513,50.62
LSTM,41,1.1168,47.5
LSTM,42,1.0498,46.72
LSTM,43,1.0472,47.81
LSTM,44,1.0387,48.12
LSTM,45,1.0167,50.47
LSTM,46,1.0,50.16
LSTM,47,1.0007,52.34
LSTM,48,0.9762,51.72
LSTM,49,0.9918,50.31
LSTM,50,0.981,52.66
LSTM,51,1.0486,51.88
LSTM,52,0.9837,52.19
LSTM,53,1.0042,52.19
LSTM,54,0.9914,51.56
LSTM,55,0.9887,53.44
LSTM,56,1.0159,52.19
LSTM,57,1.0287,52.81
LSTM,58,1.0715,50.78
Mamba,1,1.3767,25.16
Mamba,2,1.3375,37.03
Mamba,3,1.2645,33.59
Mamba,4,1.2426,36.56
Mamba,5,1.2298,35.47
Mamba,6,1.2191,35.94
Mamba,7,1.2148,36.25
Mamba,8,1.2085,37.5
Mamba,9,1.2037,37.5
Mamba,10,1.2011,37.66
Mamba,11,1.1984,38.28
Mamba,12,1.1927,38.75
Mamba,13,1.1894,39.06
Mamba,14,1.1886,40.0
Mamba,15,1.1844,40.31
Mamba,16,1.1813,40.31
Mamba,17,1.1814,39.69
Mamba,18,1.1786,40.78
Mamba,19,1.1769,40.47
Mamba,20,1.1752,40.62
Mamba,21,1.1728,40.16
Mamba,22,1.171,41.25
Mamba,23,1.1693,39.69
Mamba,24,1.1689,40.62
Mamba,25,1.1675,40.0
Mamba,26,1.1714,40.47
Mamba,27,1.162,40.78
Mamba,28,1.1699,39.69
Mamba,29,1.1828,39.22
Mamba,30,1.1593,39.84
Mamba,31,1.1607,40.16
Mamba,32,1.1647,37.5
Mamba,33,1.1454,41.41
Mamba,34,1.176,39.22
Mamba,35,1.1413,39.38
Mamba,36,1.1489,40.78
Mamba,37,1.145,40.47
Mamba,38,1.137,42.81
Mamba,39,1.1249,42.81
Mamba,40,1.1325,42.66
Mamba,41,1.1256,44.06
Mamba,42,1.1388,42.81
Mamba,43,1.1128,45.78
Mamba,44,1.1052,44.69
Mamba,45,1.1068,44.69
Mamba,46,1.1172,45.62
Mamba,47,1.1119,44.53
Mamba,48,1.1138,47.34
Mamba,49,1.0828,47.66
Mamba,50,1.0975,48.59
Mamba,51,1.0786,47.97
Mamba,52,1.0732,49.84
Mamba,53,1.0777,51.41
