Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.1174,43.67
LSTM,2,1.0608,44.89
LSTM,3,1.0321,44.89
LSTM,4,1.0221,45.78
LSTM,5,1.0397,44.89
LSTM,6,1.0209,45.44
LSTM,7,1.0313,45.11
LSTM,8,1.029,45.11
LSTM,9,1.1012,42.78
LSTM,10,1.0149,44.67
LSTM,11,0.9744,47.44
LSTM,12,0.9563,47.78
LSTM,13,0.987,46.67
LSTM,14,0.9756,46.89
LSTM,15,0.9792,47.56
LSTM,16,1.0435,45.33
LSTM,17,1.0065,46.22
LSTM,18,0.9801,46.44
LSTM,19,1.0226,46.67
LSTM,20,1.0205,46.56
LSTM,21,1.0421,47.33
LSTM,22,1.0137,46.44
Mamba,1,1.0352,44.67
Mamba,2,0.9212,49.44
Mamba,3,0.8827,51.78
Mamba,4,0.8591,50.89
Mamba,5,0.8686,53.67
Mamba,6,0.8489,56.56
Mamba,7,0.8786,52.44
Mamba,8,0.8548,55.11
Mamba,9,0.8546,54.56
Mamba,10,0.8297,58.78
Mamba,11,0.8233,56.33
Mamba,12,0.8551,56.22
Mamba,13,0.8173,56.44
Mamba,14,0.8075,61.22
Mamba,15,0.8076,58.44
Mamba,16,0.8085,58.89
Mamba,17,0.8047,59.78
Mamba,18,0.8176,58.22
Mamba,19,0.8395,54.44
Mamba,20,0.81,58.33
Mamba,21,0.8415,55.11
Mamba,22,0.7947,58.11
Mamba,23,0.8227,58.33
Mamba,24,0.8188,57.33
Mamba,25,0.7924,60.11
Mamba,26,0.7932,61.67
Mamba,27,0.7857,60.56
Mamba,28,0.7903,60.56
Mamba,29,0.8344,60.78
Mamba,30,0.7827,60.78
Mamba,31,0.7925,60.89
Mamba,32,0.8044,59.78
Mamba,33,0.8828,56.0
Mamba,34,0.7636,63.44
Mamba,35,0.7543,65.33
Mamba,36,0.7808,63.11
Mamba,37,0.7517,63.44
Mamba,38,0.7911,63.11
Mamba,39,0.8626,58.33
Mamba,40,0.7775,62.22
Mamba,41,0.7698,61.44
Mamba,42,0.769,62.78
Mamba,43,0.7435,67.33
Mamba,44,0.7671,64.0
Mamba,45,0.7634,63.89
Mamba,46,0.7924,63.67
Mamba,47,0.7401,64.89
Mamba,48,0.7278,67.33
Mamba,49,0.794,61.44
Mamba,50,0.7256,67.89
Mamba,51,0.8129,63.22
Mamba,52,0.7283,64.67
Mamba,53,0.7767,63.56
Mamba,54,0.7403,65.56
Mamba,55,0.724,64.33
Mamba,56,0.7686,63.67
Mamba,57,0.7336,68.0
Mamba,58,0.7446,64.44
Mamba,59,0.798,61.78
Mamba,60,0.7323,64.78
Mamba,61,0.7191,68.0
Mamba,62,0.7196,65.67
Mamba,63,0.7477,64.56
Mamba,64,0.6997,67.56
Mamba,65,0.7215,64.11
Mamba,66,0.6976,68.89
Mamba,67,0.7576,64.67
Mamba,68,0.7768,63.22
Mamba,69,0.7511,65.11
Mamba,70,0.6887,69.22
Mamba,71,0.6835,68.89
Mamba,72,0.6639,71.56
Mamba,73,0.688,67.78
Mamba,74,0.7092,68.0
Mamba,75,0.6743,70.89
Mamba,76,0.965,65.78
Mamba,77,0.7032,67.89
Mamba,78,0.7207,69.22
Mamba,79,0.65,73.33
Mamba,80,0.6567,70.0
Mamba,81,0.6836,68.89
Mamba,82,0.6781,71.22
Mamba,83,0.6338,73.67
Mamba,84,0.6786,70.0
Mamba,85,0.6824,69.89
Mamba,86,0.6254,73.44
Mamba,87,0.6397,71.33
Mamba,88,0.6411,72.44
Mamba,89,0.6502,73.56
Mamba,90,0.6454,71.89
Mamba,91,0.6304,73.44
Mamba,92,0.6347,74.11
Mamba,93,0.5929,77.22
Mamba,94,0.6202,75.22
Mamba,95,0.5994,76.44
Mamba,96,0.5929,75.56
Mamba,97,0.6068,75.89
Mamba,98,0.5979,76.89
Mamba,99,0.6237,75.11
Mamba,100,0.5897,77.0
Transformer,1,0.9394,47.89
Transformer,2,0.8831,50.89
Transformer,3,0.8397,54.0
Transformer,4,0.797,59.11
Transformer,5,0.6752,65.33
Transformer,6,0.4661,78.0
Transformer,7,0.6188,73.0
Transformer,8,0.4215,81.56
Transformer,9,0.229,91.0
Transformer,10,0.2275,91.44
Transformer,11,0.2272,91.44
Transformer,12,0.2481,91.78
Transformer,13,0.2645,89.89
Transformer,14,0.2359,91.56
Transformer,15,0.1774,93.89
Transformer,16,0.2564,89.78
Transformer,17,0.1791,93.89
Transformer,18,0.2599,89.56
Transformer,19,0.1781,93.11
Transformer,20,0.1592,93.44
Transformer,21,0.1663,93.11
Transformer,22,0.1483,94.33
Transformer,23,0.1468,95.0
Transformer,24,0.1612,94.11
Transformer,25,0.174,93.33
Transformer,26,0.1495,94.78
Transformer,27,0.1886,93.0
Transformer,28,0.2846,90.89
Transformer,29,0.1506,94.11
Transformer,30,0.1271,95.11
Transformer,31,0.139,94.22
Transformer,32,0.1429,94.56
Transformer,33,0.1216,95.44
Transformer,34,0.1453,92.89
Transformer,35,0.1295,94.56
Transformer,36,0.1339,95.0
Transformer,37,0.1446,95.78
Transformer,38,0.1237,95.78
Transformer,39,0.1237,96.11
Transformer,40,0.1218,96.22
Transformer,41,0.1191,95.89
Transformer,42,0.1338,95.44
Transformer,43,0.1469,95.0
Transformer,44,0.1005,95.78
Transformer,45,0.0976,95.56
Transformer,46,0.1087,96.0
Transformer,47,0.1211,96.44
Transformer,48,0.1246,96.11
Transformer,49,0.1188,96.33
Transformer,50,0.1112,96.22
Transformer,51,0.1593,94.11
Transformer,52,0.1271,95.89
Transformer,53,0.1338,94.78
Transformer,54,0.1219,96.22
Transformer,55,0.1286,96.33
1D-CNN (InceptionTime),1,0.9172,50.0
1D-CNN (InceptionTime),2,0.8248,57.33
1D-CNN (InceptionTime),3,0.7663,60.67
1D-CNN (InceptionTime),4,0.6105,74.67
1D-CNN (InceptionTime),5,0.4475,80.56
1D-CNN (InceptionTime),6,0.4524,80.89
1D-CNN (InceptionTime),7,0.2921,88.78
1D-CNN (InceptionTime),8,0.2293,90.89
1D-CNN (InceptionTime),9,0.1801,93.33
1D-CNN (InceptionTime),10,0.083,97.78
1D-CNN (InceptionTime),11,0.0497,98.56
1D-CNN (InceptionTime),12,0.0657,98.0
1D-CNN (InceptionTime),13,0.0364,98.89
1D-CNN (InceptionTime),14,0.0548,98.44
