Model,Epoch,Validation Loss,Validation Accuracy
1D-CNN (InceptionTime),15,0.0922,97.33
1D-CNN (InceptionTime),16,0.038,98.89
1D-CNN (InceptionTime),17,0.0742,98.44
1D-CNN (InceptionTime),18,0.1568,95.0
1D-CNN (InceptionTime),19,0.0343,99.11
1D-CNN (InceptionTime),20,0.0249,99.56
1D-CNN (InceptionTime),21,0.0453,98.78
1D-CNN (InceptionTime),22,0.0574,98.67
1D-CNN (InceptionTime),23,0.0322,99.11
1D-CNN (InceptionTime),24,0.0631,98.33
1D-CNN (InceptionTime),25,0.0225,99.33
1D-CNN (InceptionTime),26,0.0297,99.33
1D-CNN (InceptionTime),27,0.0259,99.33
1D-CNN (InceptionTime),28,0.056,98.44
1D-CNN (InceptionTime),29,0.0561,98.44
1D-CNN (InceptionTime),30,0.0206,99.56
1D-CNN (InceptionTime),31,0.0194,99.44
1D-CNN (InceptionTime),32,0.0189,99.44
1D-CNN (InceptionTime),33,0.0261,99.33
1D-CNN (InceptionTime),34,0.0816,97.56
1D-CNN (InceptionTime),35,0.0147,99.78
1D-CNN (InceptionTime),36,0.0149,99.67
1D-CNN (InceptionTime),37,0.03,99.33
1D-CNN (InceptionTime),38,0.0246,99.22
1D-CNN (InceptionTime),39,0.0123,99.67
1D-CNN (InceptionTime),40,0.0321,99.44
1D-CNN (InceptionTime),41,0.0385,99.22
1D-CNN (InceptionTime),42,0.0169,99.44
1D-CNN (InceptionTime),43,0.0072,99.89
1D-CNN (InceptionTime),44,0.0199,99.67
1D-CNN (InceptionTime),45,0.0142,99.67
1D-CNN (InceptionTime),46,0.1032,96.89
1D-CNN (InceptionTime),47,0.0176,99.78
1D-CNN (InceptionTime),48,0.0227,99.44
1D-CNN (InceptionTime),49,0.0192,99.67
1D-CNN (InceptionTime),50,0.0097,99.78
1D-CNN (InceptionTime),51,0.0117,99.78
1D-CNN (InceptionTime),52,0.0101,99.89
1D-CNN (InceptionTime),53,0.0086,99.89
