Model,Epoch,Validation Loss,Validation Accuracy
Mamba,95,0.6839,69.89
Mamba,96,0.6858,69.11
Mamba,97,0.7054,70.0
Mamba,98,0.6813,69.89
Mamba,99,0.6719,70.22
Mamba,100,0.6718,71.11
Transformer,1,0.9113,48.67
Transformer,2,0.85,51.78
Transformer,3,0.8366,52.44
Transformer,4,0.825,52.89
Transformer,5,0.8062,54.67
Transformer,6,0.7961,56.56
Transformer,7,0.7931,55.56
Transformer,8,0.9171,50.56
Transformer,9,0.4899,77.22
Transformer,10,0.3896,86.0
Transformer,11,0.358,86.78
Transformer,12,0.2852,89.67
Transformer,13,0.2295,93.11
Transformer,14,0.2256,91.22
Transformer,15,0.2505,89.67
Transformer,16,0.2277,91.33
Transformer,17,0.2174,91.56
Transformer,18,0.2071,92.89
Transformer,19,0.3042,86.11
Transformer,20,0.1714,93.44
Transformer,21,0.1735,92.89
Transformer,22,0.1458,93.89
Transformer,23,0.1218,95.22
Transformer,24,0.1141,96.0
Transformer,25,0.1256,95.89
Transformer,26,0.2285,90.56
Transformer,27,0.1124,95.67
Transformer,28,0.1895,91.44
Transformer,29,0.1237,95.0
Transformer,30,0.0856,96.44
Transformer,31,0.1221,95.56
Transformer,32,0.0857,96.89
Transformer,33,0.1338,94.78
Transformer,34,0.0859,96.89
Transformer,35,0.1204,95.56
Transformer,36,0.0956,96.33
Transformer,37,0.0821,95.89
Transformer,38,0.1075,95.0
Transformer,39,0.0611,97.33
Transformer,40,0.2033,91.0
Transformer,41,0.0571,97.67
Transformer,42,0.068,96.89
Transformer,43,0.0628,97.33
Transformer,44,0.0509,98.22
Transformer,45,0.0517,98.78
Transformer,46,0.0513,97.56
Transformer,47,0.029,99.56
Transformer,48,0.0372,98.44
Transformer,49,0.1046,95.67
Transformer,50,0.0353,99.0
Transformer,51,0.0305,99.22
Transformer,52,0.0475,98.89
Transformer,53,0.0579,97.78
Transformer,54,0.0257,99.0
Transformer,55,0.0169,99.56
Transformer,56,0.0202,99.11
Transformer,57,0.0321,98.78
Transformer,58,0.0254,99.11
Transformer,59,0.0211,99.33
Transformer,60,0.0277,98.56
Transformer,61,0.0217,99.33
Transformer,62,0.0169,99.56
Transformer,63,0.0151,99.33
Transformer,64,0.0172,99.33
Transformer,65,0.0148,99.56
Transformer,66,0.0132,99.56
Transformer,67,0.0165,99.22
Transformer,68,0.0164,99.33
Transformer,69,0.0145,99.56
Transformer,70,0.0137,99.44
Transformer,71,0.0151,99.56
Transformer,72,0.0142,99.56
Transformer,73,0.0145,99.56
Transformer,74,0.0126,99.56
Transformer,75,0.014,99.33
Transformer,76,0.0112,99.56
Transformer,77,0.0124,99.33
Transformer,78,0.0116,99.44
Transformer,79,0.0142,99.33
Transformer,80,0.0124,99.33
Transformer,81,0.0098,99.44
Transformer,82,0.011,99.56
Transformer,83,0.0145,99.56
Transformer,84,0.0132,99.44
Transformer,85,0.0169,99.33
Transformer,86,0.0157,99.33
Transformer,87,0.0179,99.11
Transformer,88,0.0134,99.33
Transformer,89,0.0122,99.44
Transformer,90,0.0136,99.33
Transformer,91,0.0121,99.33
1D-CNN (InceptionTime),1,0.8726,50.33
1D-CNN (InceptionTime),2,0.8461,52.56
1D-CNN (InceptionTime),3,0.7482,62.89
1D-CNN (InceptionTime),4,0.8652,56.67
1D-CNN (InceptionTime),5,0.5107,79.89
1D-CNN (InceptionTime),6,0.466,76.56
1D-CNN (InceptionTime),7,0.247,92.11
1D-CNN (InceptionTime),8,0.2714,89.22
1D-CNN (InceptionTime),9,0.1886,93.89
1D-CNN (InceptionTime),10,0.1511,95.0
1D-CNN (InceptionTime),11,0.0774,97.22
1D-CNN (InceptionTime),12,0.078,98.0
1D-CNN (InceptionTime),13,0.0402,99.0
1D-CNN (InceptionTime),14,0.0502,98.67
1D-CNN (InceptionTime),15,0.0628,98.33
1D-CNN (InceptionTime),16,0.0784,97.44
1D-CNN (InceptionTime),17,0.0526,98.56
1D-CNN (InceptionTime),18,0.0477,98.56
1D-CNN (InceptionTime),19,0.0799,97.22
1D-CNN (InceptionTime),20,0.0167,99.56
1D-CNN (InceptionTime),21,0.0407,98.67
1D-CNN (InceptionTime),22,0.0174,99.44
1D-CNN (InceptionTime),23,0.0243,99.33
1D-CNN (InceptionTime),24,0.0092,99.78
1D-CNN (InceptionTime),25,0.0165,99.67
1D-CNN (InceptionTime),26,0.042,98.78
1D-CNN (InceptionTime),27,0.0122,99.89
1D-CNN (InceptionTime),28,0.0248,99.44
1D-CNN (InceptionTime),29,0.0251,99.44
1D-CNN (InceptionTime),30,0.0229,99.44
1D-CNN (InceptionTime),31,0.0194,99.56
1D-CNN (InceptionTime),32,0.012,99.56
1D-CNN (InceptionTime),33,0.017,99.78
1D-CNN (InceptionTime),34,0.0111,99.56
