Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.0646,44.44
LSTM,2,1.0438,44.44
LSTM,3,1.0228,44.44
LSTM,4,1.0372,43.67
LSTM,5,1.0128,44.33
LSTM,6,1.0061,45.44
LSTM,7,1.0366,44.89
LSTM,8,1.0222,44.78
LSTM,9,1.0126,45.44
LSTM,10,1.0105,45.44
LSTM,11,1.0069,45.0
LSTM,12,1.023,45.33
LSTM,13,1.0312,45.56
LSTM,14,1.0247,45.67
LSTM,15,1.0074,46.0
LSTM,16,0.9984,45.56
LSTM,17,0.9796,46.67
LSTM,18,1.0026,45.78
LSTM,19,1.0053,45.78
LSTM,20,1.0068,45.78
LSTM,21,0.9881,46.22
LSTM,22,1.002,47.11
LSTM,23,0.9923,46.78
LSTM,24,0.989,46.67
LSTM,25,0.9789,46.67
LSTM,26,0.9815,46.89
LSTM,27,1.0237,46.11
LSTM,28,1.0258,46.67
LSTM,29,1.0117,47.33
LSTM,30,1.0158,46.78
LSTM,31,1.0309,46.89
LSTM,32,1.0044,47.78
LSTM,33,1.0029,46.56
LSTM,34,1.0182,46.89
LSTM,35,1.0241,47.0
Mamba,1,1.0294,45.67
Mamba,2,0.9359,49.0
Mamba,3,0.8973,49.89
Mamba,4,0.8767,51.44
Mamba,5,0.8604,52.56
Mamba,6,0.868,53.0
Mamba,7,0.8472,52.89
Mamba,8,0.8973,53.33
Mamba,9,0.8362,57.0
Mamba,10,0.9197,53.11
Mamba,11,0.8475,55.78
Mamba,12,0.8247,58.67
Mamba,13,0.825,56.22
Mamba,14,0.8434,58.44
Mamba,15,0.8436,57.22
Mamba,16,0.8286,56.78
Mamba,17,0.8172,57.89
Mamba,18,0.8056,58.67
Mamba,19,0.865,58.44
Mamba,20,0.845,57.44
Mamba,21,0.8752,56.33
Mamba,22,0.8177,57.11
Mamba,23,0.8284,58.44
Mamba,24,0.8076,59.89
Mamba,25,0.8171,58.33
Mamba,26,0.788,60.78
Mamba,27,0.7822,62.89
Mamba,28,0.7988,60.0
Mamba,29,0.8134,59.44
Mamba,30,0.7831,61.11
Mamba,31,0.7821,61.0
Mamba,32,0.7815,62.0
Mamba,33,0.7885,61.11
Mamba,34,0.7781,62.22
Mamba,35,0.7943,61.67
Mamba,36,0.7919,60.56
Mamba,37,0.7655,62.44
Mamba,38,0.7681,63.0
Mamba,39,0.7528,63.33
Mamba,40,0.7981,62.22
Mamba,41,0.7542,64.89
Mamba,42,0.7842,61.44
Mamba,43,0.751,65.33
Mamba,44,0.7639,62.78
Mamba,45,0.7395,64.22
Mamba,46,0.7444,63.78
Mamba,47,0.738,66.33
Mamba,48,0.7584,61.44
Mamba,49,0.7362,67.11
Mamba,50,0.744,65.89
Mamba,51,0.7824,63.33
Mamba,52,0.7863,63.44
Mamba,53,0.7367,66.67
Mamba,54,0.7394,65.22
Mamba,55,0.7811,62.33
Mamba,56,0.7235,66.56
Mamba,57,0.7174,67.44
Mamba,58,0.72,66.22
Mamba,59,0.7554,65.78
Mamba,60,0.718,67.0
Mamba,61,0.711,68.33
Mamba,62,0.7299,67.22
Mamba,63,0.7136,66.56
Mamba,64,0.7281,64.22
Mamba,65,0.7207,67.0
Mamba,66,0.7096,67.89
Mamba,67,0.7011,66.89
Mamba,68,0.7047,66.78
Mamba,69,0.7549,66.56
Mamba,70,0.7932,63.78
Mamba,71,0.7019,69.0
Mamba,72,0.7013,69.44
Mamba,73,0.7022,67.0
Mamba,74,0.7097,66.56
Mamba,75,0.6929,68.89
Mamba,76,0.6909,69.33
Mamba,77,0.6957,68.11
Mamba,78,0.6896,69.44
Mamba,79,0.705,69.11
Mamba,80,0.6936,67.78
Mamba,81,0.6896,68.33
Mamba,82,0.6959,67.0
Mamba,83,0.6984,68.0
Mamba,84,0.6868,69.56
Mamba,85,0.6921,68.56
Mamba,86,0.686,70.22
Mamba,87,0.7338,67.33
Mamba,88,0.6802,70.56
Mamba,89,0.6861,70.44
Mamba,90,0.7057,69.78
Mamba,91,0.6821,70.22
Mamba,92,0.6783,71.11
Mamba,93,0.6784,71.22
Mamba,94,0.6866,70.56
