log_stem,log_relpath,model,final_val_accuracy,max_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
100min1500SeqData_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Std_Test_leo_Seed2.log,Transformer,25.0,25.11,23,28,1.3863,213092.0,1.625762939453125,50.3586,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100min1500SeqData_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Std_Test_leo_Seed2.log,1D-CNN (InceptionTime),25.0,25.0,1,40,1.3863,472708.0,3.606475830078125,433.9998,True,0,0.0,0.0,0.0,0.25,0.5156,0.3367,0.2507,0.3822,0.3028,0.2473,0.1022,0.1447,0.187,0.25,0.196,0.187,0.25,0.196,0.0,116.0,86.0,0.0,116.0,85.0,0.0,116.0,86.0,0.0,116.0,86.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,Decision Trees (LightGBM),33.67,33.67,1,1,2.1081,,0.4419374465942383,3.0863,False,0,0.2742,0.9956,0.4299,0.9518,0.3511,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.3065,0.3367,0.2357,0.3065,0.3367,0.2357,224.0,1.0,0.0,146.0,79.0,0.0,223.0,2.0,0.0,224.0,1.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,MiniRocket,19.22,19.22,1,1,,9996.0,0.5931,32.372,False,0,0.0,0.0,0.0,0.0197,0.0311,0.0241,0.0,0.0,0.0,0.3051,0.7378,0.4317,0.0812,0.1922,0.114,0.0812,0.1922,0.114,0.0,106.0,0.0,0.0,7.0,0.0,0.0,184.0,0.0,0.0,59.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,LSTM,25.0,95.33,77,78,2.9967,50500.0,0.385284423828125,526.2092,True,0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,Mamba,25.0,70.33,54,57,4.7101,17044.0,0.130035400390625,289.3949,True,0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,Transformer,25.0,98.56,76,78,5.3373,288324.0,2.199737548828125,153.2184,True,0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0
100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2,geo/100min-1500/100min1500SeqData_Energy_J2Energy_OE_Std_Test_leo_Seed2.log,1D-CNN (InceptionTime),25.0,100.0,10,37,9.1595,473092.0,3.609405517578125,402.5929,True,0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0
100min1500SeqData_Std_Test_leo_Seed0,geo/100min-1500/100min1500SeqData_Std_Test_leo_Seed0.log,Decision Trees (LightGBM),25.22,25.22,1,1,1.4058,,0.4413032531738281,2.1625,False,0,0.3077,0.0178,0.0336,0.253,0.7378,0.3768,0.2561,0.0933,0.1368,0.2416,0.16,0.1925,0.2646,0.2522,0.1849,0.2646,0.2522,0.1849,4.0,162.0,21.0,2.0,166.0,19.0,4.0,163.0,21.0,3.0,165.0,21.0
100min1500SeqData_Std_Test_leo_Seed0,geo/100min-1500/100min1500SeqData_Std_Test_leo_Seed0.log,MiniRocket,25.0,25.0,1,1,,9996.0,0.5914,30.2594,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
