Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3874,0.0775,0.333,0.1241,1.3975
LSTM,Joint,2,1.3642,0.038,0.2674,0.0552,1.3274
LSTM,Joint,3,1.312,0.0366,0.336,0.0642,1.3128
LSTM,Joint,4,1.2931,0.1123,0.3606,0.1516,1.2939
LSTM,Joint,5,1.2902,0.0962,0.3545,0.0938,1.3106
LSTM,Joint,6,1.2857,0.1148,0.339,0.1263,1.2861
LSTM,Joint,7,1.283,0.0352,0.3403,0.0638,1.2769
LSTM,Joint,8,1.2827,0.1143,0.346,0.1154,1.2947
LSTM,Joint,9,1.2824,0.0987,0.3621,0.1047,1.3093
LSTM,Joint,10,1.2812,0.1146,0.3328,0.1498,1.2838
LSTM,Joint,11,1.2804,0.1125,0.35,0.0817,1.2713
LSTM,Joint,12,1.2805,0.0974,0.3653,0.0745,1.2851
LSTM,Joint,13,1.28,0.0337,0.3613,0.0616,1.3005
LSTM,Joint,14,1.2795,0.0937,0.3503,0.1406,1.2847
LSTM,Joint,15,1.2799,0.1108,0.3365,0.079,1.2801
LSTM,Joint,16,1.2789,0.1132,0.348,0.1448,1.2831
LSTM,Joint,17,1.2782,0.1034,0.3188,0.0792,1.2849
LSTM,Joint,18,1.2769,0.1128,0.3513,0.1188,1.2878
LSTM,Joint,19,1.2768,0.1139,0.3604,0.0942,1.2862
LSTM,Joint,20,1.2764,0.1146,0.3548,0.1049,1.2812
LSTM,Joint,21,1.2756,0.1129,0.3474,0.1512,1.2819
LSTM,Stage1,1,0.6764,0.349,0.7093,0.4678,0.6571
LSTM,Stage1,2,0.6282,0.336,0.8463,0.481,0.6305
LSTM,Stage1,3,0.6013,0.3363,0.8545,0.4826,0.6071
LSTM,Stage1,4,0.5939,0.3354,0.8844,0.4863,0.6189
LSTM,Stage1,5,0.5926,0.336,0.905,0.49,0.6173
LSTM,Stage1,6,0.59,0.3281,0.9499,0.4877,0.6331
LSTM,Stage1,7,0.5893,0.3433,0.8129,0.4827,0.6008
LSTM,Stage1,8,0.5891,0.3299,0.8784,0.4797,0.6033
LSTM,Stage1,9,0.5887,0.3326,0.9187,0.4884,0.6215
LSTM,Stage1,10,0.5888,0.3329,0.9371,0.4912,0.6321
LSTM,Stage1,11,0.5904,0.3318,0.9204,0.4877,0.618
LSTM,Stage1,12,0.5889,0.344,0.8052,0.4821,0.5994
LSTM,Stage1,13,0.5879,0.3413,0.8211,0.4822,0.6141
LSTM,Stage1,14,0.5881,0.3441,0.7954,0.4804,0.5994
LSTM,Stage1,15,0.5984,0.3353,0.9101,0.4901,0.6391
LSTM,Stage1,16,0.5923,0.3349,0.9264,0.492,0.6146
LSTM,Stage1,17,0.5905,0.3295,0.9559,0.4901,0.6165
LSTM,Stage1,18,0.5877,0.3256,0.988,0.4898,0.6276
LSTM,Stage1,19,0.5874,0.3314,0.896,0.4838,0.6094
LSTM,Stage1,20,0.5875,0.3399,0.8386,0.4837,0.6039
LSTM,Stage1,21,0.5873,0.3386,0.8455,0.4836,0.606
LSTM,Stage1,22,0.5869,0.3311,0.9456,0.4905,0.6215
LSTM,Stage1,23,0.5873,0.339,0.8395,0.483,0.6077
LSTM,Stage1,24,0.5873,0.3427,0.8074,0.4811,0.5994
LSTM,Stage2,1,1.1013,0.0321,0.3333,0.0586,1.1001
LSTM,Stage2,2,1.1004,0.032,0.3319,0.0584,1.0991
LSTM,Stage2,3,1.0998,0.3361,0.3343,0.1162,1.0986
LSTM,Stage2,4,1.0989,0.3379,0.3398,0.1913,1.0996
LSTM,Stage2,5,1.0992,0.2733,0.3387,0.2972,1.0988
LSTM,Stage2,6,1.0986,0.2759,0.335,0.1537,1.0985
LSTM,Stage2,7,1.0983,0.3379,0.3454,0.2886,1.0984
LSTM,Stage2,8,1.0977,0.3392,0.3424,0.2122,1.0982
LSTM,Stage2,9,1.0966,0.3361,0.3389,0.0984,1.0969
LSTM,Stage2,10,1.0966,0.344,0.3543,0.3003,1.0989
LSTM,Stage2,11,1.0956,0.3587,0.3657,0.2759,1.098
LSTM,Stage2,12,1.0951,0.3516,0.3585,0.2988,1.0969
LSTM,Stage2,13,1.0951,0.3465,0.3544,0.3348,1.0971
LSTM,Stage2,14,1.0947,0.3491,0.3554,0.2511,1.0992
LSTM,Stage2,15,1.0929,0.3718,0.3639,0.1917,1.1066
LSTM,Stage2,16,1.0915,0.3596,0.3593,0.2098,1.0996
LSTM,Stage2,17,1.09,0.363,0.3574,0.2016,1.1001
LSTM,Stage2,18,1.0891,0.3632,0.3462,0.1905,1.1065
LSTM,Stage2,19,1.0886,0.3625,0.3474,0.1908,1.1041
LSTM,Stage2,20,1.0879,0.3506,0.3539,0.2029,1.1038
LSTM,Stage2,21,1.0887,0.3636,0.3599,0.191,1.1036
LSTM,Stage2,22,1.0856,0.3584,0.3554,0.2013,1.1046
MAMBA,Joint,1,1.3891,0.1202,0.3217,0.124,1.3899
MAMBA,Joint,2,1.3823,0.0977,0.3029,0.1178,1.374
MAMBA,Joint,3,1.3548,0.1145,0.2888,0.1391,1.3462
MAMBA,Joint,4,1.3191,0.1145,0.2667,0.1276,1.3121
MAMBA,Joint,5,1.3072,0.1153,0.2822,0.1403,1.3029
MAMBA,Joint,6,1.2986,0.1169,0.3108,0.1191,1.3082
MAMBA,Joint,7,1.2926,0.116,0.3038,0.1422,1.2958
MAMBA,Joint,8,1.2887,0.1161,0.291,0.139,1.2835
MAMBA,Joint,9,1.2857,0.1131,0.3236,0.1464,1.3064
MAMBA,Joint,10,1.2831,0.1121,0.318,0.0964,1.2904
MAMBA,Joint,11,1.2818,0.1121,0.3151,0.1365,1.2961
MAMBA,Joint,12,1.2797,0.1107,0.3335,0.1243,1.2977
MAMBA,Joint,13,1.2785,0.1119,0.2954,0.1399,1.2814
MAMBA,Joint,14,1.2777,0.1127,0.3059,0.1418,1.2858
MAMBA,Joint,15,1.2765,0.1117,0.3306,0.1233,1.2865
MAMBA,Joint,16,1.2751,0.1114,0.3209,0.1391,1.2872
MAMBA,Joint,17,1.2748,0.1123,0.3166,0.1353,1.2846
MAMBA,Joint,18,1.2731,0.1094,0.3188,0.1172,1.2912
MAMBA,Joint,19,1.2727,0.1117,0.3368,0.1292,1.2975
MAMBA,Joint,20,1.2689,0.1116,0.3272,0.1275,1.2975
MAMBA,Joint,21,1.2682,0.1116,0.3179,0.1293,1.2912
MAMBA,Joint,22,1.2681,0.1115,0.3191,0.1348,1.2892
MAMBA,Joint,23,1.2671,0.1121,0.3107,0.1299,1.2868
MAMBA,Stage1,1,0.69,0.3413,0.4996,0.4056,0.6809
MAMBA,Stage1,2,0.6645,0.3443,0.7453,0.471,0.6558
MAMBA,Stage1,3,0.6352,0.3444,0.8044,0.4823,0.6586
MAMBA,Stage1,4,0.6187,0.3441,0.7295,0.4676,0.622
MAMBA,Stage1,5,0.6067,0.3362,0.833,0.4791,0.6263
MAMBA,Stage1,6,0.6007,0.3406,0.8172,0.4809,0.61
MAMBA,Stage1,7,0.5969,0.3374,0.8463,0.4824,0.6165
MAMBA,Stage1,8,0.5941,0.3383,0.8562,0.485,0.6167
MAMBA,Stage1,9,0.5931,0.3387,0.8617,0.4862,0.6148
MAMBA,Stage1,10,0.5931,0.3373,0.8532,0.4835,0.6083
MAMBA,Stage1,11,0.592,0.3365,0.8493,0.482,0.6113
MAMBA,Stage1,12,0.5915,0.3388,0.8643,0.4867,0.6134
MAMBA,Stage1,13,0.5907,0.3371,0.8536,0.4833,0.6122
MAMBA,Stage1,14,0.5907,0.3404,0.8219,0.4814,0.6013
MAMBA,Stage1,15,0.5909,0.3388,0.8429,0.4833,0.6045
MAMBA,Stage1,16,0.5902,0.3408,0.8309,0.4833,0.6026
MAMBA,Stage1,17,0.5897,0.3378,0.86,0.485,0.6074
MAMBA,Stage1,18,0.5899,0.3386,0.8587,0.4857,0.6083
MAMBA,Stage1,19,0.5891,0.336,0.8583,0.4829,0.6096
MAMBA,Stage1,20,0.589,0.3365,0.8677,0.4849,0.6088
MAMBA,Stage1,21,0.5877,0.3406,0.8369,0.4842,0.6046
MAMBA,Stage1,22,0.5877,0.3362,0.8784,0.4863,0.6118
MAMBA,Stage1,23,0.5875,0.3391,0.86,0.4864,0.6071
MAMBA,Stage1,24,0.5878,0.3368,0.8737,0.4862,0.6079
MAMBA,Stage2,1,1.102,0.3348,0.3351,0.1546,1.0999
MAMBA,Stage2,2,1.1002,0.3256,0.3242,0.2665,1.0993
MAMBA,Stage2,3,1.0995,0.33,0.3405,0.2449,1.0987
MAMBA,Stage2,4,1.0991,0.3292,0.3366,0.2952,1.0987
MAMBA,Stage2,5,1.0986,0.3332,0.3396,0.2913,1.0986
MAMBA,Stage2,6,1.098,0.3364,0.3439,0.285,1.0982
MAMBA,Stage2,7,1.0968,0.3308,0.3448,0.2468,1.0984
MAMBA,Stage2,8,1.0956,0.3369,0.3458,0.2233,1.0989
MAMBA,Stage2,9,1.0944,0.3433,0.3539,0.2695,1.0991
MAMBA,Stage2,10,1.0938,0.3423,0.3542,0.2329,1.1
MAMBA,Stage2,11,1.0928,0.3367,0.3476,0.2585,1.1011
MAMBA,Stage2,12,1.0911,0.344,0.359,0.2708,1.1015
MAMBA,Stage2,13,1.0905,0.3412,0.3558,0.253,1.1026
MAMBA,Stage2,14,1.0885,0.3413,0.351,0.2523,1.1057
MAMBA,Stage2,15,1.0876,0.341,0.3551,0.2436,1.1091
MAMBA,Stage2,16,1.0876,0.3392,0.3501,0.2343,1.1103
TRANSFORMER,Joint,1,1.3684,0.1144,0.3348,0.1563,1.3177
TRANSFORMER,Joint,2,1.3041,0.1112,0.3026,0.1598,1.2754
TRANSFORMER,Joint,3,1.2948,0.1143,0.3356,0.1199,1.297
TRANSFORMER,Joint,4,1.2898,0.1159,0.3444,0.146,1.2767
TRANSFORMER,Joint,5,1.2905,0.1099,0.3517,0.1088,1.2941
