model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,21,11,1.2713,1.2819,0.1516,0.1512,28660.0,0.218658447265625,20.1613,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
LSTM,Stage1,cascade,24,12,0.5994,0.5994,0.492,0.4811,28586.0,0.2180938720703125,22.8258,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
LSTM,Stage2,cascade,22,9,1.0969,1.1046,0.3348,0.2013,28623.0,0.21837615966796875,20.5353,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MAMBA,Joint,joint,23,13,1.2814,1.2868,0.1464,0.1299,12208.0,0.0931396484375,88.9971,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MAMBA,Stage1,cascade,24,14,0.6013,0.6079,0.4867,0.4862,12014.0,0.0916595458984375,95.3342,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MAMBA,Stage2,cascade,16,6,1.0982,1.1103,0.2952,0.2343,12111.0,0.09239959716796875,62.6207,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
TRANSFORMER,Joint,joint,19,9,1.2671,1.28,0.1598,0.1526,212996.0,1.625030517578125,25.6246,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
TRANSFORMER,Stage1,cascade,20,10,0.5881,0.6091,0.4901,0.4869,212898.0,1.6242828369140625,27.5674,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
TRANSFORMER,Stage2,cascade,42,32,1.095,1.0971,0.3535,0.2466,212947.0,1.6246566772460938,57.1873,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
CNN,Joint,joint,12,2,1.2723,1.2941,0.1637,0.1259,472708.0,3.606475830078125,44.2592,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
CNN,Stage1,cascade,11,1,0.5936,0.6004,0.4908,0.482,472450.0,3.6045074462890625,40.2486,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
CNN,Stage2,cascade,19,9,1.0943,1.1004,0.3391,0.2833,472579.0,3.6054916381835938,69.5905,True,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.3992624282836914,0.2889,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20331859588623047,0.1326,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.29972076416015625,0.1148,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,1.9749,False,0,10min1500EvalTest_Seed0,leo/10min-1500/10min1500EvalTest_Seed0.log
