Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.412,80.22
LSTM,2,0.0872,97.89
LSTM,3,0.0529,98.11
LSTM,4,0.0578,98.56
LSTM,5,0.0247,99.67
LSTM,6,0.0271,99.44
LSTM,7,0.0222,99.56
LSTM,8,0.0287,99.44
LSTM,9,0.0298,99.56
LSTM,10,0.0241,99.67
LSTM,11,0.0213,99.67
LSTM,12,0.0243,99.67
LSTM,13,0.0228,99.67
LSTM,14,0.0265,99.67
LSTM,15,0.0222,99.67
LSTM,16,0.2257,94.11
LSTM,17,0.0209,99.67
LSTM,18,0.0219,99.67
LSTM,19,0.0225,99.67
LSTM,20,0.0247,99.67
LSTM,21,0.0283,99.56
LSTM,22,0.0251,99.67
LSTM,23,0.0243,99.67
LSTM,24,0.0255,99.67
LSTM,25,0.0257,99.67
LSTM,26,0.0195,99.67
LSTM,27,0.0259,99.67
LSTM,28,0.0256,99.67
LSTM,29,0.0261,99.67
LSTM,30,0.0272,99.67
LSTM,31,0.0272,99.67
LSTM,32,0.0276,99.67
LSTM,33,0.0267,99.67
LSTM,34,0.0269,99.67
LSTM,35,0.0254,99.67
LSTM,36,0.0261,99.67
Mamba,1,0.5537,80.22
Mamba,2,0.1938,93.56
Mamba,3,0.0994,98.0
Mamba,4,0.0863,97.89
Mamba,5,0.0637,98.56
Mamba,6,0.043,99.22
Mamba,7,0.0458,99.33
Mamba,8,0.0344,99.44
Mamba,9,0.0336,99.22
Mamba,10,0.0322,99.44
Mamba,11,0.063,98.56
Mamba,12,0.0332,99.56
Mamba,13,0.0472,99.33
Mamba,14,0.0326,99.67
Mamba,15,0.0636,98.78
Mamba,16,0.0368,99.33
Mamba,17,0.036,99.44
Mamba,18,0.0289,99.56
Mamba,19,0.0287,99.56
Mamba,20,0.0302,99.67
Mamba,21,0.029,99.67
Mamba,22,0.0318,99.67
Mamba,23,0.0303,99.67
Mamba,24,0.0277,99.67
Mamba,25,0.0331,99.67
Mamba,26,0.0382,99.56
Mamba,27,0.0365,99.67
Mamba,28,0.0433,99.44
Mamba,29,0.0388,99.44
Mamba,30,0.0518,99.33
Mamba,31,0.0458,99.44
Mamba,32,0.0465,99.44
Mamba,33,0.0498,99.44
Mamba,34,0.0473,99.44
Transformer,1,0.1124,96.11
Transformer,2,0.0373,99.33
Transformer,3,0.0302,99.22
Transformer,4,0.0204,99.67
Transformer,5,0.0465,98.89
Transformer,6,0.0533,98.11
Transformer,7,0.0203,99.67
Transformer,8,0.0161,99.78
Transformer,9,0.0173,99.78
Transformer,10,0.0167,99.78
Transformer,11,0.0185,99.78
Transformer,12,0.0133,99.78
Transformer,13,0.0153,99.67
Transformer,14,0.015,99.78
Transformer,15,0.0241,99.44
Transformer,16,0.0144,99.78
Transformer,17,0.0134,99.78
Transformer,18,0.0151,99.78
Transformer,19,0.0131,99.78
Transformer,20,0.0134,99.78
Transformer,21,0.016,99.78
Transformer,22,0.0157,99.78
Transformer,23,0.0145,99.78
Transformer,24,0.0145,99.78
Transformer,25,0.0158,99.78
Transformer,26,0.016,99.78
Transformer,27,0.0161,99.78
Transformer,28,0.0166,99.78
Transformer,29,0.0154,99.78
1D-CNN (InceptionTime),1,0.0769,98.11
1D-CNN (InceptionTime),2,0.0261,99.56
1D-CNN (InceptionTime),3,0.0219,99.67
1D-CNN (InceptionTime),4,0.0311,99.22
1D-CNN (InceptionTime),5,0.0242,99.67
1D-CNN (InceptionTime),6,0.0202,99.67
1D-CNN (InceptionTime),7,0.0216,99.67
1D-CNN (InceptionTime),8,0.0234,99.67
1D-CNN (InceptionTime),9,0.0223,99.67
1D-CNN (InceptionTime),10,0.026,99.67
1D-CNN (InceptionTime),11,0.0221,99.67
1D-CNN (InceptionTime),12,0.0217,99.67
1D-CNN (InceptionTime),13,0.0214,99.67
1D-CNN (InceptionTime),14,0.02,99.67
1D-CNN (InceptionTime),15,0.0221,99.67
1D-CNN (InceptionTime),16,0.0231,99.67
1D-CNN (InceptionTime),17,0.0225,99.67
1D-CNN (InceptionTime),18,0.0202,99.67
1D-CNN (InceptionTime),19,0.0234,99.67
1D-CNN (InceptionTime),20,0.0215,99.67
1D-CNN (InceptionTime),21,0.0199,99.67
1D-CNN (InceptionTime),22,0.0203,99.67
1D-CNN (InceptionTime),23,0.0218,99.67
1D-CNN (InceptionTime),24,0.0211,99.67
1D-CNN (InceptionTime),25,0.0217,99.67
1D-CNN (InceptionTime),26,0.0257,99.67
1D-CNN (InceptionTime),27,0.0233,99.67
1D-CNN (InceptionTime),28,0.0236,99.56
1D-CNN (InceptionTime),29,0.026,99.67
1D-CNN (InceptionTime),30,0.0249,99.67
1D-CNN (InceptionTime),31,0.0262,99.67
