model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,100,97,0.0406,0.0444,0.982,0.9806,50500.0,0.385284423828125,103.7768,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,91,81,0.0423,0.0452,0.9794,0.9757,50402.0,0.3845367431640625,93.755,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,95,85,0.0064,0.0072,0.9982,0.9982,50451.0,0.38491058349609375,98.4247,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,100,100,0.1928,0.1928,0.9018,0.8979,17044.0,0.130035400390625,385.324,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,64,54,0.1222,0.1375,0.9438,0.9438,16786.0,0.1280670166015625,240.2187,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,87,77,0.0724,0.0785,0.9702,0.9682,16915.0,0.12905120849609375,326.1896,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,68,57,0.0115,0.0118,0.9984,0.9984,288196.0,2.198760986328125,89.4786,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,77,67,0.0109,0.0117,0.9966,0.9945,288066.0,2.1977691650390625,101.9626,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,94,84,0.0014,0.0022,0.9986,0.9977,288131.0,2.1982650756835938,123.2199,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Joint,joint,65,55,0.0099,0.011,0.9984,0.9984,473092.0,3.609405517578125,235.4459,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,30,20,0.01,0.0107,0.9966,0.9966,472834.0,3.6074371337890625,108.8569,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,100,33,0.0,0.0,1.0,1.0,472963.0,3.6084213256835938,364.3001,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40189456939697266,0.3089,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20400428771972656,0.1697,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3015890121459961,0.1557,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0857,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0485,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0671,2.052,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
