Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.4,0.9936,0.994,0.973,0.3111,99.4,0.9944,0.994,0.9688,99.91,1.0225,99.42,0.9925,99.87,0.9986,0.0,0.0007999999999999119,Tie,Cascade
LSTM,97.56,0.9768,0.9757,0.9598,0.0904,98.52,0.9856,0.9853,0.967,99.7,0.5769,98.6,0.9819,99.7,0.9967,0.9599999999999937,0.00880000000000003,Cascade,Cascade
LightGBM,74.65,0.4723,0.6447,0.0,0.1388,74.84,0.3506,0.6475,0.0012,83.02,0.4461,75.04,0.4709,83.67,0.748,0.18999999999999773,-0.12169999999999997,Cascade,Joint
MAMBA,93.52,0.9109,0.9361,0.8843,0.2042,95.46,0.9321,0.9547,0.8933,97.23,0.8079,96.13,0.9503,96.94,0.9585,1.9399999999999977,0.021199999999999997,Cascade,Cascade
MiniRocket,99.49,0.9956,0.9949,0.973,,99.49,0.9956,0.9949,0.973,100.0,0.4449,99.49,0.9933,100.0,1.0,0.0,0.0,Tie,Tie
TRANSFORMER,99.5,0.9955,0.995,0.9736,0.0679,99.48,0.9953,0.9947,0.9718,99.96,0.549,99.49,0.9933,99.19,0.9913,-0.01999999999999602,-0.000200000000000089,Joint,Joint
