model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,100,99,0.087,0.0912,0.9016,0.8969,50500.0,0.385284423828125,699.2887,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,100,97,0.1058,0.1065,0.9336,0.9334,50402.0,0.3845367431640625,695.814,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,57,47,0.0824,0.089,0.9381,0.9381,50451.0,0.38491058349609375,396.3799,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,72,62,0.4459,0.4871,0.7651,0.743,17044.0,0.130035400390625,379.2225,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,64,54,0.569,0.5819,0.5546,0.5472,16786.0,0.1280670166015625,336.8426,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,30,20,0.6844,0.7508,0.7353,0.7353,16915.0,0.12905120849609375,157.6953,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,77,67,0.2093,0.2105,0.5687,0.5683,288196.0,2.198760986328125,168.6349,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,100,99,0.1556,0.1604,0.8756,0.8693,288066.0,2.1977691650390625,218.874,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,58,48,0.2298,0.243,0.7635,0.746,288131.0,2.1982650756835938,125.8022,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Joint,joint,32,22,0.0743,0.0936,0.957,0.957,473092.0,3.609405517578125,361.9673,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,50,40,0.0557,0.066,0.9637,0.9607,472834.0,3.6074371337890625,565.5095,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,32,22,0.02,0.0326,0.9807,0.9807,472963.0,3.6084213256835938,352.0043,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40343189239501953,2.4088,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2053241729736328,1.4712,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3038291931152344,0.6346,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0857,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0485,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0671,18.7032,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
