Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,98.33,0.9704,0.9833,0.9578,0.3118,98.23,0.9683,0.9823,0.9509,99.19,1.0259,98.43,0.9794,99.0,0.9802,-0.09999999999999432,-0.0020999999999999908,Joint,Joint
LSTM,64.36,0.7294,0.6769,0.8214,0.0898,58.34,0.4879,0.6165,0.5822,97.45,0.5941,58.79,0.5629,96.71,0.9549,-6.019999999999996,-0.24150000000000005,Joint,Joint
LightGBM,73.22,0.2882,0.6226,0.0,0.0203,74.41,0.2408,0.6375,0.0,60.87,0.4317,74.51,0.4366,72.01,0.4034,1.1899999999999977,-0.047400000000000025,Cascade,Joint
MAMBA,62.33,0.7238,0.6586,0.805,0.2065,71.71,0.7033,0.7384,0.6388,90.86,0.8151,73.51,0.7002,91.94,0.8842,9.379999999999995,-0.020499999999999963,Cascade,Joint
MiniRocket,98.8,0.9838,0.988,0.9639,,98.83,0.9863,0.9883,0.9639,99.78,0.4457,98.89,0.9854,99.78,0.9944,0.030000000000001137,0.0024999999999999467,Cascade,Cascade
TRANSFORMER,89.98,0.7996,0.9078,0.9554,0.0666,64.49,0.4318,0.6621,0.3511,98.52,0.525,64.66,0.5703,96.67,0.9568,-25.49000000000001,-0.36779999999999996,Joint,Joint
