Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.382,0.1071,0.2972,0.1472,1.3895
LSTM,Joint,2,1.3455,0.1686,0.3017,0.1566,1.3497
LSTM,Joint,3,1.2997,0.1372,0.3074,0.1342,1.2946
LSTM,Joint,4,1.2808,0.1156,0.3395,0.1646,1.2898
LSTM,Joint,5,1.2766,0.1162,0.322,0.1593,1.283
LSTM,Joint,6,1.2709,0.0335,0.3478,0.0612,1.2768
LSTM,Joint,7,1.2626,0.1195,0.3348,0.1653,1.2548
LSTM,Joint,8,1.2379,0.131,0.4395,0.186,1.2446
LSTM,Joint,9,1.1906,0.1354,0.4436,0.1555,1.1997
LSTM,Joint,10,1.1427,0.1731,0.4395,0.2356,1.1311
LSTM,Joint,11,1.0949,0.1672,0.5251,0.2267,1.0949
LSTM,Joint,12,1.0395,0.1758,0.6265,0.2617,1.0695
LSTM,Joint,13,0.9759,0.2452,0.5279,0.2661,0.9912
LSTM,Joint,14,0.9203,0.223,0.6293,0.3228,0.9595
LSTM,Joint,15,0.8782,0.2697,0.6268,0.3299,0.9643
LSTM,Joint,16,0.8385,0.2532,0.6644,0.3666,0.9021
LSTM,Joint,17,0.8071,0.3157,0.7136,0.4254,0.8806
LSTM,Joint,18,0.7758,0.2855,0.6882,0.399,0.893
LSTM,Joint,19,0.756,0.3475,0.7358,0.465,0.8151
LSTM,Joint,20,0.7353,0.3937,0.7211,0.4835,0.8213
LSTM,Joint,21,0.7157,0.3682,0.7671,0.4828,0.8529
LSTM,Joint,22,0.6915,0.3866,0.7364,0.4905,0.7799
LSTM,Joint,23,0.6768,0.3648,0.7324,0.4682,0.8515
LSTM,Joint,24,0.6625,0.431,0.7763,0.5288,0.7763
LSTM,Joint,25,0.6574,0.435,0.7702,0.5241,0.7891
LSTM,Joint,26,0.6388,0.4165,0.752,0.5141,0.7488
LSTM,Joint,27,0.6239,0.3975,0.748,0.4956,0.7339
LSTM,Joint,28,0.6167,0.4559,0.773,0.5409,0.7436
LSTM,Joint,29,0.6065,0.4745,0.6957,0.5482,0.7047
LSTM,Joint,30,0.5919,0.4735,0.7723,0.5602,0.7464
LSTM,Joint,31,0.5836,0.4398,0.8112,0.5407,0.7431
