model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,100,94,0.507,0.5267,0.7503,0.7373,50500.0,0.385284423828125,103.9476,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,17,7,0.5904,0.6007,0.4912,0.4909,50402.0,0.3845367431640625,17.4028,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,54,44,0.063,0.0662,0.979,0.979,50451.0,0.38491058349609375,55.4254,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,69,59,0.455,0.4636,0.7797,0.7797,17044.0,0.130035400390625,267.1907,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,100,100,0.4415,0.4415,0.6072,0.6072,16786.0,0.1280670166015625,367.3531,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,63,53,0.3155,0.4359,0.9011,0.8995,16915.0,0.12905120849609375,240.3995,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,100,95,0.1094,0.1109,0.7802,0.7755,288196.0,2.198760986328125,128.6001,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,24,14,0.5843,0.6007,0.4923,0.4892,288066.0,2.1977691650390625,31.7579,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,100,96,0.1018,0.1039,0.9671,0.9609,288131.0,2.1982650756835938,130.3681,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Joint,joint,54,44,0.0358,0.051,0.9826,0.9771,473092.0,3.609405517578125,194.5148,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,62,52,0.026,0.0312,0.9846,0.9813,472834.0,3.6074371337890625,221.4736,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,33,23,0.023,0.0331,0.9934,0.9934,472963.0,3.6084213256835938,117.4199,True,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40015506744384766,0.2842,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20293140411376953,0.1549,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3013181686401367,0.1395,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0857,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0485,,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0671,2.8721,False,0,10min1500Energy_J2Energy_OE_EvalTest_Seed2,meo/10min-1500/10min1500Energy_J2Energy_OE_EvalTest_Seed2.log
