model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,68,58,0.0267,0.0294,0.99,0.9897,50500.0,0.385284423828125,157.3589,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,62,52,0.0237,0.026,0.9827,0.9827,50402.0,0.3845367431640625,143.1746,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,34,24,0.0036,0.0036,0.9998,0.9998,50451.0,0.38491058349609375,78.6226,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,100,92,0.2016,0.2056,0.9463,0.9373,17044.0,0.130035400390625,347.3853,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,86,76,0.1612,0.1721,0.8979,0.89,16786.0,0.1280670166015625,292.2175,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,55,45,0.084,0.0957,0.9675,0.9577,16915.0,0.12905120849609375,190.0784,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,67,57,0.0182,0.0196,0.965,0.965,288196.0,2.198760986328125,89.5991,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,94,84,0.0109,0.0115,0.9958,0.9951,288066.0,2.1977691650390625,125.9887,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,61,51,0.0007,0.0047,1.0,0.9987,288131.0,2.1982650756835938,81.5353,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Joint,joint,31,21,0.01,0.0246,0.9984,0.9946,473092.0,3.609405517578125,242.088,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,37,27,0.0113,0.0179,0.9975,0.9937,472834.0,3.6074371337890625,288.6571,True,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,100,48,0.0,0.0,1.0,1.0,472963.0,3.6084213256835938,767.9022,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40358734130859375,0.7827,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20519065856933594,0.492,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3061971664428711,0.2933,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,5.4192,False,0,30min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/30min-1500/30min1500Energy_J2Energy_OE_EvalTest_Seed1.log
