Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,0.7055,0.771,0.8284,0.796,0.3762
LSTM,Joint,2,0.3143,0.742,0.9243,0.81,0.3709
LSTM,Joint,3,0.2743,0.7892,0.9086,0.8337,0.3226
LSTM,Joint,4,0.2629,0.7714,0.9248,0.8251,0.3347
LSTM,Joint,5,0.2535,0.7912,0.9074,0.8345,0.3162
LSTM,Joint,6,0.2516,0.7755,0.929,0.8295,0.323
LSTM,Joint,7,0.2497,0.7806,0.926,0.8326,0.3421
LSTM,Joint,8,0.2441,0.8058,0.9115,0.8459,0.3057
LSTM,Joint,9,0.2403,0.8097,0.9062,0.8466,0.3016
LSTM,Joint,10,0.2406,0.7752,0.9354,0.8309,0.3385
LSTM,Joint,11,0.2364,0.7931,0.9203,0.8401,0.3087
LSTM,Joint,12,0.2347,0.7871,0.9342,0.8399,0.3456
LSTM,Joint,13,0.2303,0.7829,0.9362,0.8372,0.3269
LSTM,Joint,14,0.2284,0.7769,0.9391,0.8335,0.3605
LSTM,Joint,15,0.2278,0.7769,0.9388,0.8332,0.3425
LSTM,Joint,16,0.2178,0.7924,0.9366,0.8449,0.3168
LSTM,Joint,17,0.2144,0.7924,0.9359,0.8449,0.314
LSTM,Joint,18,0.2136,0.8075,0.9258,0.8525,0.2908
LSTM,Joint,19,0.2115,0.8017,0.9257,0.8486,0.303
LSTM,Joint,20,0.2101,0.8062,0.9259,0.8515,0.3008
LSTM,Joint,21,0.2068,0.8083,0.9109,0.8495,0.3108
LSTM,Joint,22,0.2071,0.7894,0.94,0.8441,0.3302
LSTM,Joint,23,0.2025,0.7835,0.9296,0.8376,0.3404
LSTM,Joint,24,0.1995,0.7928,0.9196,0.8419,0.3462
LSTM,Joint,25,0.1936,0.7885,0.9314,0.8418,0.3388
LSTM,Joint,26,0.1896,0.8081,0.9137,0.8495,0.3058
LSTM,Joint,27,0.1874,0.7985,0.9219,0.8461,0.3164
LSTM,Joint,28,0.1871,0.7826,0.9276,0.8368,0.351
LSTM,Stage1,1,0.4736,0.6543,0.8416,0.7363,0.3182
LSTM,Stage1,2,0.2621,0.7943,0.82,0.8069,0.2296
LSTM,Stage1,3,0.2248,0.7062,0.9032,0.7926,0.2284
LSTM,Stage1,4,0.2108,0.6372,0.9495,0.7626,0.2498
LSTM,Stage1,5,0.2053,0.6838,0.9193,0.7843,0.234
LSTM,Stage1,6,0.1991,0.7921,0.8463,0.8183,0.209
LSTM,Stage1,7,0.1971,0.6883,0.9329,0.7921,0.2276
LSTM,Stage1,8,0.1911,0.8438,0.8098,0.8264,0.197
LSTM,Stage1,9,0.1859,0.7642,0.8739,0.8154,0.2168
LSTM,Stage1,10,0.1819,0.7219,0.927,0.8117,0.2165
LSTM,Stage1,11,0.178,0.6911,0.955,0.8019,0.2113
LSTM,Stage1,12,0.1741,0.7123,0.9418,0.8111,0.2179
LSTM,Stage1,13,0.162,0.7945,0.8883,0.8388,0.1788
LSTM,Stage1,14,0.1599,0.7514,0.9342,0.8329,0.1855
LSTM,Stage1,15,0.1553,0.8005,0.8998,0.8473,0.1808
LSTM,Stage1,16,0.1532,0.7658,0.9346,0.8418,0.1771
LSTM,Stage1,17,0.149,0.7416,0.9665,0.8392,0.1864
LSTM,Stage1,18,0.1435,0.8023,0.9151,0.855,0.17
LSTM,Stage1,19,0.137,0.8518,0.8539,0.8528,0.1702
LSTM,Stage1,20,0.1383,0.7946,0.9049,0.8461,0.1763
LSTM,Stage1,21,0.1332,0.7775,0.935,0.849,0.1677
LSTM,Stage1,22,0.1309,0.7656,0.9321,0.8407,0.1967
LSTM,Stage1,23,0.134,0.756,0.9461,0.8404,0.1813
LSTM,Stage1,24,0.124,0.7872,0.9312,0.8531,0.166
LSTM,Stage1,25,0.1263,0.7854,0.9231,0.8487,0.1693
LSTM,Stage1,26,0.1224,0.78,0.935,0.8505,0.1792
LSTM,Stage1,27,0.1254,0.79,0.9295,0.8541,0.1656
LSTM,Stage1,28,0.1219,0.7632,0.9444,0.8442,0.1838
LSTM,Stage1,29,0.1179,0.804,0.8951,0.8471,0.1814
LSTM,Stage1,30,0.1295,0.76,0.9639,0.8499,0.1853
LSTM,Stage1,31,0.1151,0.7693,0.9261,0.8405,0.1996
LSTM,Stage1,32,0.1119,0.7567,0.9376,0.8375,0.2185
LSTM,Stage1,33,0.1124,0.7691,0.9478,0.8492,0.1938
LSTM,Stage1,34,0.1056,0.8052,0.9146,0.8565,0.1993
LSTM,Stage1,35,0.1024,0.7916,0.9274,0.8541,0.204
LSTM,Stage1,36,0.099,0.7969,0.9231,0.8554,0.2196
LSTM,Stage1,37,0.0991,0.8174,0.8803,0.8477,0.2138
LSTM,Stage2,1,0.4981,0.9219,0.9476,0.9288,0.1648
LSTM,Stage2,2,0.1894,0.9231,0.9491,0.9299,0.1576
LSTM,Stage2,3,0.1754,0.924,0.9498,0.9309,0.1573
LSTM,Stage2,4,0.1663,0.9253,0.9521,0.9321,0.1506
LSTM,Stage2,5,0.1737,0.9251,0.9513,0.932,0.1574
LSTM,Stage2,6,0.1701,0.9209,0.9484,0.9272,0.1548
LSTM,Stage2,7,0.166,0.9253,0.9521,0.9321,0.1496
LSTM,Stage2,8,0.1683,0.9253,0.9521,0.9321,0.1509
LSTM,Stage2,9,0.1646,0.9253,0.9521,0.9321,0.153
LSTM,Stage2,10,0.1661,0.9095,0.9283,0.916,0.2053
LSTM,Stage2,11,0.1641,0.9253,0.9521,0.9321,0.1559
LSTM,Stage2,12,0.1663,0.9253,0.9521,0.9321,0.1498
LSTM,Stage2,13,0.1672,0.9253,0.9521,0.9321,0.1507
LSTM,Stage2,14,0.1613,0.9253,0.9521,0.9321,0.1521
LSTM,Stage2,15,0.1576,0.9253,0.9521,0.9321,0.1534
LSTM,Stage2,16,0.1601,0.9251,0.9513,0.932,0.1559
LSTM,Stage2,17,0.1586,0.924,0.9498,0.9309,0.1616
MAMBA,Joint,1,0.8196,0.6683,0.7735,0.7151,0.4981
MAMBA,Joint,2,0.4663,0.692,0.826,0.7482,0.4469
MAMBA,Joint,3,0.4086,0.7039,0.857,0.7666,0.4214
MAMBA,Joint,4,0.3718,0.7217,0.8841,0.7887,0.4096
MAMBA,Joint,5,0.3288,0.7048,0.914,0.7829,0.4321
MAMBA,Joint,6,0.3051,0.7393,0.902,0.8051,0.3799
MAMBA,Joint,7,0.291,0.7345,0.9035,0.8025,0.3844
MAMBA,Joint,8,0.2803,0.7444,0.9008,0.8084,0.3794
MAMBA,Joint,9,0.2725,0.7619,0.9104,0.8187,0.3729
MAMBA,Joint,10,0.2683,0.7475,0.9159,0.8134,0.3766
MAMBA,Joint,11,0.2608,0.761,0.9173,0.8175,0.3826
MAMBA,Joint,12,0.2559,0.7439,0.9228,0.8131,0.3825
MAMBA,Joint,13,0.2563,0.7645,0.9128,0.8197,0.3739
MAMBA,Joint,14,0.2517,0.7477,0.9199,0.8159,0.3804
MAMBA,Joint,15,0.2523,0.7529,0.9154,0.8162,0.3628
MAMBA,Joint,16,0.2465,0.7601,0.9276,0.8209,0.3867
MAMBA,Joint,17,0.2456,0.7762,0.9085,0.8271,0.3521
MAMBA,Joint,18,0.2403,0.7639,0.9138,0.8193,0.3737
MAMBA,Joint,19,0.2399,0.7677,0.9096,0.8217,0.3672
MAMBA,Joint,20,0.235,0.771,0.902,0.8217,0.372
MAMBA,Joint,21,0.2348,0.7677,0.9122,0.8221,0.3673
MAMBA,Joint,22,0.2324,0.7759,0.9026,0.8248,0.3673
MAMBA,Joint,23,0.2317,0.7588,0.9132,0.8203,0.3723
MAMBA,Joint,24,0.2209,0.7732,0.9078,0.8251,0.3736
MAMBA,Joint,25,0.2158,0.7683,0.9077,0.8213,0.3928
MAMBA,Joint,26,0.216,0.7813,0.8954,0.8259,0.3576
MAMBA,Joint,27,0.2124,0.7732,0.8936,0.8206,0.37
MAMBA,Stage1,1,0.5162,0.6891,0.7333,0.7106,0.3977
MAMBA,Stage1,2,0.4105,0.664,0.7856,0.7197,0.371
MAMBA,Stage1,3,0.3462,0.7906,0.7312,0.7598,0.2923
MAMBA,Stage1,4,0.2926,0.6927,0.8624,0.7683,0.2841
MAMBA,Stage1,5,0.2566,0.727,0.8514,0.7843,0.2577
MAMBA,Stage1,6,0.2375,0.7184,0.8667,0.7856,0.2571
MAMBA,Stage1,7,0.2249,0.7319,0.8705,0.7952,0.2463
MAMBA,Stage1,8,0.2192,0.7188,0.8921,0.7961,0.2469
MAMBA,Stage1,9,0.2133,0.7406,0.8815,0.805,0.2346
MAMBA,Stage1,10,0.2076,0.7383,0.8887,0.8066,0.2305
MAMBA,Stage1,11,0.203,0.7115,0.9214,0.803,0.2428
MAMBA,Stage1,12,0.202,0.7497,0.8879,0.813,0.227
MAMBA,Stage1,13,0.1977,0.7311,0.904,0.8084,0.2377
MAMBA,Stage1,14,0.1949,0.7324,0.9113,0.8121,0.2382
MAMBA,Stage1,15,0.1929,0.7145,0.9214,0.8049,0.2371
MAMBA,Stage1,16,0.1902,0.7402,0.9096,0.8162,0.2249
MAMBA,Stage1,17,0.1899,0.7618,0.8883,0.8202,0.2185
