Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,90.41,0.8789,0.9065,0.8306,0.312,90.61,0.8799,0.9079,0.8154,96.9,1.0659,91.31,0.8896,97.3,0.9351,0.20000000000000284,0.0010000000000000009,Cascade,Cascade
LSTM,88.32,0.8692,0.8897,0.866,0.0959,89.74,0.877,0.9017,0.866,97.04,0.6881,90.44,0.8826,97.3,0.9351,1.4200000000000017,0.007800000000000029,Cascade,Cascade
LightGBM,87.89,0.7484,0.8664,0.5039,0.0213,83.01,0.6007,0.7976,0.2711,88.68,0.5142,84.19,0.7357,92.73,0.7884,-4.8799999999999955,-0.14769999999999994,Joint,Joint
MAMBA,85.99,0.851,0.8685,0.869,0.2014,88.1,0.8624,0.8853,0.8062,96.88,0.8651,88.8,0.8612,97.3,0.9354,2.1099999999999994,0.011400000000000077,Cascade,Cascade
MiniRocket,85.82,0.686,0.8486,0.4133,,86.1,0.6888,0.8523,0.4444,84.67,0.4552,88.77,0.8415,89.64,0.7338,0.28000000000000114,0.0027999999999999137,Cascade,Cascade
TRANSFORMER,87.91,0.8591,0.8822,0.7629,0.0721,88.7,0.8693,0.8919,0.855,97.0,0.5571,89.4,0.8703,97.3,0.9351,0.7900000000000063,0.010199999999999987,Cascade,Cascade
