Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.01,0.9869,0.9902,0.9757,1.1153,99.4,0.9936,0.994,0.9745,99.73,2.7777,99.47,0.9928,99.74,0.9972,0.39000000000000057,0.006700000000000039,Cascade,Cascade
LSTM,99.67,0.9955,0.9967,0.9924,0.5392,99.46,0.9939,0.9946,0.9748,100.0,1.6005,99.46,0.9927,100.0,1.0,-0.21000000000000796,-0.0016000000000000458,Joint,Joint
LightGBM,99.26,0.9865,0.9926,0.9644,0.1486,99.1,0.9874,0.9909,0.955,100.0,0.6877,99.1,0.9878,100.0,0.9992,-0.1600000000000108,0.0009000000000000119,Joint,Cascade
MAMBA,98.8,0.9833,0.988,0.9609,0.5938,98.96,0.985,0.9896,0.9598,99.6,1.61,99.06,0.9873,99.6,0.9944,0.1599999999999966,0.0017000000000000348,Cascade,Cascade
MiniRocket,99.06,0.9596,0.9905,0.9156,,99.14,0.9796,0.9913,0.9556,99.7,0.5696,99.21,0.9894,99.69,0.9842,0.0799999999999983,0.020000000000000018,Cascade,Cascade
TRANSFORMER,99.63,0.9971,0.9963,0.9886,0.2328,99.41,0.9947,0.9941,0.9737,100.0,0.8951,99.41,0.9921,100.0,1.0,-0.21999999999999886,-0.0023999999999999577,Joint,Joint
