model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,23,13,0.0127,0.0203,0.9916,0.9905,94780.0,0.723114013671875,207.2417,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,18,8,0.0243,0.0285,0.99,0.9836,94646.0,0.7220916748046875,162.023,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,54,44,0.001,0.002,0.9993,0.9988,94713.0,0.7226028442382812,485.1352,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,28,18,0.0425,0.0549,0.9797,0.9778,25018.0,0.1908721923828125,196.948,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,29,19,0.0363,0.0489,0.9858,0.9818,24664.0,0.18817138671875,204.2347,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,24,14,0.0199,0.0262,0.9812,0.9811,24841.0,0.18952178955078125,168.7908,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,32,22,0.0113,0.0161,0.9944,0.986,404956.0,3.089569091796875,81.5866,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,24,14,0.0275,0.0363,0.9891,0.9856,404778.0,3.0882110595703125,60.6977,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,77,23,0.0,0.0002,1.0,0.9999,404867.0,3.0888900756835938,194.024,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Joint,joint,17,7,0.0239,0.0411,0.9892,0.9892,473668.0,3.613800048828125,192.7537,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,18,8,0.0228,0.0325,0.9888,0.9859,473410.0,3.6118316650390625,204.3336,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,31,21,0.0084,0.0124,0.9954,0.994,473539.0,3.6128158569335938,342.3329,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.40056610107421875,3.1606,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2042865753173828,2.1834,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004884719848633,0.7429,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,18.3112,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2,meo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_EvalTest_Seed2.log
