Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,41.89,0.2155,0.4943,0.0178,1.1003,42.81,0.1979,0.4945,0.0167,18.3,2.7589,55.71,0.5296,13.48,0.1212,0.9200000000000017,-0.017600000000000005,Cascade,Joint
LSTM,41.13,0.2336,0.4917,0.0089,0.4747,39.82,0.1612,0.4803,0.0,0.83,1.353,55.32,0.5257,1.0,0.0066,-1.3100000000000023,-0.07239999999999999,Joint,Joint
LightGBM,74.28,0.2131,0.6332,0.0,0.1545,75.06,0.2144,0.6436,0.0,,0.6669,75.06,0.4288,78.81,0.2938,0.7800000000000011,0.0012999999999999956,Cascade,Cascade
MAMBA,35.06,0.2168,0.4416,0.1467,0.3836,59.75,0.2229,0.5974,0.0365,13.16,1.2023,66.07,0.5381,13.43,0.1239,24.689999999999998,0.006099999999999994,Cascade,Cascade
MiniRocket,75.06,0.2144,0.6436,0.0,,75.06,0.2152,0.6438,0.0,87.5,0.563,75.06,0.4291,78.84,0.3072,0.0,0.0007999999999999952,Tie,Cascade
TRANSFORMER,35.89,0.1971,0.4454,0.0763,0.1911,55.44,0.2323,0.5805,0.0603,22.14,0.8991,63.04,0.5441,21.23,0.1848,19.549999999999997,0.03520000000000001,Cascade,Cascade
