Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3884,0.0882,0.3397,0.1383,1.3892
LSTM,Joint,2,1.3856,0.0194,0.3275,0.0366,1.3915
LSTM,Joint,3,1.3796,0.0213,0.3029,0.0399,1.3895
LSTM,Joint,4,1.3631,0.0905,0.2942,0.0861,1.3553
LSTM,Joint,5,1.3587,0.088,0.2934,0.068,1.3487
LSTM,Joint,6,1.3538,0.0824,0.293,0.1237,1.3454
LSTM,Joint,7,1.3505,0.0259,0.3312,0.048,1.346
LSTM,Joint,8,1.3472,0.1056,0.3317,0.1274,1.3505
LSTM,Joint,9,1.3461,0.0853,0.329,0.0564,1.3472
LSTM,Joint,10,1.3451,0.1001,0.3464,0.1232,1.3493
LSTM,Joint,11,1.3426,0.0839,0.3298,0.0621,1.3448
LSTM,Joint,12,1.3425,0.0872,0.3446,0.0733,1.3372
LSTM,Joint,13,1.3412,0.0251,0.3416,0.0467,1.3463
LSTM,Joint,14,1.3394,0.0832,0.3203,0.1175,1.3413
LSTM,Joint,15,1.3409,0.0951,0.3352,0.0782,1.3438
LSTM,Joint,16,1.3382,0.0869,0.3264,0.0639,1.3555
LSTM,Joint,17,1.3383,0.1042,0.3159,0.1322,1.3327
LSTM,Joint,18,1.3374,0.089,0.3311,0.0566,1.3447
LSTM,Joint,19,1.3385,0.0959,0.3321,0.0497,1.3468
LSTM,Joint,20,1.3374,0.0993,0.344,0.0732,1.3376
LSTM,Joint,21,1.3369,0.1041,0.3241,0.1482,1.3389
LSTM,Joint,22,1.3368,0.0261,0.3197,0.0481,1.3312
LSTM,Joint,23,1.336,0.0882,0.3521,0.0532,1.3594
LSTM,Joint,24,1.3371,0.1008,0.3266,0.0881,1.3302
LSTM,Joint,25,1.336,0.1052,0.3369,0.0551,1.3336
LSTM,Joint,26,1.3345,0.1172,0.2947,0.128,1.3269
LSTM,Joint,27,1.3357,0.102,0.3255,0.074,1.3348
LSTM,Joint,28,1.3347,0.0999,0.3355,0.0599,1.3343
LSTM,Joint,29,1.3329,0.1058,0.3014,0.0503,1.3279
LSTM,Joint,30,1.3312,0.1087,0.3309,0.0484,1.3512
LSTM,Joint,31,1.3328,0.1095,0.3168,0.0489,1.334
LSTM,Joint,32,1.331,0.1034,0.3046,0.1364,1.3374
LSTM,Joint,33,1.3277,0.0992,0.3121,0.0624,1.336
LSTM,Joint,34,1.3253,0.1024,0.3106,0.0775,1.3366
LSTM,Joint,35,1.3264,0.1021,0.3366,0.0792,1.3428
LSTM,Joint,36,1.3248,0.1016,0.3241,0.0834,1.3411
LSTM,Stage1,1,0.6932,0.2997,0.1802,0.225,0.6859
LSTM,Stage1,2,0.6917,0.2861,0.7155,0.4087,0.6909
LSTM,Stage1,3,0.6831,0.2982,0.9137,0.4497,0.7365
LSTM,Stage1,4,0.6642,0.3002,0.8976,0.4499,0.6926
LSTM,Stage1,5,0.6584,0.3119,0.8028,0.4493,0.6563
LSTM,Stage1,6,0.6558,0.3125,0.8081,0.4507,0.6523
LSTM,Stage1,7,0.6538,0.3011,0.8938,0.4504,0.6882
LSTM,Stage1,8,0.6527,0.3049,0.8736,0.452,0.668
LSTM,Stage1,9,0.6523,0.3243,0.3176,0.3209,0.6286
LSTM,Stage1,10,0.6521,0.3145,0.7864,0.4493,0.6509
LSTM,Stage1,11,0.6511,0.3142,0.7821,0.4483,0.6519
LSTM,Stage1,12,0.6507,0.3161,0.772,0.4485,0.6477
LSTM,Stage1,13,0.6508,0.3077,0.853,0.4523,0.6667
LSTM,Stage1,14,0.6509,0.3138,0.7983,0.4505,0.6553
LSTM,Stage1,15,0.6502,0.3093,0.8312,0.4508,0.6635
LSTM,Stage1,16,0.649,0.3166,0.759,0.4468,0.6477
LSTM,Stage1,17,0.649,0.3216,0.7184,0.4443,0.6424
LSTM,Stage1,18,0.6486,0.3175,0.7626,0.4483,0.6481
LSTM,Stage1,19,0.6492,0.3219,0.707,0.4424,0.6419
LSTM,Stage2,1,1.1022,0.3346,0.3424,0.3148,1.0981
LSTM,Stage2,2,1.1001,0.3435,0.3474,0.3435,1.0982
LSTM,Stage2,3,1.0999,0.345,0.3495,0.345,1.0982
LSTM,Stage2,4,1.0997,0.0109,0.3333,0.0211,1.0979
LSTM,Stage2,5,1.099,0.0804,0.3482,0.13,1.0982
LSTM,Stage2,6,1.0991,0.3496,0.3451,0.3394,1.0984
LSTM,Stage2,7,1.0985,0.0109,0.3333,0.0211,1.0978
LSTM,Stage2,8,1.0988,0.3431,0.3491,0.3339,1.0981
LSTM,Stage2,9,1.0984,0.0859,0.3705,0.1394,1.0975
LSTM,Stage2,10,1.0991,0.0796,0.3408,0.1223,1.0973
LSTM,Stage2,11,1.0984,0.0844,0.3573,0.1362,1.0971
LSTM,Stage2,12,1.0974,0.2655,0.3364,0.2817,1.097
LSTM,Stage2,13,1.0948,0.3414,0.3529,0.1699,1.0951
LSTM,Stage2,14,1.0944,0.3419,0.3547,0.2377,1.0953
LSTM,Stage2,15,1.0935,0.0835,0.3542,0.1349,1.0949
LSTM,Stage2,16,1.0931,0.335,0.348,0.1809,1.097
LSTM,Stage2,17,1.0934,0.3295,0.3521,0.157,1.0947
LSTM,Stage2,18,1.0935,0.3423,0.3463,0.3352,1.094
LSTM,Stage2,19,1.0924,0.3444,0.3808,0.1796,1.0899
LSTM,Stage2,20,1.0918,0.3319,0.3633,0.1809,1.0892
LSTM,Stage2,21,1.0911,0.3385,0.3687,0.2432,1.0898
LSTM,Stage2,22,1.0886,0.3671,0.374,0.1527,1.0919
LSTM,Stage2,23,1.0871,0.3346,0.3683,0.2293,1.0908
LSTM,Stage2,24,1.0876,0.338,0.376,0.2225,1.0871
LSTM,Stage2,25,1.0833,0.3526,0.3745,0.1774,1.0937
LSTM,Stage2,26,1.084,0.3447,0.3792,0.2123,1.0888
LSTM,Stage2,27,1.084,0.3385,0.3719,0.2558,1.0894
LSTM,Stage2,28,1.0835,0.3407,0.3798,0.2307,1.0892
LSTM,Stage2,29,1.0817,0.3399,0.3732,0.1654,1.0933
LSTM,Stage2,30,1.0819,0.3367,0.3675,0.1852,1.0906
LSTM,Stage2,31,1.0786,0.3297,0.364,0.1924,1.0891
LSTM,Stage2,32,1.0769,0.3457,0.3782,0.211,1.0879
LSTM,Stage2,33,1.0766,0.3466,0.3724,0.1873,1.0923
LSTM,Stage2,34,1.0743,0.3482,0.3712,0.1828,1.0919
MAMBA,Joint,1,1.3889,0.0727,0.3077,0.1132,1.3841
MAMBA,Joint,2,1.3854,0.0953,0.3029,0.1444,1.3833
MAMBA,Joint,3,1.3799,0.0971,0.2986,0.1464,1.3768
MAMBA,Joint,4,1.3742,0.1025,0.2816,0.1384,1.3657
MAMBA,Joint,5,1.3684,0.098,0.2899,0.1343,1.3678
MAMBA,Joint,6,1.3641,0.0996,0.2852,0.138,1.3597
MAMBA,Joint,7,1.3602,0.0966,0.2405,0.1378,1.3461
MAMBA,Joint,8,1.358,0.0982,0.3117,0.1408,1.3593
MAMBA,Joint,9,1.3556,0.0973,0.2967,0.1363,1.3494
MAMBA,Joint,10,1.3531,0.099,0.2826,0.137,1.3489
MAMBA,Joint,11,1.3503,0.0991,0.2996,0.1364,1.3513
MAMBA,Joint,12,1.3482,0.0976,0.3064,0.1386,1.3499
MAMBA,Joint,13,1.346,0.0973,0.2985,0.1312,1.3521
MAMBA,Joint,14,1.3435,0.0983,0.3023,0.1236,1.3488
MAMBA,Joint,15,1.3424,0.0992,0.3167,0.1196,1.3542
MAMBA,Joint,16,1.3411,0.0991,0.3217,0.1161,1.3542
MAMBA,Joint,17,1.3403,0.0988,0.3158,0.1249,1.3545
MAMBA,Stage1,1,0.6927,0.2906,0.5339,0.3763,0.6903
MAMBA,Stage1,2,0.6899,0.2966,0.7264,0.4212,0.6865
MAMBA,Stage1,3,0.6833,0.2949,0.8528,0.4383,0.68
MAMBA,Stage1,4,0.675,0.2963,0.9063,0.4465,0.676
MAMBA,Stage1,5,0.6699,0.2975,0.8036,0.4342,0.6662
MAMBA,Stage1,6,0.6674,0.2973,0.9138,0.4487,0.6757
MAMBA,Stage1,7,0.6653,0.3041,0.7338,0.43,0.6546
MAMBA,Stage1,8,0.6641,0.3027,0.8315,0.4439,0.6638
MAMBA,Stage1,9,0.6619,0.3005,0.8877,0.449,0.6631
MAMBA,Stage1,10,0.66,0.298,0.9083,0.4488,0.6733
MAMBA,Stage1,11,0.6592,0.303,0.8586,0.4479,0.6587
MAMBA,Stage1,12,0.6578,0.3015,0.8788,0.449,0.6634
MAMBA,Stage1,13,0.6568,0.3047,0.857,0.4496,0.6574
MAMBA,Stage1,14,0.6545,0.309,0.8056,0.4467,0.6515
MAMBA,Stage1,15,0.6543,0.3079,0.8246,0.4484,0.6545
MAMBA,Stage1,16,0.6536,0.3052,0.8506,0.4492,0.6591
MAMBA,Stage1,17,0.6534,0.3064,0.8395,0.4489,0.6567
MAMBA,Stage1,18,0.6533,0.305,0.855,0.4497,0.6604
MAMBA,Stage1,19,0.6529,0.3027,0.8781,0.4503,0.6664
MAMBA,Stage1,20,0.6527,0.3067,0.8374,0.449,0.6566
MAMBA,Stage1,21,0.6517,0.3082,0.8248,0.4488,0.6548
MAMBA,Stage1,22,0.6515,0.3076,0.8338,0.4494,0.6564
MAMBA,Stage1,23,0.6513,0.3114,0.7911,0.4469,0.6497
MAMBA,Stage1,24,0.6517,0.3091,0.8156,0.4483,0.6535
MAMBA,Stage1,25,0.6511,0.3092,0.8162,0.4485,0.6536
MAMBA,Stage1,26,0.6516,0.3082,0.8255,0.4488,0.6551
