Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3872,0.0727,0.2702,0.1114,1.3858
LSTM,Joint,2,1.3843,0.0916,0.3073,0.0486,1.3917
LSTM,Joint,3,1.3753,0.0921,0.2774,0.1264,1.3808
LSTM,Joint,4,1.3637,0.1046,0.297,0.1461,1.365
LSTM,Joint,5,1.3575,0.0984,0.3031,0.1371,1.3656
LSTM,Joint,6,1.3531,0.0916,0.304,0.0877,1.3624
LSTM,Joint,7,1.3499,0.0891,0.314,0.0994,1.3661
LSTM,Joint,8,1.3459,0.1005,0.3008,0.1485,1.3462
LSTM,Joint,9,1.3469,0.0833,0.294,0.0571,1.3396
LSTM,Joint,10,1.3437,0.0896,0.3239,0.0622,1.3489
LSTM,Joint,11,1.3435,0.0799,0.3087,0.1254,1.3495
LSTM,Joint,12,1.3417,0.0972,0.3341,0.1317,1.3623
LSTM,Joint,13,1.3412,0.023,0.331,0.043,1.3562
LSTM,Joint,14,1.3401,0.0911,0.3414,0.0469,1.3545
LSTM,Joint,15,1.3388,0.1016,0.3095,0.1484,1.3566
LSTM,Joint,16,1.3376,0.0991,0.3108,0.1227,1.3427
LSTM,Joint,17,1.3358,0.0919,0.3312,0.0579,1.3577
LSTM,Joint,18,1.3362,0.0989,0.3239,0.1278,1.3499
LSTM,Joint,19,1.3365,0.0915,0.3192,0.0502,1.3497
LSTM,Stage1,1,0.6934,0.2732,0.2698,0.2715,0.6891
LSTM,Stage1,2,0.6908,0.2842,0.0121,0.0233,0.6762
LSTM,Stage1,3,0.6827,0.2941,0.8937,0.4426,0.7134
LSTM,Stage1,4,0.6666,0.3032,0.8246,0.4434,0.6764
LSTM,Stage1,5,0.6588,0.3044,0.8037,0.4415,0.663
LSTM,Stage1,6,0.657,0.303,0.8085,0.4409,0.6691
LSTM,Stage1,7,0.6544,0.3117,0.6483,0.421,0.6511
LSTM,Stage1,8,0.6532,0.3097,0.7063,0.4306,0.6493
LSTM,Stage1,9,0.6526,0.3088,0.7411,0.4359,0.65
LSTM,Stage1,10,0.6519,0.3152,0.6191,0.4177,0.6402
LSTM,Stage1,11,0.6513,0.3144,0.6451,0.4228,0.6426
LSTM,Stage1,12,0.6513,0.3053,0.7932,0.4409,0.6592
LSTM,Stage1,13,0.6506,0.304,0.7748,0.4366,0.66
LSTM,Stage1,14,0.6503,0.3051,0.7974,0.4413,0.6599
LSTM,Stage1,15,0.6494,0.3175,0.5678,0.4073,0.6357
LSTM,Stage1,16,0.6503,0.3063,0.7758,0.4392,0.6607
LSTM,Stage1,17,0.6492,0.3181,0.5177,0.3941,0.6336
LSTM,Stage1,18,0.6505,0.3099,0.7108,0.4316,0.6451
LSTM,Stage1,19,0.6496,0.3053,0.7941,0.441,0.6617
LSTM,Stage1,20,0.6497,0.3077,0.7596,0.438,0.6528
LSTM,Stage1,21,0.6491,0.3089,0.7396,0.4358,0.6504
LSTM,Stage1,22,0.6489,0.3051,0.7844,0.4393,0.6608
