Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,36.53,0.1859,0.4518,0.0085,0.9764,65.1,0.27,0.6327,0.0044,62.26,2.4666,67.5,0.5356,53.08,0.3234,28.569999999999993,0.08410000000000001,Cascade,Cascade
LSTM,29.52,0.1642,0.3717,0.0178,0.1756,50.55,0.2427,0.5529,0.0622,29.03,0.7688,60.05,0.5507,28.11,0.2272,21.029999999999998,0.07849999999999999,Cascade,Cascade
LightGBM,72.29,0.2098,0.6066,0.0,0.0714,74.41,0.2133,0.6349,0.0,,0.5043,74.41,0.4266,76.02,0.2879,2.1199999999999903,0.003500000000000003,Cascade,Cascade
MAMBA,27.76,0.1949,0.3658,0.2235,0.25,39.9,0.2259,0.488,0.1354,25.22,0.929,53.27,0.5179,24.75,0.217,12.139999999999997,0.031,Cascade,Cascade
MiniRocket,74.41,0.2133,0.6349,0.0,,74.41,0.2133,0.6349,0.0,,0.4594,74.41,0.4266,76.31,0.2904,0.0,0.0,Tie,Tie
TRANSFORMER,34.41,0.2267,0.4235,0.16,0.0805,48.16,0.2632,0.5446,0.08,48.21,0.6069,56.51,0.5379,38.96,0.2861,13.75,0.03649999999999998,Cascade,Cascade
