Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.49,0.9908,0.9949,0.9907,1.1097,99.52,0.9869,0.9952,0.9904,100.0,2.6217,99.52,0.9937,100.0,0.9992,0.030000000000001137,-0.0039000000000000146,Cascade,Joint
LSTM,98.91,0.9835,0.9891,0.9836,0.473,74.68,0.5769,0.7638,0.7665,99.96,1.3524,74.69,0.712,99.94,0.9945,-24.22999999999999,-0.4066000000000001,Joint,Joint
LightGBM,77.31,0.6399,0.6975,0.051,0.2577,75.94,0.4441,0.6731,0.0311,88.62,0.8027,76.16,0.5003,96.09,0.9132,-1.3700000000000045,-0.19580000000000003,Joint,Joint
MAMBA,92.91,0.9121,0.9306,0.9016,0.4634,93.27,0.8653,0.9338,0.8964,98.61,1.3395,93.59,0.9177,98.17,0.9604,0.35999999999999943,-0.046800000000000064,Cascade,Joint
MiniRocket,99.67,0.993,0.9967,0.9733,,99.7,0.995,0.997,0.9822,99.95,0.5909,99.71,0.9962,99.95,0.9965,0.030000000000001137,0.0020000000000000018,Cascade,Cascade
TRANSFORMER,97.63,0.832,0.9783,0.9883,0.2009,99.18,0.8959,0.9923,0.92,99.46,0.8117,99.32,0.991,99.4,0.9195,1.5500000000000114,0.06390000000000007,Cascade,Cascade
