model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,67,57,0.0358,0.0401,0.9868,0.9868,50500.0,0.385284423828125,467.7411,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage1,cascade,15,5,0.4798,0.5365,0.6042,0.559,50402.0,0.3845367431640625,104.6506,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LSTM,Stage2,cascade,36,26,0.0026,0.0027,0.9953,0.9953,50451.0,0.38491058349609375,250.8975,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Joint,joint,72,62,0.1969,0.2069,0.8967,0.8831,17044.0,0.130035400390625,379.6721,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage1,cascade,100,97,0.1971,0.212,0.8637,0.8448,16786.0,0.1280670166015625,525.741,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MAMBA,Stage2,cascade,53,43,0.0656,0.1138,0.9724,0.7904,16915.0,0.12905120849609375,278.3249,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Joint,joint,99,89,0.0389,0.0406,0.7779,0.7715,288196.0,2.198760986328125,215.7261,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage1,cascade,68,58,0.027,0.0276,0.9859,0.9841,288066.0,2.1977691650390625,148.5341,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
TRANSFORMER,Stage2,cascade,53,43,0.0357,0.0433,0.8912,0.8788,288131.0,2.1982650756835938,115.3306,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Joint,joint,33,23,0.0201,0.0301,0.9929,0.9929,473092.0,3.609405517578125,372.8557,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage1,cascade,48,38,0.0166,0.0228,0.9929,0.9925,472834.0,3.6074371337890625,542.6944,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
CNN,Stage2,cascade,45,25,0.0002,0.0002,0.9978,0.9978,472963.0,3.6084213256835938,494.5235,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40869808197021484,2.8602,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20753002166748047,2.0433,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3073749542236328,0.8184,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,24.3075,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed1,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed1.log
