Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3877,0.0726,0.3018,0.112,1.3853
LSTM,Joint,2,1.3842,0.0191,0.3255,0.0361,1.3983
LSTM,Joint,3,1.3746,0.0971,0.3098,0.1289,1.3919
LSTM,Joint,4,1.3639,0.052,0.2902,0.0449,1.3623
LSTM,Joint,5,1.3582,0.0806,0.2904,0.1261,1.3455
LSTM,Joint,6,1.3544,0.0933,0.2989,0.092,1.3467
LSTM,Joint,7,1.3515,0.0989,0.3016,0.1424,1.3599
LSTM,Joint,8,1.3477,0.1034,0.3194,0.1535,1.343
LSTM,Joint,9,1.3466,0.0877,0.2993,0.0624,1.3383
LSTM,Joint,10,1.345,0.0838,0.3132,0.057,1.3432
LSTM,Joint,11,1.3439,0.0788,0.3114,0.1255,1.3495
LSTM,Joint,12,1.3433,0.0916,0.336,0.1073,1.358
LSTM,Joint,13,1.3441,0.0237,0.2986,0.0437,1.3393
LSTM,Joint,14,1.3394,0.0924,0.3536,0.05,1.3604
LSTM,Joint,15,1.3395,0.079,0.3103,0.1254,1.35
LSTM,Joint,16,1.3393,0.0924,0.2989,0.088,1.3359
LSTM,Joint,17,1.3365,0.0872,0.3131,0.0625,1.3509
LSTM,Joint,18,1.3358,0.0921,0.3096,0.0909,1.3423
LSTM,Joint,19,1.3366,0.0807,0.313,0.0472,1.3381
LSTM,Joint,20,1.3353,0.0247,0.3162,0.0456,1.3445
LSTM,Joint,21,1.3357,0.0991,0.3134,0.1283,1.3419
LSTM,Joint,22,1.3344,0.0995,0.2962,0.102,1.3337
LSTM,Joint,23,1.3341,0.0242,0.3113,0.045,1.3469
LSTM,Joint,24,1.3347,0.092,0.3086,0.0797,1.3481
LSTM,Joint,25,1.3345,0.0977,0.3167,0.0585,1.3452
LSTM,Joint,26,1.3342,0.0944,0.3042,0.0468,1.3382
LSTM,Joint,27,1.334,0.0245,0.3008,0.0454,1.3384
LSTM,Joint,28,1.3343,0.0944,0.315,0.0917,1.3496
LSTM,Joint,29,1.332,0.0958,0.3159,0.1002,1.3453
LSTM,Joint,30,1.3314,0.0978,0.3042,0.0532,1.3415
LSTM,Joint,31,1.3311,0.0968,0.3199,0.0689,1.3514
LSTM,Joint,32,1.3308,0.0905,0.3064,0.0635,1.3444
LSTM,Stage1,1,0.6932,0.2711,0.9587,0.4227,0.6971
LSTM,Stage1,2,0.6885,0.0,0.0,0.0,0.6514
LSTM,Stage1,3,0.6677,0.3051,0.8183,0.4445,0.6604
LSTM,Stage1,4,0.6597,0.3182,0.5634,0.4067,0.635
LSTM,Stage1,5,0.6572,0.3078,0.8099,0.4461,0.651
LSTM,Stage1,6,0.6552,0.304,0.8411,0.4466,0.6681
LSTM,Stage1,7,0.655,0.3081,0.7951,0.4441,0.6544
LSTM,Stage1,8,0.6529,0.3087,0.7869,0.4434,0.6524
LSTM,Stage1,9,0.6527,0.3063,0.8194,0.4459,0.6576
LSTM,Stage1,10,0.6523,0.3088,0.7894,0.444,0.6501
LSTM,Stage1,11,0.651,0.3151,0.7083,0.4362,0.6415
LSTM,Stage1,12,0.6505,0.3075,0.8055,0.445,0.659
LSTM,Stage1,13,0.6506,0.3167,0.6849,0.4331,0.6375
LSTM,Stage1,14,0.6504,0.3112,0.7511,0.4401,0.6518
LSTM,Stage2,1,1.1015,0.2667,0.3279,0.1195,1.0984
LSTM,Stage2,2,1.0999,0.2559,0.3333,0.2896,1.1
LSTM,Stage2,3,1.0996,0.3367,0.3454,0.1722,1.0984
LSTM,Stage2,4,1.0996,0.4046,0.3432,0.1665,1.0987
LSTM,Stage2,5,1.0993,0.271,0.3365,0.0602,1.0983
LSTM,Stage2,6,1.0996,0.2559,0.3333,0.2896,1.0986
LSTM,Stage2,7,1.0993,0.3367,0.3417,0.2927,1.0983
LSTM,Stage2,8,1.0985,0.3355,0.3474,0.3163,1.0981
LSTM,Stage2,9,1.0986,0.0895,0.3536,0.137,1.0983
