Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,47.97,0.228,0.5384,0.0,0.9849,43.77,0.2028,0.5019,0.0166,18.67,2.4861,56.56,0.5364,15.82,0.1449,-4.199999999999996,-0.0252,Joint,Joint
LSTM,32.19,0.2008,0.4132,0.1067,0.1811,46.15,0.2014,0.5189,0.0,10.97,0.7622,58.71,0.5448,9.48,0.109,13.96,0.0005999999999999894,Cascade,Cascade
LightGBM,73.17,0.2113,0.6183,0.0,0.0458,75.14,0.2145,0.6448,0.0,,0.5212,75.14,0.429,76.84,0.2897,1.9699999999999989,0.0032000000000000084,Cascade,Cascade
MAMBA,32.09,0.2072,0.4142,0.1867,0.2353,46.77,0.2529,0.5385,0.1378,43.31,0.8725,55.44,0.5251,42.81,0.2933,14.68,0.04570000000000002,Cascade,Cascade
MiniRocket,75.14,0.2145,0.6448,0.0,,75.16,0.2164,0.6452,0.0,100.0,0.4583,75.16,0.4298,78.47,0.4194,0.01999999999999602,0.0019000000000000128,Cascade,Cascade
TRANSFORMER,37.05,0.2131,0.4615,0.1177,0.0797,61.01,0.2571,0.6132,0.0533,35.64,0.5791,66.0,0.5438,24.29,0.2182,23.96,0.043999999999999984,Cascade,Cascade
