Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.3859,0.1093,0.2569,0.039,1.3878
LSTM,Joint,2,1.3508,0.0327,0.279,0.0567,1.3301
LSTM,Joint,3,1.3062,0.1168,0.3476,0.1292,1.3145
LSTM,Joint,4,1.2912,0.1121,0.3589,0.1535,1.2952
LSTM,Joint,5,1.2883,0.1202,0.3106,0.1498,1.2854
LSTM,Joint,6,1.2847,0.1096,0.3126,0.1176,1.285
LSTM,Joint,7,1.2838,0.1088,0.3301,0.1223,1.2942
LSTM,Joint,8,1.2835,0.1127,0.3547,0.0889,1.287
LSTM,Joint,9,1.2816,0.1196,0.3701,0.0709,1.2878
LSTM,Joint,10,1.2822,0.1157,0.353,0.1574,1.2912
LSTM,Joint,11,1.2815,0.111,0.323,0.1188,1.2755
LSTM,Joint,12,1.2804,0.1094,0.3173,0.0761,1.2793
LSTM,Joint,13,1.2805,0.1144,0.3406,0.1351,1.2867
LSTM,Joint,14,1.281,0.0345,0.3229,0.0589,1.2797
LSTM,Joint,15,1.2817,0.1144,0.347,0.1229,1.2851
LSTM,Joint,16,1.2798,0.0354,0.3501,0.0641,1.2769
LSTM,Joint,17,1.2798,0.1138,0.3463,0.1227,1.291
LSTM,Joint,18,1.2777,0.1149,0.3567,0.1287,1.283
LSTM,Joint,19,1.2764,0.0351,0.3538,0.0637,1.2826
LSTM,Joint,20,1.277,0.1133,0.3292,0.1241,1.2864
LSTM,Joint,21,1.2765,0.1153,0.3445,0.1428,1.2831
LSTM,Stage1,1,0.6906,0.3483,0.704,0.466,0.6808
LSTM,Stage1,2,0.6227,0.3458,0.7941,0.4818,0.6015
LSTM,Stage1,3,0.5986,0.3388,0.8637,0.4867,0.6116
LSTM,Stage1,4,0.5944,0.3438,0.8112,0.4829,0.6095
LSTM,Stage1,5,0.5924,0.3324,0.9223,0.4886,0.6299
LSTM,Stage1,6,0.5908,0.3325,0.9052,0.4864,0.6218
LSTM,Stage1,7,0.5892,0.332,0.9129,0.487,0.6195
LSTM,Stage1,8,0.5903,0.3329,0.8953,0.4854,0.61
LSTM,Stage1,9,0.5887,0.3286,0.9697,0.4909,0.6284
LSTM,Stage1,10,0.5884,0.3455,0.7992,0.4824,0.5978
LSTM,Stage1,11,0.5886,0.3447,0.8129,0.4842,0.6004
LSTM,Stage1,12,0.5881,0.3365,0.9005,0.4899,0.6122
LSTM,Stage1,13,0.5879,0.3468,0.771,0.4785,0.595
LSTM,Stage1,14,0.5883,0.3349,0.9035,0.4886,0.6196
LSTM,Stage1,15,0.5878,0.3331,0.9231,0.4895,0.6128
LSTM,Stage1,16,0.588,0.3383,0.8642,0.4862,0.6064
LSTM,Stage1,17,0.5882,0.3436,0.8185,0.484,0.5976
LSTM,Stage1,18,0.5881,0.3354,0.9141,0.4908,0.6106
LSTM,Stage1,19,0.5876,0.3445,0.8112,0.4836,0.6015
LSTM,Stage1,20,0.5875,0.3451,0.792,0.4807,0.595
LSTM,Stage1,21,0.5872,0.3421,0.8219,0.4831,0.5996
LSTM,Stage1,22,0.5868,0.3423,0.827,0.4842,0.5994
LSTM,Stage1,23,0.5871,0.3407,0.8407,0.4849,0.6008
LSTM,Stage2,1,1.1012,0.3391,0.3516,0.2401,1.098
LSTM,Stage2,2,1.0999,0.3264,0.3532,0.1869,1.0982
LSTM,Stage2,3,1.0992,0.096,0.3345,0.1383,1.0978
LSTM,Stage2,4,1.0993,0.2802,0.3519,0.3111,1.0981
LSTM,Stage2,5,1.099,0.3329,0.3413,0.3094,1.0979
LSTM,Stage2,6,1.0987,0.0858,0.32,0.1055,1.0976
LSTM,Stage2,7,1.0982,0.2754,0.3329,0.1627,1.098
LSTM,Stage2,8,1.0983,0.3273,0.3424,0.2831,1.0969
LSTM,Stage2,9,1.0977,0.285,0.3525,0.3151,1.0976
LSTM,Stage2,10,1.0962,0.3383,0.3508,0.2065,1.095
LSTM,Stage2,11,1.0948,0.1022,0.3545,0.1547,1.0951
LSTM,Stage2,12,1.0932,0.3438,0.3473,0.153,1.0942
LSTM,Stage2,13,1.0938,0.338,0.3541,0.1732,1.0956
LSTM,Stage2,14,1.0931,0.351,0.3774,0.2239,1.0945
LSTM,Stage2,15,1.0926,0.3424,0.3614,0.2558,1.0958
LSTM,Stage2,16,1.0926,0.3456,0.3704,0.2065,1.0933
LSTM,Stage2,17,1.0921,0.3407,0.3619,0.2231,1.0943
LSTM,Stage2,18,1.0918,0.3388,0.3615,0.2126,1.0954
LSTM,Stage2,19,1.0901,0.3578,0.378,0.1929,1.0908
LSTM,Stage2,20,1.0903,0.3588,0.3768,0.1993,1.0904
LSTM,Stage2,21,1.0895,0.3453,0.3793,0.215,1.0936
LSTM,Stage2,22,1.0883,0.3541,0.372,0.2364,1.0953
LSTM,Stage2,23,1.0889,0.3573,0.3774,0.2315,1.0915
LSTM,Stage2,24,1.0864,0.3502,0.3773,0.2208,1.0919
LSTM,Stage2,25,1.0875,0.3499,0.3773,0.2358,1.0924
LSTM,Stage2,26,1.0857,0.3456,0.3639,0.233,1.0925
LSTM,Stage2,27,1.0844,0.3555,0.3719,0.234,1.0925
LSTM,Stage2,28,1.0822,0.3464,0.3749,0.248,1.0931
LSTM,Stage2,29,1.0819,0.353,0.3744,0.2355,1.094
LSTM,Stage2,30,1.0799,0.3546,0.3781,0.2292,1.0971
MAMBA,Joint,1,1.3874,0.0958,0.3198,0.1345,1.3894
