Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.4811,81.78
LSTM,2,0.1679,93.78
LSTM,3,0.2115,90.89
LSTM,4,0.1202,96.67
LSTM,5,0.0273,99.11
LSTM,6,0.0231,99.33
LSTM,7,0.0597,98.44
LSTM,8,0.0121,99.89
LSTM,9,0.064,98.0
LSTM,10,0.007,99.89
LSTM,11,0.0058,99.89
LSTM,12,0.027,99.33
LSTM,13,0.004,100.0
LSTM,14,0.0031,100.0
LSTM,15,0.0023,100.0
LSTM,16,0.0066,99.89
LSTM,17,0.002,100.0
LSTM,18,0.0032,99.89
LSTM,19,0.0133,99.89
LSTM,20,0.0032,99.89
LSTM,21,0.0082,100.0
LSTM,22,0.0325,98.89
LSTM,23,0.0045,100.0
LSTM,24,0.0047,100.0
LSTM,25,0.0058,100.0
LSTM,26,0.0027,100.0
LSTM,27,0.0022,100.0
Mamba,1,0.6905,71.44
Mamba,2,0.3407,86.56
Mamba,3,0.1859,93.67
Mamba,4,0.1093,96.11
Mamba,5,0.1106,95.89
Mamba,6,0.1229,95.33
Mamba,7,0.1026,95.78
Mamba,8,0.0863,96.89
Mamba,9,0.0586,97.78
Mamba,10,0.0649,97.89
Mamba,11,0.0678,97.56
Mamba,12,0.0607,97.67
Mamba,13,0.0738,97.56
Mamba,14,0.0523,98.44
Mamba,15,0.0494,98.22
Mamba,16,0.0455,98.44
Mamba,17,0.0706,97.67
Mamba,18,0.0613,98.33
Mamba,19,0.0424,98.67
Mamba,20,0.0537,98.44
Mamba,21,0.0524,98.56
Mamba,22,0.038,98.78
Mamba,23,0.0506,98.44
Mamba,24,0.0587,98.56
Mamba,25,0.0506,98.67
Mamba,26,0.0648,98.67
Mamba,27,0.0742,98.22
Mamba,28,0.0692,98.22
Mamba,29,0.0473,98.56
Mamba,30,0.0667,98.22
Mamba,31,0.0597,98.56
Mamba,32,0.0512,98.78
Transformer,1,0.2823,87.89
Transformer,2,0.0806,97.89
Transformer,3,0.0316,99.11
Transformer,4,0.0582,98.67
Transformer,5,0.0029,100.0
Transformer,6,0.0873,96.78
Transformer,7,0.002,100.0
Transformer,8,0.0235,99.22
Transformer,9,0.0019,100.0
Transformer,10,0.0257,99.11
Transformer,11,0.0026,100.0
Transformer,12,0.0017,100.0
Transformer,13,0.0099,99.78
Transformer,14,0.0021,100.0
Transformer,15,0.0229,99.33
Transformer,16,0.0011,100.0
Transformer,17,0.0054,100.0
Transformer,18,0.0019,100.0
Transformer,19,0.0026,100.0
Transformer,20,0.0029,100.0
Transformer,21,0.0331,99.0
Transformer,22,0.0128,99.44
Transformer,23,0.0017,100.0
Transformer,24,0.0019,100.0
Transformer,25,0.0015,100.0
Transformer,26,0.0027,100.0
1D-CNN (InceptionTime),1,0.2467,90.22
1D-CNN (InceptionTime),2,0.1288,94.56
1D-CNN (InceptionTime),3,0.1528,92.22
1D-CNN (InceptionTime),4,0.0911,96.33
1D-CNN (InceptionTime),5,0.1588,94.44
1D-CNN (InceptionTime),6,0.1178,95.89
1D-CNN (InceptionTime),7,0.065,97.33
1D-CNN (InceptionTime),8,0.058,97.78
1D-CNN (InceptionTime),9,0.0472,97.78
1D-CNN (InceptionTime),10,0.0782,96.78
1D-CNN (InceptionTime),11,0.0964,96.56
1D-CNN (InceptionTime),12,0.0492,98.67
1D-CNN (InceptionTime),13,0.0495,98.44
1D-CNN (InceptionTime),14,0.0733,97.56
1D-CNN (InceptionTime),15,0.0396,98.78
1D-CNN (InceptionTime),16,0.035,99.0
1D-CNN (InceptionTime),17,0.0291,98.78
1D-CNN (InceptionTime),18,0.0664,98.11
1D-CNN (InceptionTime),19,0.0201,99.11
1D-CNN (InceptionTime),20,0.1336,96.78
1D-CNN (InceptionTime),21,0.0439,99.0
1D-CNN (InceptionTime),22,0.0295,99.33
1D-CNN (InceptionTime),23,0.0307,99.11
1D-CNN (InceptionTime),24,0.0512,98.22
1D-CNN (InceptionTime),25,0.0422,98.67
1D-CNN (InceptionTime),26,0.0419,98.89
1D-CNN (InceptionTime),27,0.0461,98.56
1D-CNN (InceptionTime),28,0.0435,99.0
1D-CNN (InceptionTime),29,0.0488,98.89
