model,max_val_accuracy,final_val_accuracy,best_epoch,epochs_trained,final_val_loss,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath,no_thrust_precision,no_thrust_recall,no_thrust_f1,chemical_precision,chemical_recall,chemical_f1,electric_precision,electric_recall,electric_f1,impulsive_precision,impulsive_recall,impulsive_f1,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,t_no_thrust_precision,t_no_thrust_recall,t_no_thrust_f1,t_chemical_precision,t_chemical_recall,t_chemical_f1,t_electric_precision,t_electric_recall,t_electric_f1,t_impulsive_precision,t_impulsive_recall,t_impulsive_f1
Decision Trees (LightGBM),25.11,25.11,1,1,1.3866,,0.40858936309814453,0.211,False,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.2491,0.3244,0.2819,0.25,0.16,0.1951,0.25,0.24,0.2449,0.2551,0.28,0.2669,0.2511,0.2511,0.2472,0.2511,0.2511,0.2472,73.0,36.0,55.0,74.0,36.0,53.0,74.0,36.0,54.0,72.0,36.0,54.0
MiniRocket,48.78,48.78,1,1,,9996.0,0.5785,19.7116,False,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.3866,0.4089,0.3974,0.4353,0.5378,0.4811,0.3554,0.1911,0.2486,0.6958,0.8133,0.75,0.4682,0.4878,0.4693,0.4682,0.4878,0.4693,92.0,66.0,47.0,40.0,121.0,26.0,89.0,71.0,43.0,17.0,20.0,5.0
LSTM,25.11,25.11,13,13,1.3864,28660.0,0.218658447265625,11.4633,True,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.0,0.0,0.0,0.2509,0.32,0.2812,0.0,0.0,0.0,0.2512,0.6844,0.3675,0.1255,0.2511,0.1622,0.1255,0.2511,0.1622,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,71.0,0.0
Mamba,25.0,25.0,1,24,1.3863,12208.0,0.0931396484375,85.9584,True,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.25,0.2622,0.256,0.25,0.3156,0.279,0.25,0.28,0.2642,0.25,0.1422,0.1813,0.25,0.25,0.2451,0.25,0.25,0.2451,59.0,71.0,63.0,59.0,71.0,63.0,59.0,71.0,63.0,59.0,71.0,63.0
Transformer,25.0,25.0,1,23,1.387,213092.0,1.625762939453125,31.7548,True,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0625,0.25,0.1,0.0625,0.25,0.1,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0,0.0,225.0
1D-CNN (InceptionTime),25.0,25.0,1,33,1.3862,472708.0,3.606475830078125,113.4896,True,0,10min1500SeqData_Std_EvalTest_Seed2,geo/10min-1500/10min1500SeqData_Std_EvalTest_Seed2.log,0.25,0.7156,0.3705,0.0,0.0,0.0,0.25,0.2844,0.2661,0.0,0.0,0.0,0.125,0.25,0.1592,0.125,0.25,0.1592,161.0,0.0,64.0,161.0,0.0,64.0,161.0,0.0,64.0,161.0,0.0,64.0
