Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,0.4392,84.33
LSTM,2,0.1097,97.11
LSTM,3,0.1013,97.11
LSTM,4,0.1434,94.44
LSTM,5,0.0254,99.44
LSTM,6,0.042,98.67
LSTM,7,0.0165,99.78
LSTM,8,0.013,99.78
LSTM,9,0.0111,99.78
LSTM,10,0.016,99.78
LSTM,11,0.0121,99.78
LSTM,12,0.0146,99.67
LSTM,13,0.0865,96.89
LSTM,14,0.0108,99.78
LSTM,15,0.0105,99.78
LSTM,16,0.0088,99.78
LSTM,17,0.0091,99.78
LSTM,18,0.0093,99.78
LSTM,19,0.0087,99.78
LSTM,20,0.0101,99.78
LSTM,21,0.0089,99.78
LSTM,22,0.0086,99.78
LSTM,23,0.009,99.78
LSTM,24,0.0085,99.78
LSTM,25,0.0108,99.78
LSTM,26,0.0087,99.78
LSTM,27,0.0081,99.78
LSTM,28,0.0087,99.78
LSTM,29,0.0341,99.11
LSTM,30,0.0258,99.22
LSTM,31,0.0128,99.78
LSTM,32,0.0102,99.78
LSTM,33,0.0084,99.78
LSTM,34,0.0072,99.78
LSTM,35,0.0067,99.78
LSTM,36,0.0067,99.78
LSTM,37,0.0071,99.78
LSTM,38,0.0075,99.78
LSTM,39,0.0067,99.78
LSTM,40,0.007,99.78
LSTM,41,0.0074,99.78
LSTM,42,0.0066,99.78
LSTM,43,0.0068,99.78
LSTM,44,0.0066,99.78
LSTM,45,0.0064,99.78
LSTM,46,0.0097,99.78
LSTM,47,0.007,99.78
LSTM,48,0.0077,99.78
LSTM,49,0.0072,99.78
LSTM,50,0.0107,99.56
LSTM,51,0.0128,99.78
LSTM,52,0.0116,99.78
LSTM,53,0.012,99.78
LSTM,54,0.012,99.78
LSTM,55,0.0123,99.78
Mamba,1,0.6279,75.11
Mamba,2,0.2316,92.44
Mamba,3,0.1555,95.11
Mamba,4,0.1167,95.67
Mamba,5,0.1013,96.67
Mamba,6,0.1511,95.78
Mamba,7,0.0893,97.44
Mamba,8,0.0996,97.56
Mamba,9,0.0577,98.22
Mamba,10,0.0697,97.67
Mamba,11,0.0923,97.33
Mamba,12,0.0708,97.22
Mamba,13,0.0841,97.44
Mamba,14,0.0789,97.22
Mamba,15,0.0585,98.44
Mamba,16,0.0556,98.44
Mamba,17,0.0591,98.33
Mamba,18,0.0579,98.44
Mamba,19,0.075,98.56
Mamba,20,0.06,99.11
Mamba,21,0.0697,98.67
Mamba,22,0.0744,98.22
Mamba,23,0.0662,98.56
Mamba,24,0.0705,98.78
Mamba,25,0.076,98.11
Mamba,26,0.0781,98.44
Transformer,1,0.2877,86.78
Transformer,2,0.0443,98.89
Transformer,3,0.0566,97.78
Transformer,4,0.0204,99.67
Transformer,5,0.0311,99.0
Transformer,6,0.0131,99.78
Transformer,7,0.0129,99.78
Transformer,8,0.0235,99.56
Transformer,9,0.0155,99.78
Transformer,10,0.0139,99.78
Transformer,11,0.0143,99.78
Transformer,12,0.0134,99.78
Transformer,13,0.0126,99.78
Transformer,14,0.0137,99.78
Transformer,15,0.0153,99.78
Transformer,16,0.0159,99.78
Transformer,17,0.0145,99.78
Transformer,18,0.0117,99.78
Transformer,19,0.0122,99.78
Transformer,20,0.0317,99.44
Transformer,21,0.0162,99.67
Transformer,22,0.0148,99.78
Transformer,23,0.0106,99.78
Transformer,24,0.0118,99.78
Transformer,25,0.011,99.78
Transformer,26,0.0119,99.78
Transformer,27,0.012,99.78
Transformer,28,0.0117,99.78
Transformer,29,0.0111,99.78
Transformer,30,0.0111,99.78
Transformer,31,0.0117,99.78
Transformer,32,0.0111,99.78
Transformer,33,0.0094,99.78
Transformer,34,0.0101,99.78
Transformer,35,0.01,99.78
Transformer,36,0.0199,99.33
Transformer,37,0.0106,99.78
Transformer,38,0.0075,99.78
Transformer,39,0.01,99.78
Transformer,40,0.0112,99.78
Transformer,41,0.0086,99.78
Transformer,42,0.0093,99.78
Transformer,43,0.0116,99.78
Transformer,44,0.0081,99.78
Transformer,45,0.0075,99.78
Transformer,46,0.0079,99.78
Transformer,47,0.0074,99.78
Transformer,48,0.0084,99.78
Transformer,49,0.0072,99.78
Transformer,50,0.0079,99.78
Transformer,51,0.0101,99.78
Transformer,52,0.0102,99.78
Transformer,53,0.0075,99.78
Transformer,54,0.0069,99.78
Transformer,55,0.0106,99.78
Transformer,56,0.009,99.78
Transformer,57,0.0103,99.78
Transformer,58,0.0129,99.78
Transformer,59,0.0074,99.78
Transformer,60,0.0074,99.78
Transformer,61,0.0089,99.78
Transformer,62,0.0096,99.78
Transformer,63,0.0097,99.78
Transformer,64,0.0124,99.78
1D-CNN (InceptionTime),1,0.138,95.22
1D-CNN (InceptionTime),2,0.1229,95.0
1D-CNN (InceptionTime),3,0.1177,95.78
1D-CNN (InceptionTime),4,0.0862,96.67
1D-CNN (InceptionTime),5,0.0862,96.56
1D-CNN (InceptionTime),6,0.0877,96.78
1D-CNN (InceptionTime),7,0.0514,98.33
1D-CNN (InceptionTime),8,0.0423,98.44
1D-CNN (InceptionTime),9,0.073,97.89
1D-CNN (InceptionTime),10,0.0459,98.56
1D-CNN (InceptionTime),11,0.0244,99.22
1D-CNN (InceptionTime),12,0.0224,99.0
1D-CNN (InceptionTime),13,0.1107,97.11
1D-CNN (InceptionTime),14,0.0216,99.44
1D-CNN (InceptionTime),15,0.0413,98.89
1D-CNN (InceptionTime),16,0.0184,99.44
1D-CNN (InceptionTime),17,0.0341,99.11
1D-CNN (InceptionTime),18,0.0147,99.56
1D-CNN (InceptionTime),19,0.0126,99.56
1D-CNN (InceptionTime),20,0.0181,99.33
1D-CNN (InceptionTime),21,0.0212,99.44
1D-CNN (InceptionTime),22,0.0325,98.89
1D-CNN (InceptionTime),23,0.0133,99.67
1D-CNN (InceptionTime),24,0.0364,98.89
1D-CNN (InceptionTime),25,0.0175,99.56
1D-CNN (InceptionTime),26,0.012,99.67
1D-CNN (InceptionTime),27,0.0288,99.0
1D-CNN (InceptionTime),28,0.0111,99.78
1D-CNN (InceptionTime),29,0.0118,99.78
1D-CNN (InceptionTime),30,0.012,99.67
1D-CNN (InceptionTime),31,0.0111,99.78
1D-CNN (InceptionTime),32,0.0136,99.67
1D-CNN (InceptionTime),33,0.0109,99.78
1D-CNN (InceptionTime),34,0.0126,99.67
1D-CNN (InceptionTime),35,0.0119,99.78
1D-CNN (InceptionTime),36,0.0113,99.78
1D-CNN (InceptionTime),37,0.0118,99.78
1D-CNN (InceptionTime),38,0.0111,99.78
1D-CNN (InceptionTime),39,0.011,99.67
1D-CNN (InceptionTime),40,0.0114,99.67
1D-CNN (InceptionTime),41,0.0112,99.78
1D-CNN (InceptionTime),42,0.0114,99.78
1D-CNN (InceptionTime),43,0.0114,99.78
