Model,Epoch,Validation Loss,Validation Accuracy
Mamba,31,0.6733,69.11
Mamba,32,0.683,67.56
Mamba,33,0.618,71.56
Mamba,34,0.6019,72.89
Mamba,35,0.6765,69.22
Mamba,36,0.5931,72.78
Mamba,37,0.6727,69.0
Mamba,38,0.5832,72.67
Mamba,39,0.5818,72.11
Mamba,40,0.5794,73.0
Mamba,41,0.5946,74.11
Mamba,42,0.7254,67.67
Mamba,43,0.59,72.67
Mamba,44,0.5995,75.67
Mamba,45,0.5384,77.44
Mamba,46,0.5457,74.89
Mamba,47,0.5154,77.67
Mamba,48,0.5747,76.33
Mamba,49,0.511,77.67
Mamba,50,0.479,80.44
Mamba,51,0.5061,79.33
Mamba,52,0.4826,80.0
Mamba,53,0.4745,78.67
Mamba,54,0.4992,78.11
Mamba,55,0.44,83.33
Mamba,56,0.4362,82.33
Mamba,57,0.5443,75.33
Mamba,58,0.4538,80.56
Mamba,59,0.421,81.89
Mamba,60,0.4208,82.56
Mamba,61,0.4351,81.11
Mamba,62,0.4579,81.78
Mamba,63,0.5881,76.22
Mamba,64,0.4133,83.44
Mamba,65,0.4268,83.78
Mamba,66,0.4025,82.78
Mamba,67,0.4498,80.0
Mamba,68,0.3937,85.33
Mamba,69,0.4542,80.0
Mamba,70,0.5238,76.33
Mamba,71,0.3803,83.78
Mamba,72,0.3861,84.67
Mamba,73,0.3607,85.67
Mamba,74,0.3791,83.78
Mamba,75,0.4036,83.33
Mamba,76,0.4235,81.67
Mamba,77,0.3565,85.22
Mamba,78,0.4127,84.33
Mamba,79,0.3404,87.0
Mamba,80,0.4236,85.22
Mamba,81,0.3768,85.0
Mamba,82,0.3639,85.78
Mamba,83,0.4203,80.44
Mamba,84,0.3432,85.44
Mamba,85,0.3842,84.89
Mamba,86,0.3536,84.67
Mamba,87,0.3109,88.33
Mamba,88,0.3206,87.78
Mamba,89,0.3331,88.0
Mamba,90,0.3513,85.0
Mamba,91,0.3725,85.56
Mamba,92,0.3227,87.56
Mamba,93,0.3303,86.67
Mamba,94,0.3065,88.44
Mamba,95,0.2949,88.78
Mamba,96,0.3245,87.0
Mamba,97,0.3038,89.22
Mamba,98,0.3101,87.44
Mamba,99,0.2993,89.22
Mamba,100,0.299,88.67
Transformer,1,1.2498,38.0
Transformer,2,0.6608,74.11
Transformer,3,0.3254,86.33
Transformer,4,0.2561,89.0
Transformer,5,0.2115,92.22
Transformer,6,0.1496,94.44
Transformer,7,0.1809,92.89
Transformer,8,0.1371,94.33
Transformer,9,0.162,93.33
Transformer,10,0.2041,92.56
Transformer,11,0.1419,94.67
Transformer,12,0.1537,93.44
Transformer,13,0.1242,95.44
Transformer,14,0.1844,92.78
Transformer,15,0.1452,94.33
Transformer,16,0.1322,94.44
Transformer,17,0.1436,94.44
Transformer,18,0.1669,93.11
Transformer,19,0.1442,94.0
Transformer,20,0.1355,94.33
Transformer,21,0.125,94.56
Transformer,22,0.1275,95.0
Transformer,23,0.1223,94.56
Transformer,24,0.1236,94.67
Transformer,25,0.1221,94.78
Transformer,26,0.1194,94.89
Transformer,27,0.1225,94.89
Transformer,28,0.1579,93.11
Transformer,29,0.1172,94.78
Transformer,30,0.1294,94.11
Transformer,31,0.1258,94.89
Transformer,32,0.1349,94.89
Transformer,33,0.1335,94.33
Transformer,34,0.1258,95.0
Transformer,35,0.1234,94.78
Transformer,36,0.1172,95.0
Transformer,37,0.1175,94.78
Transformer,38,0.1225,95.11
Transformer,39,0.1313,94.89
1D-CNN (InceptionTime),1,1.4009,29.67
1D-CNN (InceptionTime),2,0.9212,56.44
1D-CNN (InceptionTime),3,0.7469,64.89
1D-CNN (InceptionTime),4,0.4713,81.89
1D-CNN (InceptionTime),5,0.3464,88.67
1D-CNN (InceptionTime),6,0.2608,92.11
1D-CNN (InceptionTime),7,0.2023,93.0
1D-CNN (InceptionTime),8,0.0968,97.67
1D-CNN (InceptionTime),9,0.0532,98.89
1D-CNN (InceptionTime),10,0.0601,98.67
1D-CNN (InceptionTime),11,0.0444,99.11
1D-CNN (InceptionTime),12,0.0615,98.33
1D-CNN (InceptionTime),13,0.0395,99.22
1D-CNN (InceptionTime),14,0.0388,99.11
1D-CNN (InceptionTime),15,0.0365,99.11
1D-CNN (InceptionTime),16,0.0366,99.0
1D-CNN (InceptionTime),17,0.0338,99.11
1D-CNN (InceptionTime),18,0.0199,99.56
1D-CNN (InceptionTime),19,0.0215,99.44
1D-CNN (InceptionTime),20,0.0343,99.0
1D-CNN (InceptionTime),21,0.0294,99.11
1D-CNN (InceptionTime),22,0.0143,99.78
1D-CNN (InceptionTime),23,0.0187,99.56
1D-CNN (InceptionTime),24,0.0245,99.33
1D-CNN (InceptionTime),25,0.0155,99.67
1D-CNN (InceptionTime),26,0.0127,99.78
1D-CNN (InceptionTime),27,0.0346,99.0
1D-CNN (InceptionTime),28,0.0137,99.67
1D-CNN (InceptionTime),29,0.0229,99.44
1D-CNN (InceptionTime),30,0.0227,99.22
1D-CNN (InceptionTime),31,0.019,99.56
1D-CNN (InceptionTime),32,0.0194,99.56
1D-CNN (InceptionTime),33,0.0126,99.67
1D-CNN (InceptionTime),34,0.0146,99.78
1D-CNN (InceptionTime),35,0.0119,99.67
1D-CNN (InceptionTime),36,0.0117,99.78
1D-CNN (InceptionTime),37,0.0129,99.78
1D-CNN (InceptionTime),38,0.0178,99.67
1D-CNN (InceptionTime),39,0.0227,99.67
1D-CNN (InceptionTime),40,0.0199,99.67
1D-CNN (InceptionTime),41,0.0133,99.67
1D-CNN (InceptionTime),42,0.0167,99.67
1D-CNN (InceptionTime),43,0.013,99.67
1D-CNN (InceptionTime),44,0.0143,99.67
1D-CNN (InceptionTime),45,0.0152,99.67
1D-CNN (InceptionTime),46,0.0137,99.67
