Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,96.7,0.9376,0.9677,0.9861,1.1087,96.23,0.9553,0.9633,0.9847,99.98,2.6208,96.24,0.9523,99.98,0.9963,-0.46999999999999886,0.01770000000000005,Joint,Cascade
LSTM,95.67,0.9492,0.9578,0.9745,0.4786,67.17,0.7253,0.697,0.5511,99.99,1.3834,67.17,0.6269,99.86,0.9775,-28.5,-0.2239000000000001,Joint,Joint
LightGBM,77.37,0.4763,0.683,0.0,0.2029,77.25,0.3945,0.6825,0.0,99.88,0.711,77.25,0.535,97.41,0.647,-0.12000000000000455,-0.08179999999999998,Joint,Joint
MAMBA,61.68,0.5616,0.6513,0.6146,0.4698,64.62,0.5189,0.6719,0.4533,95.55,1.3532,65.27,0.6012,94.36,0.7354,2.940000000000005,-0.04269999999999996,Cascade,Joint
MiniRocket,89.59,0.6952,0.8882,0.0978,,89.58,0.7861,0.8888,0.5289,98.67,0.5549,89.81,0.8537,99.09,0.837,-0.010000000000005116,0.09089999999999998,Joint,Cascade
TRANSFORMER,94.14,0.7631,0.9479,0.995,0.2075,95.47,0.7171,0.9547,0.0222,100.0,0.8248,95.47,0.9426,100.0,1.0,1.3299999999999983,-0.04600000000000004,Cascade,Joint
