Model,Component,Epoch,Training Loss,Val Event Precision,Val Event Recall,Val Event F1,Val Loss
LSTM,Joint,1,1.17,0.1648,0.577,0.2563,1.1091
LSTM,Joint,2,1.0103,0.2108,0.6142,0.3089,1.0456
LSTM,Joint,3,0.9481,0.25,0.6244,0.3183,1.0022
LSTM,Joint,4,0.9116,0.2094,0.6422,0.3086,0.9935
LSTM,Joint,5,0.8792,0.2795,0.64,0.3762,0.9187
LSTM,Joint,6,0.855,0.3196,0.6405,0.387,0.9347
LSTM,Joint,7,0.8438,0.3345,0.6039,0.4085,0.8883
LSTM,Joint,8,0.8229,0.2658,0.6825,0.3243,0.9413
LSTM,Joint,9,0.8079,0.2705,0.6163,0.3177,0.9409
LSTM,Joint,10,0.7893,0.2885,0.6915,0.3598,0.8829
LSTM,Joint,11,0.7619,0.3146,0.6668,0.3833,0.9711
LSTM,Joint,12,0.756,0.3254,0.7443,0.3946,0.8676
LSTM,Joint,13,0.7051,0.3269,0.7974,0.4075,0.7659
LSTM,Joint,14,0.5714,0.3808,0.9371,0.4631,0.6075
LSTM,Joint,15,0.4325,0.409,0.9476,0.5153,0.4847
LSTM,Joint,16,0.3797,0.3794,0.9366,0.4737,0.483
LSTM,Joint,17,0.3657,0.3869,0.9616,0.4846,0.4938
LSTM,Joint,18,0.3293,0.4203,0.9691,0.5185,0.5049
LSTM,Joint,19,0.3137,0.4064,0.9453,0.5187,0.4573
LSTM,Joint,20,0.2959,0.4699,0.9616,0.5722,0.4241
LSTM,Joint,21,0.2886,0.4704,0.9685,0.5679,0.4665
LSTM,Joint,22,0.2866,0.4697,0.9697,0.5713,0.4431
LSTM,Joint,23,0.273,0.4816,0.9834,0.5791,0.4876
LSTM,Joint,24,0.2732,0.4664,0.9781,0.577,0.4273
LSTM,Joint,25,0.2811,0.4944,0.9734,0.6001,0.4279
LSTM,Joint,26,0.2593,0.4455,0.9109,0.5484,0.4163
LSTM,Joint,27,0.2866,0.4588,0.9718,0.5661,0.4158
LSTM,Joint,28,0.3353,0.4932,0.9764,0.6061,0.4723
LSTM,Joint,29,0.2806,0.4749,0.9733,0.5858,0.4107
LSTM,Joint,30,0.2663,0.5172,0.9821,0.6247,0.4328
LSTM,Joint,31,0.2538,0.5042,0.9754,0.6216,0.4552
LSTM,Joint,32,0.25,0.519,0.9487,0.6278,0.4208
LSTM,Joint,33,0.2628,0.3779,0.96,0.513,0.4639
LSTM,Joint,34,0.2708,0.5223,0.9878,0.6404,0.4346
LSTM,Joint,35,0.2519,0.5311,0.9801,0.6438,0.4195
LSTM,Joint,36,0.2319,0.5409,0.978,0.6518,0.4015
LSTM,Joint,37,0.2262,0.5909,0.9716,0.7042,0.3859
LSTM,Joint,38,0.225,0.5895,0.9785,0.7044,0.4125
LSTM,Joint,39,0.2326,0.5809,0.9815,0.6935,0.4098
LSTM,Joint,40,0.2206,0.607,0.9817,0.7216,0.421
LSTM,Joint,41,0.2246,0.5679,0.9695,0.6775,0.3829
LSTM,Joint,42,0.2185,0.6167,0.9679,0.7281,0.3662
LSTM,Joint,43,0.2323,0.5683,0.9708,0.6833,0.4063
LSTM,Joint,44,0.2237,0.5727,0.9796,0.6836,0.3955
LSTM,Joint,45,0.2137,0.5859,0.9807,0.6989,0.3739
LSTM,Joint,46,0.2163,0.6329,0.9753,0.7462,0.371
LSTM,Joint,47,0.2214,0.6048,0.9807,0.7182,0.4056
LSTM,Joint,48,0.2062,0.6053,0.9706,0.714,0.328
LSTM,Joint,49,0.2016,0.6826,0.9549,0.7816,0.3275
LSTM,Joint,50,0.206,0.6532,0.9677,0.7583,0.3356
LSTM,Joint,51,0.1871,0.6454,0.8847,0.7116,0.2733
LSTM,Joint,52,0.2018,0.6011,0.9848,0.7177,0.4906
LSTM,Joint,53,0.1864,0.6321,0.9823,0.7436,0.3229
LSTM,Joint,54,0.1756,0.6205,0.9892,0.7338,0.379
LSTM,Joint,55,0.1667,0.5811,0.9863,0.692,0.3335
LSTM,Joint,56,0.1643,0.6916,0.9868,0.7986,0.2753
LSTM,Joint,57,0.1416,0.7244,0.9847,0.8222,0.2375
LSTM,Joint,58,0.132,0.6974,0.984,0.7964,0.211
LSTM,Joint,59,0.1431,0.6837,0.9738,0.7759,0.1913
LSTM,Joint,60,0.1207,0.7168,0.9903,0.8172,0.1835
LSTM,Joint,61,0.1401,0.7006,0.9799,0.7955,0.1697
LSTM,Joint,62,0.1064,0.7204,0.9751,0.8082,0.1383
LSTM,Joint,63,0.1357,0.7415,0.978,0.8308,0.1769
LSTM,Joint,64,0.1176,0.7859,0.9745,0.861,0.1173
LSTM,Joint,65,0.1124,0.8403,0.9699,0.8969,0.1222
LSTM,Joint,66,0.0931,0.8379,0.9886,0.9036,0.1273
LSTM,Joint,67,0.1348,0.7295,0.9813,0.8175,0.1325
LSTM,Joint,68,0.1248,0.773,0.96,0.8422,0.131
LSTM,Joint,69,0.1126,0.7627,0.965,0.834,0.1105
LSTM,Joint,70,0.1016,0.7626,0.9891,0.8526,0.1985
LSTM,Joint,71,0.1079,0.7761,0.9564,0.8386,0.1071
LSTM,Joint,72,0.0893,0.8061,0.9841,0.8793,0.0912
LSTM,Joint,73,0.1371,0.7827,0.9922,0.8665,0.2077
LSTM,Joint,74,0.0965,0.7841,0.9774,0.8601,0.1147
LSTM,Joint,75,0.0855,0.8372,0.9913,0.9042,0.1116
LSTM,Joint,76,0.0991,0.6901,0.9471,0.785,0.3376
LSTM,Joint,77,0.1195,0.7828,0.9906,0.8659,0.1109
LSTM,Joint,78,0.0886,0.8273,0.9928,0.8978,0.1581
LSTM,Joint,79,0.0662,0.8504,0.9907,0.912,0.0787
LSTM,Joint,80,0.0818,0.8178,0.9684,0.8814,0.1278
LSTM,Joint,81,0.0688,0.8467,0.9895,0.9085,0.0697
LSTM,Joint,82,0.0675,0.8319,0.9918,0.8993,0.1811
LSTM,Joint,83,0.0698,0.8613,0.9898,0.9186,0.1037
LSTM,Joint,84,0.087,0.8388,0.9893,0.903,0.0634
LSTM,Joint,85,0.0623,0.8591,0.9935,0.9188,0.0763
LSTM,Joint,86,0.0645,0.8896,0.9847,0.9335,0.0686
LSTM,Joint,87,0.0651,0.8751,0.9823,0.9238,0.0747
