Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,96.39,0.9663,0.9648,0.9858,1.1137,96.64,0.9443,0.967,0.9067,100.0,2.6406,96.64,0.9566,100.0,0.9992,0.25,-0.02200000000000002,Cascade,Joint
LSTM,68.16,0.629,0.7095,0.7559,0.4669,71.47,0.7025,0.7184,0.3509,99.97,1.3643,71.47,0.6313,99.76,0.9635,3.3100000000000023,0.07350000000000001,Cascade,Cascade
LightGBM,77.53,0.4694,0.6852,0.0,0.2095,77.54,0.3989,0.6861,0.0,99.73,0.725,77.55,0.5376,96.86,0.6405,0.010000000000005116,-0.07050000000000001,Cascade,Joint
MAMBA,67.62,0.5338,0.6898,0.3503,0.4643,66.24,0.5205,0.6816,0.3956,96.39,1.3494,66.73,0.604,96.19,0.7675,-1.3800000000000097,-0.01330000000000009,Joint,Joint
MiniRocket,87.38,0.6604,0.87,0.0444,,87.35,0.7481,0.8707,0.4,98.35,0.5689,87.64,0.831,98.83,0.8033,-0.030000000000001137,0.0877,Joint,Cascade
TRANSFORMER,94.68,0.7812,0.9515,0.9948,0.2053,96.25,0.7781,0.9628,0.1822,99.93,0.8257,96.27,0.9521,99.93,0.9884,1.5699999999999932,-0.0030999999999999917,Cascade,Joint
