Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3819,30.0
LSTM,2,1.3744,35.0
LSTM,3,1.3038,39.69
LSTM,4,1.2741,35.16
LSTM,5,1.2225,43.75
LSTM,6,1.1437,44.53
LSTM,7,1.0947,47.66
LSTM,8,1.0455,47.97
LSTM,9,1.0926,44.53
LSTM,10,1.0319,46.25
LSTM,11,1.1,44.22
LSTM,12,1.0096,48.75
LSTM,13,1.0009,49.38
LSTM,14,1.0299,48.91
LSTM,15,0.9947,49.53
LSTM,16,0.985,48.75
LSTM,17,1.0194,48.91
LSTM,18,1.0566,47.03
LSTM,19,0.9767,49.06
LSTM,20,0.9614,50.16
LSTM,21,0.963,52.5
LSTM,22,0.9665,50.78
LSTM,23,0.9786,50.78
LSTM,24,0.9764,49.84
LSTM,25,0.9639,51.56
LSTM,26,0.9681,49.84
LSTM,27,0.9656,51.25
LSTM,28,0.9717,50.0
LSTM,29,0.9783,50.78
LSTM,30,0.9699,50.94
Mamba,1,1.3835,24.84
Mamba,2,1.3717,32.81
Mamba,3,1.3344,33.28
Mamba,4,1.2647,33.91
Mamba,5,1.24,37.34
Mamba,6,1.2154,37.81
Mamba,7,1.1902,41.25
Mamba,8,1.1706,42.66
Mamba,9,1.1555,42.81
Mamba,10,1.1447,42.81
Mamba,11,1.1324,42.97
Mamba,12,1.1257,43.75
Mamba,13,1.1203,44.53
Mamba,14,1.1184,44.06
Mamba,15,1.116,43.91
Mamba,16,1.1141,44.69
Mamba,17,1.1092,45.0
Mamba,18,1.1054,45.47
Mamba,19,1.0982,46.09
Mamba,20,1.0957,46.56
Mamba,21,1.0904,46.56
Mamba,22,1.0881,45.62
Mamba,23,1.0863,46.09
Mamba,24,1.0819,46.25
Mamba,25,1.0803,46.25
Mamba,26,1.0756,47.03
Mamba,27,1.0697,46.25
Mamba,28,1.0672,46.72
Mamba,29,1.0552,47.03
Mamba,30,1.0573,47.34
Mamba,31,1.0547,47.19
Mamba,32,1.0402,48.28
Mamba,33,1.0413,47.97
Mamba,34,1.052,48.91
Mamba,35,1.0316,50.16
Mamba,36,1.028,48.59
Mamba,37,1.0342,48.91
Mamba,38,1.0436,49.69
Mamba,39,1.0288,49.69
Mamba,40,1.0381,50.47
Mamba,41,1.0014,50.0
Mamba,42,1.0121,50.62
Mamba,43,1.0071,50.0
Mamba,44,1.0053,52.66
Mamba,45,0.9932,52.5
Mamba,46,1.0116,52.34
Mamba,47,1.0042,52.03
Mamba,48,0.9959,51.09
Mamba,49,0.9847,51.88
Mamba,50,0.9945,50.94
Mamba,51,0.969,52.97
Mamba,52,0.9882,51.88
Mamba,53,0.954,54.69
Mamba,54,0.9683,52.03
Mamba,55,0.9584,52.97
Mamba,56,0.9483,52.97
Mamba,57,0.9833,52.19
Mamba,58,0.9488,52.5
Mamba,59,0.9665,52.5
Mamba,60,0.9566,54.06
Mamba,61,0.9376,51.88
Mamba,62,0.9346,53.44
Mamba,63,0.9315,53.91
Mamba,64,0.9266,54.22
Mamba,65,0.9251,54.69
Mamba,66,0.9259,53.91
Mamba,67,0.9578,53.75
Mamba,68,0.9406,53.75
Mamba,69,0.9241,52.03
Mamba,70,0.9436,53.59
Mamba,71,0.9161,54.38
Mamba,72,0.9141,53.91
Mamba,73,0.9157,55.0
Mamba,74,0.9268,54.38
Mamba,75,0.9651,53.75
Mamba,76,0.9216,53.44
Mamba,77,0.9167,53.75
Mamba,78,0.9103,54.38
Mamba,79,0.8936,54.22
Mamba,80,0.902,55.78
Mamba,81,0.9129,55.94
Mamba,82,0.9172,54.53
Mamba,83,0.9479,54.38
Mamba,84,0.9343,55.0
Mamba,85,0.8978,54.69
Mamba,86,0.8967,54.06
Mamba,87,0.9078,55.47
Mamba,88,0.905,55.62
Mamba,89,0.9153,54.69
Transformer,1,1.3277,35.31
Transformer,2,1.2901,34.69
Transformer,3,1.2377,37.97
Transformer,4,1.1989,41.72
Transformer,5,1.2011,39.06
Transformer,6,1.1482,45.94
Transformer,7,1.1007,44.22
Transformer,8,1.1189,44.22
Transformer,9,1.081,43.59
Transformer,10,1.0559,48.44
Transformer,11,1.078,45.94
Transformer,12,1.0553,48.28
Transformer,13,1.0981,44.38
Transformer,14,1.0391,48.59
Transformer,15,1.0396,47.5
Transformer,16,1.0064,49.69
Transformer,17,1.0166,49.06
Transformer,18,1.0214,46.25
Transformer,19,1.0022,48.75
Transformer,20,1.0011,50.16
Transformer,21,1.0413,47.03
Transformer,22,1.007,45.16
Transformer,23,0.9932,49.06
Transformer,24,0.9799,50.47
Transformer,25,0.9794,50.16
Transformer,26,0.9914,49.22
Transformer,27,0.9946,50.31
Transformer,28,1.0011,47.81
Transformer,29,1.0065,50.31
Transformer,30,0.986,50.16
Transformer,31,0.9963,50.31
Transformer,32,0.9821,49.69
Transformer,33,0.9814,51.56
Transformer,34,0.9997,50.31
Transformer,35,0.9842,49.38
MLP,1,0.3093,38.12
MLP,2,0.2997,37.66
MLP,3,0.2925,39.22
MLP,4,0.2855,37.97
MLP,5,0.2797,38.28
MLP,6,0.2757,38.59
MLP,7,0.273,39.69
MLP,8,0.2686,38.91
MLP,9,0.2655,39.53
MLP,10,0.2643,40.0
MLP,11,0.2623,39.53
MLP,12,0.2606,40.16
MLP,13,0.259,40.78
MLP,14,0.2583,40.78
MLP,15,0.2564,40.16
MLP,16,0.2555,40.78
MLP,17,0.2547,41.41
MLP,18,0.2529,41.41
MLP,19,0.2518,42.03
MLP,20,0.2506,41.72
MLP,21,0.2495,41.72
MLP,22,0.2491,42.03
MLP,23,0.2496,41.56
MLP,24,0.2494,41.72
MLP,25,0.2487,41.88
MLP,26,0.2475,41.88
MLP,27,0.2473,42.03
MLP,28,0.2472,41.88
MLP,29,0.2476,41.88
MLP,30,0.247,41.56
MLP,31,0.2466,42.19
MLP,32,0.2461,41.56
MLP,33,0.2459,42.03
MLP,34,0.2453,42.19
MLP,35,0.245,41.88
MLP,36,0.2443,42.19
MLP,37,0.2443,42.5
MLP,38,0.2449,42.34
MLP,39,0.2447,42.34
MLP,40,0.2448,42.03
MLP,41,0.2437,42.5
MLP,42,0.2443,42.5
MLP,43,0.2446,42.19
MLP,44,0.2439,42.34
MLP,45,0.2441,42.5
MLP,46,0.2439,42.34
MLP,47,0.2437,42.34
MLP,48,0.2436,41.72
MLP,49,0.2436,41.72
MLP,50,0.244,42.03
MLP,51,0.2442,42.03
MLP,52,0.2447,41.72
MLP,53,0.2443,41.72
MLP,54,0.2439,41.88
MLP,55,0.2439,41.56
MLP,56,0.2437,41.56
MLP,57,0.2437,41.56
MLP,58,0.2443,41.56
MLP,59,0.2444,41.72
MLP,60,0.2441,41.25
MLP,61,0.2442,41.41
MLP,62,0.244,41.41
MLP,63,0.2442,41.41
MLP,64,0.244,41.56
MLP,65,0.2439,41.25
MLP,66,0.2439,41.41
MLP,67,0.2439,41.56
MLP,68,0.2441,41.25
MLP,69,0.2439,41.56
MLP,70,0.2438,41.25
MLP,71,0.2441,41.41
MLP,72,0.2441,41.41
