Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,99.71,0.9972,0.9971,0.9939,1.1125,99.63,0.9949,0.9963,0.9929,100.0,2.6297,99.63,0.9951,100.0,1.0,-0.0799999999999983,-0.0022999999999999687,Joint,Joint
LSTM,99.31,0.9851,0.9931,0.9923,0.4727,99.36,0.9723,0.9936,0.9778,99.62,1.3554,99.46,0.9928,99.56,0.9793,0.04999999999999716,-0.012799999999999923,Cascade,Joint
LightGBM,77.07,0.6225,0.6934,0.0378,0.2373,76.54,0.4636,0.6798,0.0291,87.4,0.7622,76.81,0.5086,95.93,0.9149,-0.5299999999999869,-0.15890000000000004,Joint,Joint
MAMBA,96.8,0.9347,0.9684,0.9637,0.4682,96.31,0.9108,0.9633,0.9161,98.79,1.3222,96.6,0.9548,98.59,0.968,-0.4899999999999949,-0.02389999999999992,Joint,Joint
MiniRocket,99.84,0.9987,0.9984,0.992,,99.84,0.9987,0.9984,0.992,100.0,0.5947,99.84,0.9979,100.0,1.0,0.0,0.0,Tie,Tie
TRANSFORMER,98.7,0.8872,0.9876,0.992,0.2191,99.16,0.8891,0.9921,0.8933,99.67,0.8244,99.24,0.9899,99.44,0.925,0.45999999999999375,0.0019000000000000128,Cascade,Cascade
