model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,85,75,0.0227,0.0249,0.9895,0.9893,50500.0,0.385284423828125,589.1833,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage1,cascade,77,67,0.0151,0.0158,0.9908,0.9897,50402.0,0.3845367431640625,533.1001,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LSTM,Stage2,cascade,29,19,0.0054,0.01,0.988,0.9817,50451.0,0.38491058349609375,200.5023,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Joint,joint,78,68,0.1046,0.1064,0.943,0.943,17044.0,0.130035400390625,411.7963,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage1,cascade,100,99,0.099,0.1079,0.936,0.9182,16786.0,0.1280670166015625,526.465,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MAMBA,Stage2,cascade,61,51,0.037,0.0557,0.9749,0.9729,16915.0,0.12905120849609375,320.6347,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Joint,joint,100,92,0.015,0.0151,0.8579,0.8569,288196.0,2.198760986328125,219.8155,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage1,cascade,100,96,0.0203,0.0209,0.9876,0.9867,288066.0,2.1977691650390625,218.2602,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
TRANSFORMER,Stage2,cascade,82,72,0.0044,0.0065,0.9896,0.9896,288131.0,2.1982650756835938,177.7876,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Joint,joint,41,31,0.0057,0.0075,0.9983,0.9982,473092.0,3.609405517578125,464.5314,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage1,cascade,30,20,0.0101,0.0133,0.9937,0.9931,472834.0,3.6074371337890625,339.9726,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
CNN,Stage2,cascade,31,11,0.0001,0.0001,0.9985,0.9985,472963.0,3.6084213256835938,341.8302,True,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.4079608917236328,2.8863,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2077627182006836,1.841,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3073234558105469,0.7198,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0857,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0485,,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0671,18.4257,False,0,100min1500Energy_J2Energy_OE_EvalTest_Seed2,geo/100min-1500/100min1500Energy_J2Energy_OE_EvalTest_Seed2.log
