Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,97.64,0.9818,0.9767,0.9799,1.1121,98.07,0.9851,0.9809,0.9847,100.0,2.6247,98.07,0.975,100.0,1.0,0.4299999999999926,0.0032999999999999696,Cascade,Cascade
LSTM,97.03,0.9774,0.9709,0.9847,0.5357,97.45,0.9804,0.9749,0.9771,100.0,1.4979,97.45,0.9671,100.0,1.0,0.4200000000000017,0.0030000000000000027,Cascade,Cascade
LightGBM,89.88,0.784,0.8892,0.5068,0.1633,89.88,0.771,0.8882,0.4044,98.66,0.6754,90.1,0.8521,99.14,0.822,0.0,-0.013000000000000012,Tie,Joint
MAMBA,96.76,0.9744,0.968,0.9553,0.5983,96.92,0.9753,0.9694,0.9491,99.97,1.5966,96.92,0.96,99.97,0.9997,0.1599999999999966,0.0008999999999999009,Cascade,Cascade
MiniRocket,89.39,0.6586,0.8816,0.0267,,89.37,0.7867,0.8828,0.5327,98.44,0.56,89.62,0.8449,99.02,0.8471,-0.01999999999999602,0.1281,Joint,Cascade
TRANSFORMER,97.21,0.9789,0.9727,0.9894,0.2254,96.43,0.9725,0.965,0.971,100.0,0.8566,96.43,0.9544,100.0,1.0,-0.7799999999999869,-0.006399999999999961,Joint,Joint
