Model,Joint_Accuracy,Joint_Macro_F1,Joint_Weighted_F1,Joint_Min_Thrust_Recall,Joint_Inference_Time_s,Cascade_EndToEnd_Accuracy,Cascade_EndToEnd_Macro_F1,Cascade_EndToEnd_Weighted_F1,Cascade_EndToEnd_Min_Thrust_Recall,Cascade_Stage2_Conditional_Accuracy,Cascade_Inference_Time_s,Cascade_Stage1_Detector_Accuracy,Cascade_Stage1_Detector_Macro_F1,Cascade_Stage2_Standalone_Accuracy,Cascade_Stage2_Standalone_Macro_F1,Accuracy_Delta_Cascade_minus_Joint,Macro_F1_Delta_Cascade_minus_Joint,Better_By_Accuracy,Better_By_Macro_F1
CNN,97.61,0.9701,0.9763,0.976,1.1118,97.47,0.8892,0.975,0.8844,99.46,2.6315,97.6,0.9685,99.4,0.9484,-0.14000000000000057,-0.08089999999999997,Joint,Joint
LSTM,96.62,0.8733,0.9669,0.9599,0.4689,70.8,0.3206,0.6518,0.0824,90.61,1.33,71.05,0.4906,98.27,0.9261,-25.820000000000007,-0.5527,Joint,Joint
LightGBM,73.98,0.355,0.6348,0.0052,0.2002,74.73,0.2407,0.6439,0.0078,78.45,0.7173,74.8,0.4398,81.53,0.4761,0.75,-0.11429999999999998,Cascade,Joint
MAMBA,31.74,0.2059,0.4028,0.1211,0.5267,74.33,0.4782,0.7361,0.3009,72.8,1.3416,77.82,0.6951,77.53,0.5991,42.59,0.2723,Cascade,Cascade
MiniRocket,98.36,0.9555,0.9835,0.8267,,98.41,0.9583,0.984,0.8711,99.86,0.5619,98.45,0.9793,99.87,0.9761,0.04999999999999716,0.0028000000000000247,Cascade,Cascade
TRANSFORMER,89.31,0.6692,0.9097,0.9244,0.2018,89.2,0.6357,0.9051,0.3156,98.13,0.8182,89.6,0.8675,96.03,0.7623,-0.10999999999999943,-0.033499999999999974,Joint,Joint
